Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
25-Aug-08,US Open,Hard,QF,3,8,(3)Djokovic d. (8)Andy Roddick [USA],6-2 6-3 3-6 7-6(5),1.29,13.90%,1.90%,64.80%,71.40%,71.10%,7/10,02:34
25-Aug-08,US Open,Hard,R16,3,15,(3)Djokovic d. (15)Tommy Robredo [ESP],4-6 6-2 6-3 5-7 6-3,1.19,7.90%,2.90%,65.00%,74.70%,53.10%,2/5,03:43
25-Aug-08,US Open,Hard,R32,3,24,(3)Djokovic d. (30)Marin Cilic [CRO],6-7(7) 7-5 6-4 7-6(0),1.21,5.40%,2.00%,69.80%,71.20%,57.80%,6/10,03:52
25-Aug-08,US Open,Hard,R64,3,113,(3)Djokovic d. (Q)Robert Kendrick [USA],7-6(8) 6-4 6-4,1.21,10.40%,0.00%,72.60%,72.70%,69.00%,4/4,02:06
25-Aug-08,US Open,Hard,R128,3,78,(3)Djokovic d. Arnaud Clement [FRA],6-3 6-3 6-4,1.52,17.60%,2.40%,64.70%,80.00%,63.30%,4/4,02:00
11-Aug-08,Beijing Olympics,Hard,BR,3,7,(3)Djokovic d. (8)James Blake [USA],6-3 7-6(4),,,,,,,,
11-Aug-08,Beijing Olympics,Hard,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,6-4 1-6 6-4,1.02,10.60%,5.90%,63.50%,72.20%,48.40%,4/7,02:11
11-Aug-08,Beijing Olympics,Hard,QF,3,43,(3)Djokovic d. Gael Monfils [FRA],4-6 6-1 6-4,1.14,4.00%,1.00%,69.00%,69.60%,48.40%,5/7,02:22
11-Aug-08,Beijing Olympics,Hard,R16,3,22,(3)Djokovic d. (13)Mikhail Youzhny [RUS],7-6(3) 6-3,2.13,7.40%,0.00%,74.10%,87.50%,64.30%,0/0,01:37
11-Aug-08,Beijing Olympics,Hard,R32,3,35,(3)Djokovic d. Rainer Schuettler [GER],6-4 6-2,2.24,11.60%,4.70%,72.10%,93.50%,41.70%,0/1,01:14
11-Aug-08,Beijing Olympics,Hard,R64,3,59,(3)Djokovic d. Robby Ginepri [USA],6-4 6-4,1.37,11.80%,2.00%,74.50%,73.70%,53.80%,1/3,01:12
28-Jul-08,Cincinnati Masters,Hard,F,3,9,(8)Andy Murray [GBR] d. (3)Djokovic,7-6(4) 7-6(5),0.84,6.30%,6.30%,57.30%,65.50%,51.20%,2/4,02:23
28-Jul-08,Cincinnati Masters,Hard,SF,3,2,(3)Djokovic d. (2)Rafael Nadal [ESP],6-1 7-5,1.44,7.00%,0.00%,56.10%,71.90%,76.00%,1/1,01:26
28-Jul-08,Cincinnati Masters,Hard,QF,3,53,(3)Djokovic d. Ernests Gulbis [LAT],6-3 6-4,1.34,9.40%,1.60%,67.20%,76.70%,57.10%,3/3,01:34
28-Jul-08,Cincinnati Masters,Hard,R16,3,39,(3)Djokovic d. Andreas Seppi [ITA],6-1 6-2,2.13,19.50%,2.40%,56.10%,82.60%,61.10%,0/1,00:59
28-Jul-08,Cincinnati Masters,Hard,R32,3,50,(3)Djokovic d. Simone Bolelli [ITA],7-6(2) 7-6(2),1.04,9.30%,5.20%,55.70%,83.30%,48.80%,10/12,01:54
21-Jul-08,Canada Masters,Hard,QF,3,9,(8)Andy Murray [GBR] d. (3)Djokovic,6-3 7-6(3),0.84,4.70%,3.10%,60.90%,66.70%,48.00%,3/6,01:45
21-Jul-08,Canada Masters,Hard,R16,3,49,(3)Djokovic d. Robin Soderling [SWE],6-4 6-4,1.36,10.00%,1.70%,61.70%,81.10%,65.20%,4/4,01:20
21-Jul-08,Canada Masters,Hard,R32,3,82,(3)Djokovic d. (WC)Frank Dancevic [CAN],6-4 6-4,1.42,5.20%,1.70%,62.10%,80.60%,59.10%,2/3,01:17
23-Jun-08,Wimbledon,Grass,R64,3,75,Marat Safin [RUS] d. (3)Djokovic,6-4 7-6(3) 6-2,0.71,4.10%,10.30%,64.90%,73.00%,35.30%,8/12,02:02
23-Jun-08,Wimbledon,Grass,R128,3,91,(3)Djokovic d. Michael Berrer [GER],7-5 2-6 6-3 6-0,1.5,13.80%,5.30%,71.30%,79.10%,55.60%,3/5,02:07
09-Jun-08,Queen's Club,Grass,F,3,2,(1)Rafael Nadal [ESP] d. (2)Djokovic,7-6(6) 7-5,0.92,4.40%,0.00%,76.70%,60.90%,47.60%,1/9,02:16
09-Jun-08,Queen's Club,Grass,SF,3,8,(2)Djokovic d. (4)David Nalbandian [ARG],6-1 6-0,2.45,15.60%,3.10%,62.50%,85.00%,58.30%,0/0,00:48
09-Jun-08,Queen's Club,Grass,QF,3,30,(2)Djokovic d. (11)Lleyton Hewitt [AUS],6-2 6-2,1.4,21.00%,3.20%,77.40%,70.80%,50.00%,3/3,01:12
09-Jun-08,Queen's Club,Grass,R16,3,39,(2)Djokovic d. (13)Janko Tipsarevic [SRB],2-6 6-1 6-4,1.19,17.20%,4.60%,69.00%,78.30%,37.00%,5/8,01:43
09-Jun-08,Queen's Club,Grass,R32,3,112,(2)Djokovic d. Roko Karanusic [CRO],6-2 7-6(7),1.42,4.80%,1.60%,66.10%,68.30%,76.20%,1/2,01:19
25-May-08,Roland Garros,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,6-4 6-2 7-6(3),0.78,2.00%,1.00%,54.00%,57.40%,58.70%,1/9,02:49
25-May-08,Roland Garros,Clay,QF,3,80,(3)Djokovic d. Ernests Gulbis [LAT],7-5 7-6(3) 7-5,1.18,4.80%,0.80%,65.60%,70.70%,55.80%,4/6,03:07
25-May-08,Roland Garros,Clay,R16,3,19,(3)Djokovic d. (18)Paul Henri Mathieu [FRA],6-4 6-3 6-4,1.59,18.20%,1.30%,70.10%,83.30%,47.80%,7/8,02:20
25-May-08,Roland Garros,Clay,R32,3,106,(3)Djokovic d. (WC)Wayne Odesnik [USA],7-5 6-4 6-2,1.48,11.80%,0.00%,69.40%,71.20%,57.70%,3/6,02:17
25-May-08,Roland Garros,Clay,R64,3,264,(3)Djokovic d. (Q)Miguel Angel Lopez Jaen [ESP],6-1 6-1 6-3,2.14,4.40%,2.90%,66.20%,80.00%,65.20%,0/0,01:20
25-May-08,Roland Garros,Clay,R128,3,64,(3)Djokovic d. Denis Gremelmayr [GER],4-6 6-3 7-5 6-2,1.15,4.50%,2.70%,67.00%,66.70%,59.50%,3/7,02:29
11-May-08,Hamburg Masters,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,7-5 2-6 6-2,0.96,0.00%,0.00%,64.50%,58.30%,45.50%,4/9,03:03
11-May-08,Hamburg Masters,Clay,QF,3,78,(3)Djokovic d. Albert Montanes [ESP],6-2 6-3,1.48,6.50%,0.00%,77.40%,68.80%,57.10%,3/4,01:17
11-May-08,Hamburg Masters,Clay,R16,3,24,(3)Djokovic d. Ivo Karlovic [CRO],7-6(3) 6-3,1.17,5.10%,2.60%,69.20%,72.20%,58.30%,3/4,01:38
11-May-08,Hamburg Masters,Clay,R32,3,39,(3)Djokovic d. Juan Ignacio Chela [ARG],6-3 6-1,1.79,8.70%,4.30%,69.60%,81.30%,42.90%,2/3,01:06
05-May-08,Rome Masters,Clay,F,3,24,(3)Djokovic d. Stan Wawrinka [SUI],4-6 6-3 6-3,1.63,0.00%,1.40%,67.60%,83.30%,65.20%,2/3,02:04
05-May-08,Rome Masters,Clay,SF,3,27,(3)Djokovic d. Radek Stepanek [CZE],6-0 1-0 RET,4.75,10.50%,0.00%,68.40%,84.60%,83.30%,0/0,00:34
05-May-08,Rome Masters,Clay,QF,3,21,(3)Djokovic d. Nicolas Almagro [ESP],6-1 1-0 RET,2.19,0.00%,3.70%,70.40%,73.70%,62.50%,1/1,00:34
05-May-08,Rome Masters,Clay,R16,3,26,(3)Djokovic d. Igor Andreev [RUS],6-3 3-6 6-3,1,0.90%,2.70%,67.60%,62.70%,58.30%,9/11,02:42
05-May-08,Rome Masters,Clay,R32,3,49,(3)Djokovic d. Steve Darcis [BEL],6-4 6-0,1.75,5.50%,3.60%,65.50%,72.20%,57.90%,4/5,01:13
20-Apr-08,Monte Carlo Masters,Clay,SF,3,1,(1)Roger Federer [SUI] d. (3)Djokovic,6-3 3-2 RET,0.69,3.20%,4.80%,59.70%,59.50%,40.00%,2/5,01:12
20-Apr-08,Monte Carlo Masters,Clay,QF,3,50,(3)Djokovic d. Sam Querrey [USA],6-4 6-0,2.61,12.20%,2.40%,80.50%,87.90%,50.00%,0/0,01:00
20-Apr-08,Monte Carlo Masters,Clay,R16,3,20,(3)Djokovic d. (14)Andy Murray [GBR],6-0 6-4,1.71,0.00%,0.00%,44.40%,70.00%,68.00%,4/5,01:18
20-Apr-08,Monte Carlo Masters,Clay,R32,3,29,(3)Djokovic d. Ivan Ljubicic [CRO],6-3 6-3,1.32,4.80%,0.00%,63.50%,65.00%,60.90%,7/8,01:22
27-Mar-08,Miami Masters,Hard,R64,3,122,(Q)Kevin Anderson [RSA] d. (3)Djokovic,7-6(1) 3-6 6-4,0.93,4.50%,1.10%,56.20%,68.00%,56.40%,3/5,02:22
13-Mar-08,Indian Wells Masters,Hard,F,3,98,(3)Djokovic d. Mardy Fish [USA],6-2 5-7 6-3,1.16,11.90%,1.20%,63.10%,66.00%,61.30%,3/6,02:05
13-Mar-08,Indian Wells Masters,Hard,SF,3,2,(3)Djokovic d. (2)Rafael Nadal [ESP],6-3 6-2,1.75,16.00%,0.00%,62.00%,80.60%,57.90%,2/3,01:28
13-Mar-08,Indian Wells Masters,Hard,QF,3,35,(3)Djokovic d. Stan Wawrinka [SUI],7-6(5) 6-2,1.33,10.60%,1.50%,65.20%,74.40%,43.50%,3/6,02:06
13-Mar-08,Indian Wells Masters,Hard,R16,3,16,(3)Djokovic d. (16)Guillermo Canas [ARG],6-2 6-3,1.6,5.50%,1.80%,63.60%,74.30%,65.00%,5/5,01:25
13-Mar-08,Indian Wells Masters,Hard,R32,3,27,(3)Djokovic d. (27)Philipp Kohlschreiber [GER],6-3 6-2,1.64,6.10%,6.10%,67.30%,75.80%,68.80%,0/0,01:09
13-Mar-08,Indian Wells Masters,Hard,R64,3,40,(3)Djokovic d. Andreas Seppi [ITA],6-3 7-6(3),1.48,1.60%,4.80%,62.90%,79.50%,56.50%,1/3,01:40
03-Mar-08,Dubai,Hard,SF,3,6,(6)Andy Roddick [USA] d. (3)Djokovic,7-6(5) 6-3,0.7,11.80%,0.00%,73.70%,73.20%,40.00%,4/5,01:30
03-Mar-08,Dubai,Hard,QF,3,34,(3)Djokovic d. Igor Andreev [RUS],6-2 6-1,2.4,2.60%,2.60%,63.20%,79.20%,71.40%,2/2,00:56
03-Mar-08,Dubai,Hard,R16,3,47,(3)Djokovic d. Fabrice Santoro [FRA],6-3 7-6(3),1.91,14.50%,1.60%,66.10%,82.90%,76.20%,3/4,01:36
03-Mar-08,Dubai,Hard,R32,3,45,(3)Djokovic d. Marin Cilic [CRO],6-4 6-3,1.72,9.80%,3.90%,66.70%,79.40%,64.70%,0/0,01:18
11-Feb-08,Marseille,Hard,R16,3,30,Gilles Simon [FRA] d. (1)Djokovic,6-2 6-7(6) 6-3,0.9,6.20%,3.70%,64.20%,76.90%,48.30%,2/5,02:07
11-Feb-08,Marseille,Hard,R32,3,296,(1)Djokovic d. (Q)Ivan Dodig [CRO],6-1 6-4,1.85,14.30%,4.10%,51.00%,80.00%,70.80%,0/0,01:10
08-Feb-08,Davis Cup WG R1: RUS vs SRB,Hard,RR,3,4,Nikolay Davydenko [RUS] d. Djokovic,4-6 3-6 6-4 0-0 RET,,,,,,,,
14-Jan-08,Australian Open,Hard,F,3,38,(3)Djokovic d. Jo Wilfried Tsonga [FRA],4-6 6-4 6-3 7-6(2),1.26,9.00%,1.60%,55.70%,77.90%,63.00%,3/5,03:05
14-Jan-08,Australian Open,Hard,SF,3,1,(3)Djokovic d. (1)Roger Federer [SUI],7-5 6-3 7-6(5),1.17,11.50%,5.30%,68.10%,77.90%,41.70%,7/9,02:26
14-Jan-08,Australian Open,Hard,QF,3,5,(3)Djokovic d. (5)David Ferrer [ESP],6-0 6-3 7-5,1.48,7.50%,3.20%,62.40%,75.90%,51.40%,8/9,02:12
14-Jan-08,Australian Open,Hard,R16,3,22,(3)Djokovic d. (19)Lleyton Hewitt [AUS],7-5 6-3 6-3,1.27,12.50%,5.80%,59.60%,72.60%,45.20%,4/7,02:26
14-Jan-08,Australian Open,Hard,R32,3,62,(3)Djokovic d. Sam Querrey [USA],6-3 6-1 6-3,2.21,8.10%,1.60%,74.20%,76.10%,81.30%,3/4,01:34
14-Jan-08,Australian Open,Hard,R64,3,70,(3)Djokovic d. Simone Bolelli [ITA],6-1 6-2 6-2,1.85,16.40%,4.10%,61.60%,75.60%,64.30%,2/2,01:32
14-Jan-08,Australian Open,Hard,R128,3,81,(3)Djokovic d. Benjamin Becker [GER],6-0 6-2 7-6(5),1.65,7.60%,5.10%,63.30%,84.00%,44.80%,1/2,02:00
12-Nov-07,Masters Cup,Hard,RR,3,2,Rafael Nadal [ESP] d. Djokovic,6-4 6-4,0.66,13.00%,0.00%,63.80%,61.40%,56.00%,1/8,01:44
12-Nov-07,Masters Cup,Hard,RR,3,8,Richard Gasquet [FRA] d. Djokovic,6-4 6-2,0.7,2.10%,4.30%,51.10%,50.00%,39.10%,5/10,01:25
12-Nov-07,Masters Cup,Hard,RR,3,6,David Ferrer [ESP] d. Djokovic,6-4 6-4,0.8,6.10%,1.50%,65.20%,67.40%,52.20%,4/6,01:42
28-Oct-07,Paris Masters,Hard,R32,3,39,Fabrice Santoro [FRA] d. (3)Djokovic,6-3 6-2,0.47,8.80%,5.30%,54.40%,67.70%,38.50%,4/7,02:55
15-Oct-07,Madrid Masters,Hard,SF,3,25,David Nalbandian [ARG] d. (3)Djokovic,6-4 7-6(4),0.69,11.10%,6.20%,58.00%,72.30%,47.10%,4/5,01:45
15-Oct-07,Madrid Masters,Hard,QF,3,49,(3)Djokovic d. Mario Ancic [CRO],7-6(2) 6-2,1.3,11.40%,5.70%,54.30%,86.80%,56.30%,6/6,01:45
15-Oct-07,Madrid Masters,Hard,R16,3,23,(3)Djokovic d. Juan Carlos Ferrero [ESP],6-3 2-6 6-4,1.1,4.90%,2.40%,59.80%,73.50%,54.50%,2/4,02:13
15-Oct-07,Madrid Masters,Hard,R32,3,32,(3)Djokovic d. Fernando Verdasco [ESP],6-7(7) 6-3 6-3,1.08,5.40%,3.60%,54.50%,77.00%,54.90%,10/10,02:34
07-Oct-07,Vienna,Hard,F,3,41,(1)Djokovic d. Stan Wawrinka [SUI],6-4 6-0,2.05,2.20%,0.00%,71.70%,78.80%,69.20%,1/1,01:16
07-Oct-07,Vienna,Hard,SF,3,73,(1)Djokovic d. Andreas Seppi [ITA],6-4 6-3,1.2,5.10%,2.60%,61.50%,77.10%,40.00%,6/7,01:46
07-Oct-07,Vienna,Hard,QF,3,16,(1)Djokovic d. (7)Juan Ignacio Chela [ARG],6-3 5-7 7-6(2),1.05,5.50%,0.80%,58.60%,72.00%,58.50%,1/12,02:54
07-Oct-07,Vienna,Hard,R16,3,126,(1)Djokovic d. (LL)Tomas Zib [CZE],6-4 6-4,1.84,14.90%,2.10%,51.10%,91.70%,60.90%,0/1,01:17
07-Oct-07,Vienna,Hard,R32,3,70,(1)Djokovic d. Robby Ginepri [USA],6-3 6-4,1.36,9.10%,5.50%,61.80%,64.70%,57.10%,0/3,01:17
21-Sep-07,Davis Cup WG PO: SRB vs AUS,Clay,RR,3,91,Djokovic d. Peter Luczak [AUS],6-1 6-4 6-2,,,,,,,,
21-Sep-07,Davis Cup WG PO: SRB vs AUS,Clay,RR,3,94,Djokovic d. Chris Guccione [AUS],6-3 7-6(3) 7-6(5),,,,,,,,
27-Aug-07,US Open,Hard,F,3,1,(1)Roger Federer [SUI] d. (3)Djokovic,7-6(4) 7-6(2) 6-4,0.76,4.30%,6.00%,55.20%,70.30%,55.80%,2/5,02:24
27-Aug-07,US Open,Hard,SF,3,15,(3)Djokovic d. (15)David Ferrer [ESP],6-4 6-4 6-3,1.33,9.90%,3.30%,65.90%,68.30%,61.30%,1/3,02:12
27-Aug-07,US Open,Hard,QF,3,17,(3)Djokovic d. (17)Carlos Moya [ESP],6-4 7-6(7) 6-1,1.65,10.80%,2.40%,68.70%,78.90%,61.50%,2/3,02:18
27-Aug-07,US Open,Hard,R16,3,23,(3)Djokovic d. (23)Juan Monaco [ARG],7-5 7-6(2) 6-7(6) 6-1,1.16,9.20%,3.90%,57.20%,79.30%,44.60%,5/8,03:51
27-Aug-07,US Open,Hard,R32,3,57,(3)Djokovic d. Juan Martin Del Potro [ARG],6-1 6-3 6-4,1.77,9.70%,2.80%,75.00%,79.60%,50.00%,5/6,01:42
27-Aug-07,US Open,Hard,R64,3,35,(3)Djokovic d. Radek Stepanek [CZE],6-7(4) 7-6(5) 5-7 7-5 7-6(2),1.16,10.30%,2.30%,55.40%,79.40%,62.80%,4/7,04:41
27-Aug-07,US Open,Hard,R128,3,95,(3)Djokovic d. (LL)Robin Haase [NED],6-2 6-1 6-3,2.08,7.60%,1.50%,60.60%,82.50%,65.40%,1/1,01:36
13-Aug-07,Cincinnati Masters,Hard,R32,3,19,Carlos Moya [ESP] d. (4)Djokovic,6-4 6-1,0.52,10.90%,8.70%,54.30%,72.00%,42.90%,0/4,01:01
05-Aug-07,Canada Masters,Hard,F,4,1,(3)Djokovic d. (1)Roger Federer [SUI],7-6(2) 2-6 7-6(2),1,6.30%,3.10%,65.60%,69.80%,57.60%,4/9,02:13
05-Aug-07,Canada Masters,Hard,SF,4,2,(3)Djokovic d. (2)Rafael Nadal [ESP],7-5 6-3,1.47,15.50%,2.80%,64.80%,80.40%,60.00%,8/8,01:51
05-Aug-07,Canada Masters,Hard,QF,4,3,(3)Djokovic d. (5)Andy Roddick [USA],7-6(4) 6-4,1.12,17.60%,6.80%,63.50%,80.90%,48.10%,2/3,01:46
05-Aug-07,Canada Masters,Hard,R16,4,26,(3)Djokovic d. David Nalbandian [ARG],6-2 6-3,2.69,11.40%,0.00%,77.30%,91.20%,60.00%,0/0,01:10
05-Aug-07,Canada Masters,Hard,R32,4,254,(3)Djokovic d. Nicolas Kiefer [GER],6-3 6-3,1.57,9.30%,3.70%,75.90%,75.60%,69.20%,3/3,01:24
23-Jul-07,Umag,Clay,R16,3,176,(Q)Viktor Troicki [SRB] d. (1)Djokovic,2-6 6-4 7-5,1.04,3.40%,2.30%,62.50%,61.80%,45.50%,1/10,02:22
23-Jul-07,Umag,Clay,R32,3,182,(1)Djokovic d. (Q)Pablo Andujar [ESP],6-1 6-3,1.69,5.40%,1.80%,67.90%,73.70%,61.10%,1/6,01:11
25-Jun-07,Wimbledon,Grass,SF,5,2,(2)Rafael Nadal [ESP] d. (4)Djokovic,3-6 6-1 4-1 RET,0.72,9.10%,2.60%,64.90%,66.00%,40.70%,6/10,01:41
25-Jun-07,Wimbledon,Grass,QF,5,16,(4)Djokovic d. (10)Marcos Baghdatis [CYP],7-6(4) 7-6(9) 6-7(3) 4-6 7-5,1.13,6.40%,2.10%,69.70%,72.50%,52.60%,3/8,05:00
25-Jun-07,Wimbledon,Grass,R16,5,19,(4)Djokovic d. (16)Lleyton Hewitt [AUS],7-6(8) 7-6(2) 4-6 7-6(5),1.05,9.80%,2.90%,71.80%,73.60%,44.90%,8/12,04:12
25-Jun-07,Wimbledon,Grass,R32,5,,(4)Djokovic d. Nicolas Kiefer [GER],7-6(4) 6-7(6) 6-2 7-6(5),1.36,7.70%,2.80%,64.10%,81.30%,60.80%,2/3,03:39
25-Jun-07,Wimbledon,Grass,R64,5,67,(4)Djokovic d. Amer Delic [BIH],6-3 3-6 6-3 7-6(4),1.35,7.40%,1.90%,70.40%,76.30%,62.50%,3/6,02:19
25-Jun-07,Wimbledon,Grass,R128,5,47,(4)Djokovic d. Potito Starace [ITA],6-0 6-3 6-4,1.74,8.10%,1.40%,66.20%,77.60%,64.00%,1/2,01:35
11-Jun-07,Queen's Club,Grass,R16,4,43,(14)Arnaud Clement [FRA] d. (4)Djokovic,2-6 6-3 6-4,1.05,23.40%,5.20%,62.30%,79.20%,48.30%,6/8,01:53
11-Jun-07,Queen's Club,Grass,R32,4,86,(4)Djokovic d. Robert Kendrick [USA],3-6 6-3 6-2,1.19,7.10%,1.20%,64.30%,72.20%,60.00%,3/4,01:34
28-May-07,Roland Garros,Clay,SF,6,2,(2)Rafael Nadal [ESP] d. (6)Djokovic,7-5 6-4 6-2,0.62,3.20%,1.10%,71.60%,57.40%,37.00%,3/9,02:28
28-May-07,Roland Garros,Clay,QF,6,125,(6)Djokovic d. Igor Andreev [RUS],6-3 6-3 6-3,1.17,3.00%,3.00%,67.30%,70.60%,48.50%,5/6,02:12
28-May-07,Roland Garros,Clay,R16,6,51,(6)Djokovic d. Fernando Verdasco [ESP],6-3 6-3 7-6(1),1.22,8.00%,0.90%,71.70%,67.90%,59.40%,6/7,02:45
28-May-07,Roland Garros,Clay,R32,6,129,(6)Djokovic d. (WC)Olivier Patience [FRA],7-6(2) 2-6 3-6 7-6(4) 6-3,1.04,6.90%,1.90%,59.10%,70.20%,63.10%,7/12,04:04
28-May-07,Roland Garros,Clay,R64,6,306,(6)Djokovic d. (Q)Laurent Recouderc [FRA],6-3 3-6 6-3 6-1,1.36,5.00%,1.00%,67.30%,72.10%,57.60%,2/4,02:15
28-May-07,Roland Garros,Clay,R128,6,123,(6)Djokovic d. (LL)Santiago Giraldo [COL],6-3 7-6(3) 6-4,1.15,6.00%,5.10%,66.70%,70.50%,46.20%,9/11,02:11
14-May-07,Hamburg Masters,Clay,QF,6,36,Carlos Moya [ESP] d. (4)Djokovic,7-6(4) 4-6 7-5,1.01,3.70%,1.90%,69.40%,73.30%,36.40%,8/11,02:41
14-May-07,Hamburg Masters,Clay,R16,6,23,(4)Djokovic d. Jarkko Nieminen [FIN],7-5 4-6 6-4,0.92,1.60%,0.00%,64.20%,55.70%,50.00%,14/20,02:38
14-May-07,Hamburg Masters,Clay,R32,6,38,(4)Djokovic d. Julien Benneteau [FRA],7-6(5) 6-3,1.45,14.30%,1.60%,69.80%,72.70%,68.40%,3/4,01:53
07-May-07,Rome Masters,Clay,QF,5,2,(2)Rafael Nadal [ESP] d. (5)Djokovic,6-2 6-3,0.56,1.50%,1.50%,71.60%,56.30%,31.60%,8/12,01:41
07-May-07,Rome Masters,Clay,R16,5,18,(5)Djokovic d. Marcos Baghdatis [CYP],6-2 7-5,1.22,6.30%,1.60%,55.60%,57.10%,57.10%,2/5,01:35
07-May-07,Rome Masters,Clay,R32,5,27,(5)Djokovic d. Robin Soderling [SWE],3-6 6-4 6-3,1.08,4.40%,3.30%,62.20%,67.90%,47.10%,1/9,02:12
29-Apr-07,Estoril,Clay,F,5,15,(3)Djokovic d. (5)Richard Gasquet [FRA],7-6(7) 0-6 6-1,0.87,3.10%,4.20%,62.50%,65.00%,38.90%,7/12,02:11
29-Apr-07,Estoril,Clay,SF,5,7,(3)Djokovic d. (2)Tommy Robredo [ESP],7-5 6-1,1.37,1.70%,6.90%,55.20%,75.00%,57.70%,1/2,01:19
29-Apr-07,Estoril,Clay,QF,5,62,(3)Djokovic d. Guillermo Garcia Lopez [ESP],6-4 1-6 7-5,1.03,4.60%,3.70%,56.00%,57.40%,50.00%,6/12,02:43
29-Apr-07,Estoril,Clay,R16,5,232,(3)Djokovic d. (Q)Santiago Ventura [ESP],6-2 6-2,1.71,6.80%,4.50%,72.70%,78.10%,41.70%,0/1,00:56
29-Apr-07,Estoril,Clay,R32,5,177,(3)Djokovic d. Igor Andreev [RUS],6-2 4-6 7-6(5),1.15,2.00%,3.00%,65.70%,69.20%,64.70%,2/4,02:43
15-Apr-07,Monte Carlo Masters,Clay,R16,7,16,(12)David Ferrer [ESP] d. (6)Djokovic,7-5 6-4,0.86,3.70%,3.70%,61.70%,60.00%,41.90%,6/11,01:49
15-Apr-07,Monte Carlo Masters,Clay,R32,7,45,(6)Djokovic d. Gaston Gaudio [ARG],6-1 3-6 6-1,1.4,4.50%,3.00%,54.50%,75.00%,43.30%,4/8,01:42
06-Apr-07,Davis Cup G1 R2: SRB vs GEO,Clay,RR,7,,Djokovic d. George Chantouria [GEO],6-1 5-0 RET,,,,,,,,
19-Mar-07,Miami Masters,Hard,F,10,55,(10)Djokovic d. (Q)Guillermo Canas [ARG],6-3 6-2 6-4,1.39,7.30%,1.00%,66.70%,68.80%,71.90%,5/5,02:20
19-Mar-07,Miami Masters,Hard,SF,10,12,(10)Djokovic d. (12)Andy Murray [GBR],6-1 6-0,2.07,4.80%,4.80%,66.70%,71.40%,71.40%,3/3,01:03
19-Mar-07,Miami Masters,Hard,QF,10,2,(10)Djokovic d. (2)Rafael Nadal [ESP],6-3 6-4,1.2,10.80%,0.00%,69.20%,64.40%,75.00%,4/5,01:37
19-Mar-07,Miami Masters,Hard,R16,10,84,(10)Djokovic d. (Q)Feliciano Lopez [ESP],6-0 6-3,2.56,9.80%,2.40%,68.30%,85.70%,69.20%,1/1,00:57
19-Mar-07,Miami Masters,Hard,R32,10,76,(10)Djokovic d. Michael Llodra [FRA],6-4 6-1,2.52,2.30%,2.30%,61.40%,85.20%,76.50%,0/0,01:00
19-Mar-07,Miami Masters,Hard,R64,10,82,(10)Djokovic d. Daniele Bracciali [ITA],7-6(4) 6-4,1.34,19.70%,1.50%,68.20%,80.00%,71.40%,3/3,01:24
05-Mar-07,Indian Wells Masters,Hard,F,13,2,(2)Rafael Nadal [ESP] d. (12)Djokovic,6-2 7-5,0.75,5.90%,3.90%,51.00%,76.90%,44.00%,1/4,01:34
05-Mar-07,Indian Wells Masters,Hard,SF,13,14,(12)Djokovic d. (13)Andy Murray [GBR],6-2 6-3,1.83,7.10%,0.00%,57.10%,83.30%,61.10%,2/3,01:03
05-Mar-07,Indian Wells Masters,Hard,QF,13,15,(12)Djokovic d. (14)David Ferrer [ESP],6-3 6-4,1.46,6.90%,3.40%,67.20%,76.90%,57.90%,3/4,01:17
05-Mar-07,Indian Wells Masters,Hard,R16,13,46,(12)Djokovic d. Julien Benneteau [FRA],6-3 6-1,1.34,10.80%,1.50%,70.80%,65.20%,52.60%,10/11,01:31
05-Mar-07,Indian Wells Masters,Hard,R32,13,71,(12)Djokovic d. Evgeny Korolev [KAZ],6-2 6-1,2.12,4.70%,4.70%,58.10%,92.00%,44.40%,2/3,00:55
05-Mar-07,Indian Wells Masters,Hard,R64,13,43,(12)Djokovic d. Robby Ginepri [USA],6-4 6-4,1.2,3.20%,6.30%,55.60%,68.60%,50.00%,1/4,01:22
26-Feb-07,Dubai,Hard,QF,14,1,(1)Roger Federer [SUI] d. (7)Djokovic,6-3 6-7(6) 6-3,0.8,6.10%,4.10%,64.30%,66.70%,48.60%,1/7,02:03
26-Feb-07,Dubai,Hard,R16,14,98,(7)Djokovic d. (Q)Rainer Schuettler [GER],7-6(5) 6-3,1.34,10.40%,4.50%,71.60%,77.10%,57.90%,3/3,01:38
26-Feb-07,Dubai,Hard,R32,14,49,(7)Djokovic d. Kristof Vliegen [BEL],4-6 6-4 6-3,1.22,6.80%,4.50%,61.40%,74.10%,52.90%,3/6,01:54
19-Feb-07,Rotterdam,Hard,SF,14,22,Mikhail Youzhny [RUS] d. (5)Djokovic,3-6 7-6(7) 7-5,,,,,,,,
19-Feb-07,Rotterdam,Hard,QF,14,7,(5)Djokovic d. (2)Tommy Robredo [ESP],4-6 6-4 7-5,1.08,4.30%,2.20%,69.90%,75.40%,39.30%,2/5,02:26
