Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
7_Oct_2013,Shanghai Masters,Hard,R32,2,36,(1)Djokovic d. Marcel Granollers [ESP],6-2 6-0, (ch),1.85,13.30%,4.40%,57.80%,80.80%,52.60%,3-Mar,1:11
30_Sep_2013,Beijing,Hard,F,1,2,(1)Djokovic d. (2)Rafael Nadal [ESP],6-3 6-4, (ch),2.81,10.90%,2.20%,71.70%,90.90%,76.90%,0/0,1:27
30_Sep_2013,Beijing,Hard,SF,1,10,(1)Djokovic d. (5)Richard Gasquet [FRA],6-4 6-2,,1.63,12.20%,0.00%,69.40%,79.40%,53.30%,2-Jan,1:20
30_Sep_2013,Beijing,Hard,QF,1,30,(1)Djokovic d. Sam Querrey [USA],6-1 6-2,,3.96,18.90%,2.70%,75.70%,89.30%,77.80%,0/0,0:53
30_Sep_2013,Beijing,Hard,R16,1,31,(1)Djokovic d. Fernando Verdasco [ESP],7-5 2-6 6-2,,1.22,6.30%,2.50%,71.30%,71.90%,56.50%,8-May,1:55
30_Sep_2013,Beijing,Hard,R32,1,46,(1)Djokovic d. Lukas Rosol [CZE],6-0 6-3,,3.32,10.30%,0.00%,64.10%,80.00%,92.90%,2-Feb,0:54
13_Sep_2013,Davis Cup WG SF: SRB vs CAN,Clay,RR,1,41,Djokovic d. Vasek Pospisil [CAN],6-2 6-0 6-4,,,,,,,,,
13_Sep_2013,Davis Cup WG SF: SRB vs CAN,Clay,RR,1,11,Djokovic d. Milos Raonic [CAN],7-6(1) 6-2 6-2,,,,,,,,,
26_Aug_2013,US Open,Hard,F,1,2,(2)Rafael Nadal [ESP] d. (1)Djokovic,6-2 3-6 6-4 6-1, (ch),0.84,5.90%,2.00%,67.60%,58.00%,48.50%,11-May,3:21
26_Aug_2013,US Open,Hard,SF,1,10,(1)Djokovic d. (9)Stan Wawrinka [SUI],2-6 7-6(4) 3-6 6-3 6-4, (ch),1.11,6.50%,4.30%,66.70%,68.50%,56.50%,9-Apr,4:09
26_Aug_2013,US Open,Hard,QF,1,24,(1)Djokovic d. (21)Mikhail Youzhny [RUS],6-3 6-2 3-6 6-0,,1.4,4.90%,1.00%,68.00%,70.00%,57.60%,10-Aug,2:34
26_Aug_2013,US Open,Hard,R16,1,43,(1)Djokovic d. Marcel Granollers [ESP],6-3 6-0 6-0,,3.94,3.80%,0.00%,71.70%,84.20%,86.70%,1-Jan,1:19
26_Aug_2013,US Open,Hard,R32,1,95,(1)Djokovic d. Joao Sousa [POR],6-0 6-2 6-2,,2.26,5.40%,3.60%,67.90%,78.90%,66.70%,2-Jan,1:40
26_Aug_2013,US Open,Hard,R64,1,87,(1)Djokovic d. Benjamin Becker [GER],7-6(2) 6-2 6-2,,1.72,16.30%,2.50%,73.80%,81.40%,52.40%,0/1,1:51
26_Aug_2013,US Open,Hard,R128,1,112,(1)Djokovic d. Ricardas Berankis [LTU],6-1 6-2 6-2, (ch),1.91,13.70%,1.40%,68.50%,72.00%,60.90%,8-Jul,1:22
11_Aug_2013,Cincinnati Masters,Hard,QF,1,22,John Isner [USA] d. (1)Djokovic,7-6(5) 3-6 7-5,,0.77,7.10%,3.90%,66.90%,72.90%,57.10%,10-Sep,2:24
11_Aug_2013,Cincinnati Masters,Hard,R16,1,80,(1)Djokovic d. (Q)David Goffin [BEL],6-2 6-0, (ch),3.04,14.30%,5.70%,57.10%,80.00%,80.00%,0/0,0:50
11_Aug_2013,Cincinnati Masters,Hard,R32,1,32,(1)Djokovic d. Juan Monaco [ARG],7-5 6-2,,1.7,9.80%,3.90%,58.80%,73.30%,66.70%,0/2,1:18
5_Aug_2013,Canada Masters,Hard,SF,1,4,(4)Rafael Nadal [ESP] d. (1)Djokovic,6-4 3-6 7-6(2), (ch),0.95,8.20%,7.10%,64.30%,71.40%,54.30%,5-Mar,2:29
5_Aug_2013,Canada Masters,Hard,QF,1,9,(1)Djokovic d. (7)Richard Gasquet [FRA],6-1 6-2, (ch),2.5,25.00%,0.00%,79.50%,77.10%,88.90%,2-Feb,0:52
5_Aug_2013,Canada Masters,Hard,R16,1,66,(1)Djokovic d. Denis Istomin [UZB],2-6 6-4 6-4,,1.09,10.30%,4.60%,59.80%,73.10%,51.40%,5-Feb,2:08
5_Aug_2013,Canada Masters,Hard,R32,1,50,(1)Djokovic d. Florian Mayer [GER],6-2 6-1, (ch),1.58,5.30%,1.80%,63.20%,69.40%,61.90%,7-Jul,0:56
24_Jun_2013,Wimbledon,Grass,F,1,2,(2)Andy Murray [GBR] d. (1)Djokovic,6-4 7-5 6-4, (ch),0.82,3.80%,3.80%,64.80%,58.80%,40.50%,17-Oct,3:09
24_Jun_2013,Wimbledon,Grass,SF,1,8,(1)Djokovic d. (8)Juan Martin Del Potro [ARG],7-5 4-6 7-6(2) 6-7(6) 6-3, (ch),1.15,12.40%,1.10%,69.50%,82.90%,38.90%,7-May,4:43
24_Jun_2013,Wimbledon,Grass,QF,1,6,(1)Djokovic d. (7)Tomas Berdych [CZE],7-6(5) 6-4 6-3,,1.35,18.00%,1.10%,60.70%,77.80%,60.00%,0/2,2:15
24_Jun_2013,Wimbledon,Grass,R16,1,13,(1)Djokovic d. (13)Tommy Haas [GER],6-1 6-4 7-6(4),,1.49,14.60%,3.40%,65.20%,75.90%,54.80%,7-May,2:12
24_Jun_2013,Wimbledon,Grass,R32,1,25,(1)Djokovic d. (28)Jeremy Chardy [FRA],6-3 6-2 6-2,,4.56,13.80%,1.70%,74.10%,93.00%,80.00%,0/0,1:26
24_Jun_2013,Wimbledon,Grass,R64,1,156,(1)Djokovic d. (Q)Bobby Reynolds [USA],7-6(2) 6-3 6-1,,2.66,16.40%,0.00%,58.90%,90.70%,73.30%,0/0,1:54
24_Jun_2013,Wimbledon,Grass,R128,1,34,(1)Djokovic d. Florian Mayer [GER],6-3 7-5 6-4,,1.69,5.70%,0.00%,63.20%,74.50%,81.30%,3-Mar,1:56
27_May_2013,Roland Garros,Clay,SF,1,4,(3)Rafael Nadal [ESP] d. (1)Djokovic,6-4 3-6 6-1 6-7(3) 9-7, (ch),0.82,2.90%,1.10%,67.40%,64.40%,52.60%,16-Aug,4:37
27_May_2013,Roland Garros,Clay,QF,1,14,(1)Djokovic d. (12)Tommy Haas [GER],6-3 7-6(5) 7-5,,2.26,14.10%,0.00%,64.10%,82.00%,78.60%,0/2,2:13
27_May_2013,Roland Garros,Clay,R16,1,19,(1)Djokovic d. (16)Philipp Kohlschreiber [GER],4-6 6-3 6-4 6-4,,1.03,1.40%,1.40%,74.50%,67.60%,63.90%,13-Nov,2:42
27_May_2013,Roland Garros,Clay,R32,1,28,(1)Djokovic d. (26)Grigor Dimitrov [BUL],6-2 6-2 6-3,,1.87,2.80%,0.00%,67.60%,81.30%,56.50%,5-Apr,1:44
27_May_2013,Roland Garros,Clay,R64,1,83,(1)Djokovic d. Guido Pella [ARG],6-2 6-0 6-2,,1.84,1.50%,2.90%,72.10%,77.60%,52.60%,1-Jan,1:26
27_May_2013,Roland Garros,Clay,R128,1,58,(1)Djokovic d. David Goffin [BEL],7-6(5) 6-4 7-5,,1.32,5.00%,0.00%,69.30%,75.70%,64.50%,2-Jan,2:13
12_May_2013,Rome Masters,Clay,QF,1,6,(6)Tomas Berdych [CZE] d. (1)Djokovic,2-6 7-5 6-4,,1.03,8.90%,1.10%,68.90%,69.40%,53.60%,5-Feb,2:22
12_May_2013,Rome Masters,Clay,R16,1,23,(1)Djokovic d. Alexandr Dolgopolov [UKR],6-1 6-4,,1.56,9.10%,3.60%,69.10%,78.90%,58.80%,3-Mar,1:01
12_May_2013,Rome Masters,Clay,R32,1,89,(1)Djokovic d. (Q)Albert Montanes [ESP],6-2 6-3,,1.86,5.80%,0.00%,76.90%,75.00%,66.70%,5-Apr,1:11
5_May_2013,Madrid Masters,Clay,R32,1,28,Grigor Dimitrov [BUL] d. (1)Djokovic,7-6(6) 6-7(8) 6-3,,1,4.00%,0.00%,72.00%,65.60%,57.10%,11-Jul,3:06
14_Apr_2013,Monte Carlo Masters,Clay,F,1,5,(1)Djokovic d. (3)Rafael Nadal [ESP],6-2 7-6(1), (ch),1.36,3.30%,0.00%,62.30%,63.20%,60.90%,6-Mar,1:52
14_Apr_2013,Monte Carlo Masters,Clay,SF,1,32,(1)Djokovic d. Fabio Fognini [ITA],6-2 6-1, (ch),2.75,7.50%,0.00%,70.00%,82.10%,75.00%,0/0,0:52
14_Apr_2013,Monte Carlo Masters,Clay,QF,1,49,(1)Djokovic d. Jarkko Nieminen [FIN],6-4 6-3,,1.34,2.00%,0.00%,54.00%,70.40%,47.80%,4-Jan,1:17
14_Apr_2013,Monte Carlo Masters,Clay,R16,1,20,(1)Djokovic d. (14)Juan Monaco [ARG],4-6 6-2 6-2,,1.2,6.50%,3.90%,66.20%,66.70%,38.50%,6-Feb,2:02
14_Apr_2013,Monte Carlo Masters,Clay,R32,1,27,(1)Djokovic d. Mikhail Youzhny [RUS],4-6 6-1 6-4,,1.29,4.70%,3.50%,54.70%,70.20%,56.40%,6-Mar,2:15
5_Apr_2013,Davis Cup WG QF: USA vs SRB,Hard,RR,1,23,Djokovic d. John Isner [USA],7-6(5) 6-2 7-5,,,,,,,,,
5_Apr_2013,Davis Cup WG QF: USA vs SRB,Hard,RR,1,20,Djokovic d. Sam Querrey [USA],7-5 6-7(4) 6-1 6-0,,,,,,,,,
20_Mar_2013,Miami Masters,Hard,R16,1,18,(15)Tommy Haas [GER] d. (1)Djokovic,6-2 6-4, (ch),0.54,2.90%,1.50%,64.70%,52.30%,54.20%,9-May,1:20
20_Mar_2013,Miami Masters,Hard,R32,1,254,(1)Djokovic d. Somdev Devvarman [IND],6-2 6-4, (ch),1.51,7.50%,3.80%,58.50%,90.30%,45.50%,1-Jan,1:09
20_Mar_2013,Miami Masters,Hard,R64,1,64,(1)Djokovic d. Lukas Rosol [CZE],6-1 6-0, (ch),2.12,8.50%,0.00%,63.80%,66.70%,82.40%,4-Apr,0:53
7_Mar_2013,Indian Wells Masters,Hard,SF,1,7,(7)Juan Martin Del Potro [ARG] d. (1)Djokovic,4-6 6-4 6-4, (ch),1,5.20%,2.10%,60.80%,62.70%,52.60%,12-Jul,2:50
7_Mar_2013,Indian Wells Masters,Hard,QF,1,8,(1)Djokovic d. (8)Jo Wilfried Tsonga [FRA],6-3 6-1,,3.8,21.10%,0.00%,73.70%,89.30%,80.00%,0/0,0:55
7_Mar_2013,Indian Wells Masters,Hard,R16,1,23,(1)Djokovic d. (23)Sam Querrey [USA],6-0 7-6(6),,1.45,6.60%,0.00%,67.20%,78.00%,45.00%,3-Feb,1:27
7_Mar_2013,Indian Wells Masters,Hard,R32,1,31,(1)Djokovic d. (31)Grigor Dimitrov [BUL],7-6(4) 6-1, (ch),1.57,1.80%,5.50%,67.30%,78.40%,61.10%,2-Jan,1:08
7_Mar_2013,Indian Wells Masters,Hard,R64,1,36,(1)Djokovic d. Fabio Fognini [ITA],6-0 5-7 6-2,,1.52,9.10%,1.30%,59.70%,76.10%,54.80%,5-Mar,1:50
25_Feb_2013,Dubai,Hard,F,1,6,(1)Djokovic d. (3)Tomas Berdych [CZE],7-5 6-3, (ch),1.31,11.90%,3.00%,70.10%,80.90%,40.00%,5-Apr,1:34
25_Feb_2013,Dubai,Hard,SF,1,7,(1)Djokovic d. (4)Juan Martin Del Potro [ARG],6-3 7-6(4),,1.39,11.10%,0.00%,63.50%,82.50%,52.20%,4-Feb,1:45
25_Feb_2013,Dubai,Hard,QF,1,20,(1)Djokovic d. (7)Andreas Seppi [ITA],6-0 6-3,,1.76,11.50%,7.70%,53.80%,89.30%,45.80%,1-Jan,1:05
25_Feb_2013,Dubai,Hard,R16,1,55,(1)Djokovic d. Roberto Bautista Agut [ESP],6-1 7-6(4), (ch),1.73,11.50%,3.80%,65.40%,76.50%,61.10%,3-Feb,1:31
25_Feb_2013,Dubai,Hard,R32,1,44,(1)Djokovic d. Viktor Troicki [SRB],6-1 6-4, (ch),1.85,2.00%,4.00%,56.00%,82.10%,59.10%,0/1,1:08
1_Feb_2013,Davis Cup WG R1: BEL vs SRB,Clay,RR,1,127,Djokovic d. Olivier Rochus [BEL],6-3 6-2 6-2,,,,,,,,,
14_Jan_2013,Australian Open,Hard,F,1,3,(1)Djokovic d. (3)Andy Murray [GBR],6-7(2) 7-6(3) 6-3 6-2, (ch),1.16,6.00%,2.20%,62.70%,75.00%,66.00%,4-Apr,3:40
14_Jan_2013,Australian Open,Hard,SF,1,5,(1)Djokovic d. (4)David Ferrer [ESP],6-2 6-2 6-1, (ch),3.98,11.80%,0.00%,62.70%,90.60%,78.90%,0/0,1:29
14_Jan_2013,Australian Open,Hard,QF,1,6,(1)Djokovic d. (5)Tomas Berdych [CZE],6-1 4-6 6-1 6-4, (ch),1.64,10.30%,2.10%,67.00%,78.50%,62.50%,4-Mar,2:31
14_Jan_2013,Australian Open,Hard,R16,1,17,(1)Djokovic d. (15)Stan Wawrinka [SUI],1-6 7-5 6-4 6-7(5) 12-10, (ch),1.1,3.60%,2.60%,66.20%,71.30%,54.50%,18-Nov,5:02
14_Jan_2013,Australian Open,Hard,R32,1,34,(1)Djokovic d. (31)Radek Stepanek [CZE],6-4 6-3 7-5, (ch),1.85,8.20%,1.20%,64.70%,85.50%,66.70%,2-Feb,2:22
14_Jan_2013,Australian Open,Hard,R64,1,62,(1)Djokovic d. Ryan Harrison [USA],6-1 6-2 6-3,,3.58,12.50%,0.00%,73.20%,85.40%,86.70%,0/0,1:31
14_Jan_2013,Australian Open,Hard,R128,1,60,(1)Djokovic d. Paul Henri Mathieu [FRA],6-2 6-4 7-5, (ch),1.97,11.70%,2.60%,63.60%,83.70%,75.00%,3-Mar,1:42
5_Nov_2012,Tour Finals,Hard,F,1,2,(1)Djokovic d. (2)Roger Federer [SUI],7-6(6) 7-5,,1,6.10%,2.00%,69.40%,63.20%,46.70%,7-Apr,2:15
5_Nov_2012,Tour Finals,Hard,SF,1,7,(1)Djokovic d. (6)Juan Martin Del Potro [ARG],4-6 6-3 6-2, (ch),1.23,10.60%,1.20%,58.80%,82.00%,45.70%,7-May,2:12
5_Nov_2012,Tour Finals,Hard,RR,1,8,(1)Djokovic d. (7)Jo Wilfried Tsonga [FRA],7-6(4) 6-3,,1.35,3.00%,1.50%,65.20%,81.40%,65.20%,3-Mar,1:40
5_Nov_2012,Tour Finals,Hard,RR,1,3,(1)Djokovic d. (3)Andy Murray [GBR],4-6 6-3 7-5,,1.11,4.30%,0.00%,60.60%,78.90%,54.10%,7-May,2:35
5_Nov_2012,Tour Finals,Hard,RR,1,6,(1)Djokovic d. (5)Tomas Berdych [CZE],6-2 7-6(6),,1.49,12.10%,0.00%,65.50%,81.60%,55.00%,2-Jan,1:38
29_Oct_2012,Paris Masters,Hard,R32,2,23,Sam Querrey [USA] d. (2)Djokovic,0-6 7-6(5) 6-4, (ch),1.16,8.60%,3.20%,61.30%,78.90%,41.70%,4-Feb,2:01
7_Oct_2012,Shanghai Masters,Hard,F,2,3,(2)Djokovic d. (3)Andy Murray [GBR],5-7 7-6(11) 6-3, (ch),1.11,2.90%,3.80%,59.60%,69.40%,47.60%,6-Jan,3:21
7_Oct_2012,Shanghai Masters,Hard,SF,2,7,(2)Djokovic d. (4)Tomas Berdych [CZE],6-3 6-4, (ch),1.65,8.90%,5.40%,75.00%,83.30%,42.90%,3-Feb,1:26
7_Oct_2012,Shanghai Masters,Hard,QF,2,21,(2)Djokovic d. Tommy Haas [GER],6-3 6-3,,1.5,7.10%,3.60%,66.10%,78.40%,36.80%,0/2,1:22
7_Oct_2012,Shanghai Masters,Hard,R16,2,29,(2)Djokovic d. Feliciano Lopez [ESP],6-3 6-3,,2.62,27.90%,2.30%,67.40%,93.10%,64.30%,0/0,1:08
7_Oct_2012,Shanghai Masters,Hard,R32,2,56,(2)Djokovic d. Grigor Dimitrov [BUL],6-3 6-2, (ch),3.57,12.20%,0.00%,78.00%,90.60%,77.80%,0/0,0:54
1_Oct_2012,Beijing,Hard,F,2,7,(1)Djokovic d. (3)Jo Wilfried Tsonga [FRA],7-6(4) 6-2, (ch),1.36,1.50%,3.00%,59.10%,69.20%,63.00%,6-May,1:42
1_Oct_2012,Beijing,Hard,SF,2,29,(1)Djokovic d. Florian Mayer [GER],6-1 6-4,,1.42,12.50%,3.60%,71.40%,80.00%,56.30%,2-Feb,1:00
1_Oct_2012,Beijing,Hard,QF,2,37,(1)Djokovic d. Jurgen Melzer [AUT],6-1 6-2,,2.25,27.90%,7.00%,69.80%,80.00%,69.20%,2-Feb,0:54
1_Oct_2012,Beijing,Hard,R16,2,50,(1)Djokovic d. Carlos Berlocq [ARG],6-1 6-3,,1.5,9.40%,3.80%,73.60%,71.80%,35.70%,3-Jan,1:15
1_Oct_2012,Beijing,Hard,R32,2,123,(1)Djokovic d. (Q)Michael Berrer [GER],6-1 6-7(3) 6-2,,1.58,7.10%,1.20%,68.20%,77.60%,66.70%,1-Jan,1:59
27_Aug_2012,US Open,Hard,F,2,4,(3)Andy Murray [GBR] d. (2)Djokovic,7-6(10) 7-5 2-6 3-6 6-2, (ch),0.95,4.20%,3.00%,62.40%,63.10%,41.90%,15-Aug,4:54
27_Aug_2012,US Open,Hard,SF,2,5,(2)Djokovic d. (4)David Ferrer [ESP],2-6 6-1 6-4 6-2, (ch),1.29,6.90%,1.00%,59.40%,71.70%,58.50%,7-Apr,2:32
27_Aug_2012,US Open,Hard,QF,2,8,(2)Djokovic d. (7)Juan Martin Del Potro [ARG],6-2 7-6(3) 6-4, (ch),1.48,8.00%,2.30%,56.80%,84.00%,55.30%,3-Feb,3:06
27_Aug_2012,US Open,Hard,R16,2,19,(2)Djokovic d. (18)Stan Wawrinka [SUI],6-4 6-1 3-1 RET,,1.43,5.90%,0.00%,66.20%,66.70%,56.50%,6-Apr,1:33
27_Aug_2012,US Open,Hard,R32,2,35,(2)Djokovic d. (31)Julien Benneteau [FRA],6-3 6-2 6-2,,2.17,19.70%,4.50%,60.60%,82.50%,73.10%,0/0,1:37
27_Aug_2012,US Open,Hard,R64,2,112,(2)Djokovic d. Rogerio Dutra Silva [BRA],6-2 6-1 6-2,,2.36,9.70%,1.60%,66.10%,90.20%,57.10%,0/0,1:39
27_Aug_2012,US Open,Hard,R128,2,69,(2)Djokovic d. Paolo Lorenzi [ITA],6-1 6-0 6-1,,2.48,13.20%,0.00%,79.20%,76.20%,63.60%,0/1,1:13
12_Aug_2012,Cincinnati Masters,Hard,F,2,1,(1)Roger Federer [SUI] d. (2)Djokovic,6-0 7-6(7), (ch),0.61,3.30%,8.20%,57.40%,65.70%,50.00%,4-Jan,1:20
12_Aug_2012,Cincinnati Masters,Hard,SF,2,9,(2)Djokovic d. (6)Juan Martin Del Potro [ARG],6-3 6-2, (ch),1.47,9.80%,1.60%,63.90%,71.80%,63.60%,6-Jun,1:28
12_Aug_2012,Cincinnati Masters,Hard,QF,2,15,(2)Djokovic d. (12)Marin Cilic [CRO],6-3 6-2,,1.86,13.00%,3.70%,68.50%,83.80%,52.90%,4-Apr,1:22
12_Aug_2012,Cincinnati Masters,Hard,R16,2,50,(2)Djokovic d. Nikolay Davydenko [RUS],6-0 RET,,1.99,10.50%,0.00%,73.70%,85.70%,20.00%,0/0,0:33
12_Aug_2012,Cincinnati Masters,Hard,R32,2,27,(2)Djokovic d. Andreas Seppi [ITA],7-6(4) 6-2,,1.78,10.20%,0.00%,57.60%,79.40%,72.00%,0/0,1:30
6_Aug_2012,Canada Masters,Hard,F,2,21,(1)Djokovic d. (14)Richard Gasquet [FRA],6-3 6-2, (ch),2.46,10.90%,0.00%,67.40%,83.90%,80.00%,4-Apr,1:02
6_Aug_2012,Canada Masters,Hard,SF,2,9,(1)Djokovic d. (5)Janko Tipsarevic [SRB],6-4 6-1, (ch),1.6,4.80%,4.80%,53.20%,90.90%,48.30%,7-Jul,1:46
6_Aug_2012,Canada Masters,Hard,QF,2,25,(1)Djokovic d. Tommy Haas [GER],6-3 3-6 6-3,,1.19,4.20%,2.10%,55.20%,73.60%,60.50%,8-Jul,2:33
6_Aug_2012,Canada Masters,Hard,R16,2,35,(1)Djokovic d. Sam Querrey [USA],6-4 6-4,,1.11,7.90%,4.80%,61.90%,79.50%,54.20%,1-Jan,1:15
6_Aug_2012,Canada Masters,Hard,R32,2,49,(1)Djokovic d. Bernard Tomic [AUS],6-2 6-3,,1.74,13.00%,1.90%,66.70%,80.60%,61.10%,6-Jun,1:11
25_Jul_2012,London Olympics,Grass,BR,2,9,(8)Juan Martin Del Potro [ARG] d. (2)Djokovic,7-5 6-4,,,,,,,,,
25_Jul_2012,London Olympics,Grass,SF,2,4,(3)Andy Murray [GBR] d. (2)Djokovic,7-5 7-5, (ch),0.95,4.60%,1.50%,61.50%,72.50%,56.00%,4-Feb,2:00
25_Jul_2012,London Olympics,Grass,QF,2,6,(2)Djokovic d. (5)Jo Wilfried Tsonga [FRA],6-1 7-5, (ch),1.68,7.00%,0.00%,75.40%,79.10%,50.00%,5-Apr,1:20
25_Jul_2012,London Olympics,Grass,R16,2,158,(2)Djokovic d. Lleyton Hewitt [AUS],4-6 7-5 6-1, (ch),1.17,18.80%,3.50%,64.70%,80.00%,46.70%,4-Feb,1:56
25_Jul_2012,London Olympics,Grass,R32,2,22,(2)Djokovic d. Andy Roddick [USA],6-2 6-1, (ch),2.15,32.60%,0.00%,67.40%,86.20%,57.10%,0/0,0:54
25_Jul_2012,London Olympics,Grass,R64,2,65,(2)Djokovic d. Fabio Fognini [ITA],6-7(7) 6-2 6-2, (ch),1.61,12.80%,1.20%,66.30%,80.70%,58.60%,2-Jan,1:52
25_Jun_2012,Wimbledon,Grass,SF,1,3,(3)Roger Federer [SUI] d. (1)Djokovic,6-3 3-6 6-4 6-3, (ch),0.76,7.80%,1.70%,63.50%,71.20%,57.10%,11-Aug,2:19
25_Jun_2012,Wimbledon,Grass,QF,1,29,(1)Djokovic d. (31)Florian Mayer [GER],6-4 6-1 6-4,,1.53,8.30%,3.60%,65.50%,76.40%,58.60%,8-Jul,1:45
25_Jun_2012,Wimbledon,Grass,R16,1,34,(1)Djokovic d. Viktor Troicki [SRB],6-3 6-1 6-3,,1.97,5.70%,2.90%,75.70%,81.10%,52.90%,4-Mar,1:30
25_Jun_2012,Wimbledon,Grass,R32,1,27,(1)Djokovic d. (28)Radek Stepanek [CZE],4-6 6-2 6-2 6-2,,1.73,12.50%,1.00%,65.60%,79.40%,60.60%,5-Apr,2:49
25_Jun_2012,Wimbledon,Grass,R64,1,48,(1)Djokovic d. Ryan Harrison [USA],6-4 6-4 6-4,,1.63,9.40%,1.20%,74.10%,76.20%,81.80%,6-Jun,1:56
25_Jun_2012,Wimbledon,Grass,R128,1,38,(1)Djokovic d. Juan Carlos Ferrero [ESP],6-3 6-3 6-1,,1.59,15.30%,3.50%,65.90%,83.90%,41.40%,8-Jul,1:38
27_May_2012,Roland Garros,Clay,F,1,2,(2)Rafael Nadal [ESP] d. (1)Djokovic,6-4 6-3 2-6 7-5, (ch),0.91,2.40%,3.30%,59.30%,61.60%,44.00%,17-Aug,3:49
27_May_2012,Roland Garros,Clay,SF,1,3,(1)Djokovic d. (3)Roger Federer [SUI],6-4 7-5 6-3, (ch),1.39,6.60%,2.20%,68.10%,72.60%,48.30%,8-Apr,2:05
27_May_2012,Roland Garros,Clay,QF,1,5,(1)Djokovic d. (5)Jo Wilfried Tsonga [FRA],6-1 5-7 5-7 7-6(6) 6-1,,1.21,4.10%,1.20%,67.50%,71.10%,52.70%,11-Jul,4:09
27_May_2012,Roland Garros,Clay,R16,1,25,(1)Djokovic d. (22)Andreas Seppi [ITA],4-6 6-7(5) 6-3 7-5 6-3,,1.3,3.50%,1.40%,63.20%,69.20%,60.40%,10-Apr,4:18
27_May_2012,Roland Garros,Clay,R32,1,286,(1)Djokovic d. (Q)Nicolas Devilder [FRA],6-1 6-2 6-2,,1.84,3.90%,0.00%,64.90%,72.00%,66.70%,4-Mar,1:44
27_May_2012,Roland Garros,Clay,R64,1,99,(1)Djokovic d. Blaz Kavcic [SLO],6-0 6-4 6-4,,1.69,6.80%,1.40%,67.10%,73.50%,70.80%,3-Feb,2:14
27_May_2012,Roland Garros,Clay,R128,1,97,(1)Djokovic d. Potito Starace [ITA],7-6(3) 6-3 6-1,,2.02,7.60%,0.00%,77.20%,82.00%,66.70%,0/0,2:04
13_May_2012,Rome Masters,Clay,F,1,3,(2)Rafael Nadal [ESP] d. (1)Djokovic,7-5 6-3, (ch),0.84,1.40%,5.40%,63.50%,68.10%,37.00%,7-Mar,2:21
13_May_2012,Rome Masters,Clay,SF,1,2,(1)Djokovic d. (3)Roger Federer [SUI],6-2 7-6(4), (ch),1.28,1.50%,1.50%,57.60%,81.60%,57.10%,0/1,1:40
13_May_2012,Rome Masters,Clay,QF,1,5,(1)Djokovic d. (5)Jo Wilfried Tsonga [FRA],7-5 6-1, (ch),1.59,8.60%,1.70%,74.10%,76.70%,40.00%,4-Feb,1:23
13_May_2012,Rome Masters,Clay,R16,1,15,(1)Djokovic d. (14)Juan Monaco [ARG],4-6 6-2 6-3,,1.22,3.70%,0.00%,67.10%,67.30%,63.00%,4-Feb,2:20
13_May_2012,Rome Masters,Clay,R32,1,32,(1)Djokovic d. Bernard Tomic [AUS],6-3 6-3,,1.55,9.60%,1.90%,65.40%,70.60%,66.70%,2-Jan,1:09
6_May_2012,Madrid Masters,Clay,QF,1,8,(7)Janko Tipsarevic [SRB] d. (1)Djokovic,7-6(2) 6-3,,1.01,5.40%,7.10%,53.60%,90.00%,50.00%,4-Mar,1:43
6_May_2012,Madrid Masters,Clay,R16,1,21,(1)Djokovic d. Stan Wawrinka [SUI],7-6(5) 6-4,,1.75,11.50%,3.30%,72.10%,81.80%,64.70%,0/1,1:45
6_May_2012,Madrid Masters,Clay,R32,1,137,(1)Djokovic d. (Q)Daniel Gimeno Traver [ESP],6-2 2-6 6-3, (ch),1.61,10.80%,6.20%,61.50%,87.50%,56.00%,5-Mar,1:47
15_Apr_2012,Monte Carlo Masters,Clay,F,1,2,(2)Rafael Nadal [ESP] d. (1)Djokovic,6-3 6-1, (ch),0.49,0.00%,0.00%,62.50%,40.00%,55.60%,8-Mar,1:19
15_Apr_2012,Monte Carlo Masters,Clay,SF,1,7,(1)Djokovic d. (6)Tomas Berdych [CZE],4-6 6-3 6-2, (ch),1.12,6.20%,6.20%,61.90%,66.70%,56.80%,10-Aug,2:42
15_Apr_2012,Monte Carlo Masters,Clay,QF,1,55,(1)Djokovic d. Robin Haase [NED],6-4 6-2,,1.32,1.80%,0.00%,60.00%,54.50%,50.00%,8-Apr,1:18
15_Apr_2012,Monte Carlo Masters,Clay,R16,1,21,(1)Djokovic d. (16)Alexandr Dolgopolov [UKR],2-6 6-1 6-4, (ch),1.35,7.50%,3.00%,71.60%,77.10%,52.60%,5-Mar,1:40
15_Apr_2012,Monte Carlo Masters,Clay,R32,1,44,(1)Djokovic d. Andreas Seppi [ITA],6-1 6-4, (ch),1.48,7.90%,1.60%,68.30%,76.70%,50.00%,3-Mar,1:29
21_Mar_2012,Miami Masters,Hard,F,1,4,(1)Djokovic d. (4)Andy Murray [GBR],6-1 7-6(4), (ch),1.43,7.00%,2.80%,66.20%,74.50%,62.50%,1-Jan,2:18
21_Mar_2012,Miami Masters,Hard,SF,1,21,(1)Djokovic d. (21)Juan Monaco [ARG],6-0 7-6(5), (ch),1.41,3.10%,6.20%,49.20%,68.80%,66.70%,8-Jul,2:03
21_Mar_2012,Miami Masters,Hard,QF,1,5,(1)Djokovic d. (5)David Ferrer [ESP],6-2 7-6(1), (ch),1.41,7.10%,1.40%,55.70%,74.40%,54.80%,4-Feb,1:53
