Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
2_Oct_2024,Shanghai Masters,Hard,F,4,1,(1)Jannik Sinner [ITA] d. (4)Djokovic,7-6(4) 6-3, (ch),0.97,6.90%,0.00%,65.50%,76.30%,60.00%,2-Jan,1:37
2_Oct_2024,Shanghai Masters,Hard,SF,4,7,(4)Djokovic d. (7)Taylor Fritz [USA],6-4 7-6(6), (ch),1.33,9.90%,0.00%,70.40%,78.00%,61.90%,2-Feb,1:56
2_Oct_2024,Shanghai Masters,Hard,QF,4,65,(4)Djokovic d. Jakub Mensik [CZE],6-7(4) 6-1 6-4,,1.47,8.50%,1.20%,63.40%,82.70%,56.70%,0/1,2:19
2_Oct_2024,Shanghai Masters,Hard,R16,4,61,(4)Djokovic d. Roman Safiullin [RUS],6-3 6-2, (ch),1.82,7.80%,2.00%,64.70%,87.90%,50.00%,3-Mar,1:13
2_Oct_2024,Shanghai Masters,Hard,R32,4,30,(4)Djokovic d. (28)Flavio Cobolli [ITA],6-1 6-2, (ch),3.01,7.50%,5.00%,60.00%,83.30%,81.30%,0/0,1:03
2_Oct_2024,Shanghai Masters,Hard,R64,4,43,(4)Djokovic d. Alex Michelsen [USA],7-6(3) 7-6(9),,1.35,9.20%,3.90%,68.40%,76.90%,62.50%,5-Mar,1:55
14_Sep_2024,Davis Cup WG1 R1: SRB vs GRE,Hard,RR,4,770,Djokovic d. Ioannis Xilas [GRE],6-0 6-1,,,,,,,,,
26_Aug_2024,US Open,Hard,R32,2,28,(28)Alexei Popyrin [AUS] d. (2)Djokovic,6-4 6-4 2-6 6-4, (ch),0.96,12.30%,10.80%,58.50%,71.10%,46.30%,12-Jul,3:19
26_Aug_2024,US Open,Hard,R64,2,109,(2)Djokovic d. Laslo Djere [SRB],6-4 6-4 2-0 RET, (ch),1.26,3.40%,9.00%,47.20%,78.60%,48.90%,8-Jul,2:16
26_Aug_2024,US Open,Hard,R128,2,138,(2)Djokovic d. (Q)Radu Albot [MDA],6-2 6-2 6-4, (ch),1.35,9.60%,12.00%,47.00%,74.40%,56.80%,3-Feb,2:07
29_Jul_2024,Paris Olympics,Clay,F,2,3,(1)Djokovic d. (2)Carlos Alcaraz [ESP],7-6(3) 7-6(2), (ch),1.23,1.10%,2.20%,74.20%,78.30%,50.00%,8-Aug,
29_Jul_2024,Paris Olympics,Clay,SF,2,16,(1)Djokovic d. (11)Lorenzo Musetti [ITA],6-4 6-2, (ch),1.4,5.50%,0.00%,67.30%,62.20%,66.70%,4-Feb,
29_Jul_2024,Paris Olympics,Clay,QF,2,11,(1)Djokovic d. (8)Stefanos Tsitsipas [GRE],6-3 7-6(3), (ch),1.2,7.50%,1.30%,71.30%,64.90%,56.50%,6-Apr,
29_Jul_2024,Paris Olympics,Clay,R16,2,70,(1)Djokovic d. Dominik Koepfer [GER],7-5 6-3, (ch),2.66,8.90%,0.00%,64.30%,86.10%,100.00%,2-Jan,
29_Jul_2024,Paris Olympics,Clay,R32,2,161,(1)Djokovic d. (PR)Rafael Nadal [ESP],6-1 6-4, (ch),1.95,10.40%,2.10%,60.40%,82.80%,52.60%,3-Jan,
29_Jul_2024,Paris Olympics,Clay,R64,2,,(1)Djokovic d. (ALT)Matthew Ebden [AUS],6-0 6-1, (ch),3.91,13.30%,0.00%,83.30%,80.00%,100.00%,0/0,
1_Jul_2024,Wimbledon,Grass,F,2,3,(3)Carlos Alcaraz [ESP] d. (2)Djokovic,6-2 6-2 7-6(4), (ch),0.71,7.90%,4.00%,70.30%,66.20%,40.00%,14-Sep,2:27
1_Jul_2024,Wimbledon,Grass,SF,2,25,(2)Djokovic d. (25)Lorenzo Musetti [ITA],6-4 7-6(2) 6-4, (ch),1.26,5.80%,3.90%,67.00%,75.40%,44.10%,4-Feb,2:48
1_Jul_2024,Wimbledon,Grass,QF,2,9,(2)Djokovic d. (9)Alex De Minaur [AUS],W/O,,,,,,,,,
1_Jul_2024,Wimbledon,Grass,R16,2,15,(2)Djokovic d. (15)Holger Rune [DEN],6-3 6-4 6-2, (ch),1.52,6.30%,2.50%,63.70%,74.50%,72.40%,2-Feb,2:03
1_Jul_2024,Wimbledon,Grass,R32,2,47,(2)Djokovic d. Alexei Popyrin [AUS],4-6 6-3 6-4 7-6(3), (ch),1.66,16.80%,2.70%,69.00%,88.50%,60.00%,2-Jan,3:05
1_Jul_2024,Wimbledon,Grass,R64,2,277,(2)Djokovic d. (WC)Jacob Fearnley [GBR],6-3 6-4 5-7 7-5,,1.22,11.40%,2.40%,66.70%,80.50%,56.10%,6-Apr,3:00
1_Jul_2024,Wimbledon,Grass,R128,2,123,(2)Djokovic d. (Q)Vit Kopriva [CZE],6-1 6-2 6-2, (ch),3.02,17.20%,3.40%,67.20%,89.70%,68.40%,0/0,1:58
27_May_2024,Roland Garros,Clay,QF,1,7,(7)Casper Ruud [NOR] d. (1)Djokovic,W/O,,,,,,,,,
27_May_2024,Roland Garros,Clay,R16,1,27,(1)Djokovic d. (23)Francisco Cerundolo [ARG],6-1 5-7 3-6 7-5 6-3, (ch),1.03,3.30%,1.10%,67.20%,69.10%,50.00%,15/19,
27_May_2024,Roland Garros,Clay,R32,1,30,(1)Djokovic d. (30)Lorenzo Musetti [ITA],7-5 6-7(6) 2-6 6-3 6-0, (ch),1.16,3.60%,1.40%,65.50%,69.20%,47.90%,0/5,
27_May_2024,Roland Garros,Clay,R64,1,63,(1)Djokovic d. Roberto Carballes Baena [ESP],6-4 6-1 6-2, (ch),1.68,6.80%,1.40%,63.00%,71.70%,59.30%,3-Jan,
27_May_2024,Roland Garros,Clay,R128,1,142,(1)Djokovic d. (WC)Pierre Hugues Herbert [FRA],6-4 7-6(3) 6-4, (ch),1.86,4.90%,2.40%,69.50%,84.20%,72.00%,0/1,
20_May_2024,Geneva,Clay,SF,1,44,Tomas Machac [CZE] d. (1)Djokovic,6-4 0-6 6-1,,0.97,4.30%,2.20%,65.20%,63.30%,34.40%,12-Jul,2:06
20_May_2024,Geneva,Clay,QF,1,27,(1)Djokovic d. (6)Tallon Griekspoor [NED],7-5 6-1, (ch),1.7,7.50%,1.90%,71.70%,86.80%,46.70%,7-Jul,1:17
20_May_2024,Geneva,Clay,R16,1,85,(1)Djokovic d. Yannick Hanfmann [GER],6-3 6-3,,1.3,4.40%,2.90%,66.20%,71.10%,52.20%,11-Oct,1:29
6_May_2024,Rome Masters,Clay,R32,1,32,(29)Alejandro Tabilo [CHI] d. (1)Djokovic,6-2 6-3, (ch),0.56,15.40%,9.60%,51.90%,70.40%,44.00%,7-Mar,1:07
6_May_2024,Rome Masters,Clay,R64,1,83,(1)Djokovic d. (LL)Corentin Moutet [FRA],6-3 6-1, (ch),1.68,2.40%,0.00%,61.90%,65.40%,68.80%,7-May,1:24
8_Apr_2024,Monte Carlo Masters,Clay,SF,1,10,(8)Casper Ruud [NOR] d. (1)Djokovic,6-4 1-6 6-4, (ch),1.19,3.80%,2.50%,58.20%,67.40%,57.60%,7-Mar,2:17
8_Apr_2024,Monte Carlo Masters,Clay,QF,1,11,(1)Djokovic d. (11)Alex De Minaur [AUS],7-5 6-4, (ch),1.24,3.10%,1.60%,65.60%,64.30%,59.10%,7-Apr,2:04
8_Apr_2024,Monte Carlo Masters,Clay,R16,1,24,(1)Djokovic d. Lorenzo Musetti [ITA],7-5 6-3, (ch),1.3,4.50%,3.00%,68.70%,67.40%,52.40%,6-Mar,1:58
8_Apr_2024,Monte Carlo Masters,Clay,R32,1,41,(1)Djokovic d. Roman Safiullin [RUS],6-1 6-2, (ch),3.16,2.90%,0.00%,64.70%,77.30%,91.70%,0/0,1:10
4_Mar_2024,Indian Wells Masters,Hard,R32,1,123,(LL)Luca Nardi [ITA] d. (1)Djokovic,6-4 3-6 6-3, (ch),1,4.20%,1.10%,60.00%,77.20%,42.10%,11-Aug,2:20
4_Mar_2024,Indian Wells Masters,Hard,R64,1,69,(1)Djokovic d. Aleksandar Vukic [AUS],6-2 5-7 6-3, (ch),1.52,14.50%,6.60%,60.50%,82.60%,53.30%,6-Apr,2:10
15_Jan_2024,Australian Open,Hard,SF,1,4,(4)Jannik Sinner [ITA] d. (1)Djokovic,6-1 6-2 6-7(6) 6-3, (ch),0.64,6.00%,3.40%,68.10%,67.10%,45.90%,11-Jun,3:22
15_Jan_2024,Australian Open,Hard,QF,1,12,(1)Djokovic d. (12)Taylor Fritz [USA],7-6(3) 4-6 6-2 6-3, (ch),1.54,17.40%,2.60%,62.60%,81.90%,58.10%,6-Apr,3:45
15_Jan_2024,Australian Open,Hard,R16,1,19,(1)Djokovic d. (20)Adrian Mannarino [FRA],6-0 6-0 6-3, (ch),2.31,24.60%,7.20%,69.60%,81.30%,61.90%,3-Mar,1:44
15_Jan_2024,Australian Open,Hard,R32,1,32,(1)Djokovic d. (30)Tomas Martin Etcheverry [ARG],6-3 6-3 7-6(2),,1.72,11.90%,0.00%,67.90%,86.00%,59.30%,0/0,2:28
15_Jan_2024,Australian Open,Hard,R64,1,43,(1)Djokovic d. Alexei Popyrin [AUS],6-3 4-6 7-6(4) 6-3, (ch),1.24,9.20%,0.00%,61.30%,82.20%,58.70%,7-May,3:11
15_Jan_2024,Australian Open,Hard,R128,1,187,(1)Djokovic d. (Q)Dino Prizmic [CRO],6-2 6-7(5) 6-3 6-4, (ch),1.28,8.50%,0.80%,59.70%,66.20%,61.50%,9-May,4:01
1_Jan_2024,United Cup,Hard,QF,1,12,Alex De Minaur [AUS] d. Djokovic,6-4 6-4, (ch),0.41,5.90%,1.50%,63.20%,69.80%,44.00%,5-Mar,1:33
1_Jan_2024,United Cup,Hard,RR,1,31,Djokovic d. Jiri Lehecka [CZE],6-1 6-7(3) 6-1, (ch),1.54,3.80%,2.50%,61.30%,73.50%,61.30%,5-Mar,2:16
1_Jan_2024,United Cup,Hard,RR,1,58,Djokovic d. Zhizhen Zhang [CHN],6-3 6-2, (ch),2.1,15.20%,2.20%,60.90%,85.70%,66.70%,0/0,1:12
25_Nov_2023,Davis Cup Finals SF: ITA vs SRB,Hard,RR,1,4,Jannik Sinner [ITA] d. Djokovic,6-2 2-6 7-5,,1.22,7.80%,1.30%,59.70%,76.10%,58.10%,4-Jan,
23_Nov_2023,Davis Cup Finals QF: SRB vs GBR,Hard,RR,1,18,Djokovic d. Cameron Norrie [GBR],6-4 6-4,,2.4,16.70%,2.10%,56.30%,88.90%,76.20%,0/0,
13_Nov_2023,Tour Finals,Hard,F,1,4,(1)Djokovic d. (4)Jannik Sinner [ITA],6-3 6-3, (ch),2.64,28.30%,0.00%,69.60%,90.60%,64.30%,2-Feb,1:43
13_Nov_2023,Tour Finals,Hard,SF,1,2,(1)Djokovic d. (2)Carlos Alcaraz [ESP],6-3 6-2, (ch),1.57,3.60%,1.80%,67.30%,81.10%,55.60%,4-Apr,1:28
13_Nov_2023,Tour Finals,Hard,RR,1,4,(4)Jannik Sinner [ITA] d. (1)Djokovic,7-5 6-7(5) 7-6(2), (ch),1.13,20.00%,1.00%,63.00%,81.00%,59.50%,3-Jan,3:09
13_Nov_2023,Tour Finals,Hard,RR,1,9,(1)Djokovic d. (9)Hubert Hurkacz [POL],7-6(1) 4-6 6-1, (ch),1.43,7.40%,1.20%,63.00%,74.50%,73.30%,0/1,2:05
13_Nov_2023,Tour Finals,Hard,RR,1,8,(1)Djokovic d. (8)Holger Rune [DEN],7-6(4) 6-7(1) 6-3, (ch),1.07,9.30%,3.70%,68.50%,74.30%,41.20%,6-Mar,3:04
30_Oct_2023,Paris Masters,Hard,F,1,17,(1)Djokovic d. Grigor Dimitrov [BUL],6-4 6-3, (ch),1.86,12.50%,2.10%,66.70%,81.30%,68.80%,0/0,1:38
30_Oct_2023,Paris Masters,Hard,SF,1,5,(1)Djokovic d. (5)Andrey Rublev [RUS],5-7 7-6(3) 7-5, (ch),1.03,14.40%,4.20%,66.90%,73.40%,59.00%,6-Apr,3:01
30_Oct_2023,Paris Masters,Hard,QF,1,7,(1)Djokovic d. (6)Holger Rune [DEN],7-5 6-7(3) 6-4, (ch),1.16,11.00%,4.40%,51.60%,83.00%,63.60%,0/1,2:54
30_Oct_2023,Paris Masters,Hard,R16,1,23,(1)Djokovic d. Tallon Griekspoor [NED],4-6 7-6(2) 6-4,,0.97,8.50%,6.60%,62.30%,77.30%,45.00%,9-Jun,2:39
30_Oct_2023,Paris Masters,Hard,R32,1,31,(1)Djokovic d. Tomas Martin Etcheverry [ARG],6-3 6-2, (ch),1.49,11.50%,5.80%,61.50%,81.30%,60.00%,1-Jan,1:24
15_Sep_2023,Davis Cup Finals RR: ESP vs SRB,Hard,RR,1,25,Djokovic d. Alejandro Davidovich Fokina [ESP],6-3 6-4,,1.47,18.50%,1.90%,75.90%,80.50%,38.50%,0/1,
28_Aug_2023,US Open,Hard,F,2,3,(2)Djokovic d. (3)Daniil Medvedev [RUS],6-3 7-6(5) 6-3, (ch),1.3,3.70%,5.50%,54.10%,81.40%,54.00%,3-Feb,3:17
28_Aug_2023,US Open,Hard,SF,2,47,(2)Djokovic d. Ben Shelton [USA],6-3 6-2 7-6(4), (ch),1.36,5.10%,3.00%,67.70%,83.60%,34.40%,6-Apr,2:41
28_Aug_2023,US Open,Hard,QF,2,9,(2)Djokovic d. (9)Taylor Fritz [USA],6-1 6-4 6-4, (ch),1.3,7.40%,5.30%,60.60%,68.40%,56.80%,12-Oct,2:35
28_Aug_2023,US Open,Hard,R16,2,105,(2)Djokovic d. (Q)Borna Gojo [CRO],6-2 7-5 6-4, (ch),1.85,15.80%,3.90%,67.10%,88.20%,52.00%,0/1,2:26
28_Aug_2023,US Open,Hard,R32,2,38,(2)Djokovic d. (32)Laslo Djere [SRB],4-6 4-6 6-1 6-1 6-3, (ch),1.34,9.40%,3.10%,65.40%,77.10%,54.50%,11-Aug,3:45
28_Aug_2023,US Open,Hard,R64,2,76,(2)Djokovic d. Bernabe Zapata Miralles [ESP],6-4 6-1 6-1, (ch),1.95,6.90%,0.00%,58.30%,76.20%,73.30%,6-Jun,2:00
28_Aug_2023,US Open,Hard,R128,2,84,(2)Djokovic d. Alexandre Muller [FRA],6-0 6-2 6-3, (ch),1.82,10.00%,8.30%,53.30%,84.40%,57.10%,0/1,1:35
14_Aug_2023,Cincinnati Masters,Hard,F,2,1,(2)Djokovic d. (1)Carlos Alcaraz [ESP],5-7 7-6(7) 7-6(4), (ch),1.07,1.60%,3.90%,57.00%,67.10%,63.60%,10-Jun,3:49
14_Aug_2023,Cincinnati Masters,Hard,SF,2,17,(2)Djokovic d. (16)Alexander Zverev [GER],7-6(5) 7-5, (ch),1.13,5.00%,3.80%,63.70%,80.40%,55.20%,4-Mar,2:04
14_Aug_2023,Cincinnati Masters,Hard,QF,2,9,(2)Djokovic d. (9)Taylor Fritz [USA],6-0 6-4, (ch),2.09,5.00%,10.00%,65.00%,80.80%,64.30%,0/1,1:01
14_Aug_2023,Cincinnati Masters,Hard,R16,2,211,(2)Djokovic d. (PR)Gael Monfils [FRA],6-3 6-2, (ch),1.95,2.20%,6.50%,58.70%,81.50%,63.20%,0/1,1:08
14_Aug_2023,Cincinnati Masters,Hard,R32,2,23,(2)Djokovic d. Alejandro Davidovich Fokina [ESP],6-4 0-0 RET,,1.75,10.30%,6.90%,41.40%,83.30%,64.70%,4-Mar,0:46
3_Jul_2023,Wimbledon,Grass,F,2,1,(1)Carlos Alcaraz [ESP] d. (2)Djokovic,1-6 7-6(6) 6-1 3-6 6-4, (ch),0.93,1.10%,1.60%,64.10%,61.90%,56.10%,14/19,4:43
3_Jul_2023,Wimbledon,Grass,SF,2,8,(2)Djokovic d. (8)Jannik Sinner [ITA],6-3 6-4 7-6(4), (ch),1.03,9.80%,0.00%,58.00%,75.40%,59.60%,6-Jun,2:47
3_Jul_2023,Wimbledon,Grass,QF,2,7,(2)Djokovic d. (7)Andrey Rublev [RUS],4-6 6-1 6-4 6-3,,1.34,4.40%,0.90%,62.30%,74.60%,65.10%,8-Jul,2:48
3_Jul_2023,Wimbledon,Grass,R16,2,18,(2)Djokovic d. (17)Hubert Hurkacz [POL],7-6(6) 7-6(6) 5-7 6-4, (ch),1.46,14.40%,2.40%,71.20%,88.80%,61.10%,2-Jan,3:07
3_Jul_2023,Wimbledon,Grass,R32,2,88,(2)Djokovic d. Stan Wawrinka [SUI],6-3 6-1 7-6(5),,2.01,14.70%,1.30%,64.00%,89.60%,63.00%,0/0,2:07
3_Jul_2023,Wimbledon,Grass,R64,2,70,(2)Djokovic d. Jordan Thompson [AUS],6-3 7-6(4) 7-5,,1.69,8.50%,0.00%,69.10%,87.70%,65.50%,0/0,2:28
3_Jul_2023,Wimbledon,Grass,R128,2,68,(2)Djokovic d. Pedro Cachin [ARG],6-3 6-3 7-6(4),,1.45,14.40%,3.30%,63.30%,77.20%,60.60%,3-Feb,2:12
29_May_2023,Roland Garros,Clay,F,3,4,(3)Djokovic d. (4)Casper Ruud [NOR],7-6(1) 6-3 7-5, (ch),1.6,10.90%,1.00%,73.30%,79.70%,63.00%,4-Mar,3:14
29_May_2023,Roland Garros,Clay,SF,3,1,(3)Djokovic d. (1)Carlos Alcaraz [ESP],6-3 5-7 6-1 6-1, (ch),1.29,6.40%,2.40%,70.40%,71.60%,43.20%,12-Oct,3:24
29_May_2023,Roland Garros,Clay,QF,3,11,(3)Djokovic d. (11)Karen Khachanov [RUS],4-6 7-6(0) 6-2 6-4, (ch),1.34,8.30%,3.80%,59.10%,76.90%,59.30%,10-Aug,3:39
29_May_2023,Roland Garros,Clay,R16,3,94,(3)Djokovic d. Juan Pablo Varillas [PER],6-3 6-2 6-2, (ch),1.94,10.00%,4.30%,80.00%,83.90%,35.70%,3-Feb,1:57
29_May_2023,Roland Garros,Clay,R32,3,34,(3)Djokovic d. (29)Alejandro Davidovich Fokina [ESP],7-6(4) 7-6(5) 6-2, (ch),1.14,0.90%,5.30%,64.90%,64.90%,40.00%,8-Mar,3:36
29_May_2023,Roland Garros,Clay,R64,3,83,(3)Djokovic d. Marton Fucsovics [HUN],7-6(2) 6-0 6-3, (ch),1.33,2.00%,3.00%,64.60%,60.90%,60.00%,12-Sep,2:44
29_May_2023,Roland Garros,Clay,R128,3,114,(3)Djokovic d. Aleksandar Kovacevic [USA],6-3 6-2 7-6(1),,1.74,12.30%,1.20%,55.60%,82.20%,63.90%,5-Mar,2:27
8_May_2023,Rome Masters,Clay,QF,1,7,(7)Holger Rune [DEN] d. (1)Djokovic,6-2 4-6 6-2, (ch),0.78,5.20%,3.90%,61.00%,61.70%,46.70%,10-May,2:19
8_May_2023,Rome Masters,Clay,R16,1,13,(1)Djokovic d. (13)Cameron Norrie [GBR],6-3 6-4,,1.6,5.50%,5.50%,54.50%,83.30%,56.00%,2-Jan,1:30
8_May_2023,Rome Masters,Clay,R32,1,33,(1)Djokovic d. (26)Grigor Dimitrov [BUL],6-3 4-6 6-1,,1.34,10.00%,2.90%,70.00%,69.40%,52.40%,7-Apr,2:19
8_May_2023,Rome Masters,Clay,R64,1,61,(1)Djokovic d. Tomas Martin Etcheverry [ARG],7-6(5) 6-2, (ch),1.58,1.80%,0.00%,73.70%,78.60%,60.00%,2-Jan,1:51
17_Apr_2023,Banja Luka,Clay,QF,1,70,Dusan Lajovic [SRB] d. (1)Djokovic,6-4 7-6(6), (ch),0.93,3.50%,2.40%,69.40%,62.70%,53.80%,7-May,2:29
17_Apr_2023,Banja Luka,Clay,R16,1,87,(1)Djokovic d. Luca Van Assche [FRA],6-7(4) 6-3 6-2,,1.55,5.10%,0.00%,81.00%,71.90%,66.70%,4-Feb,2:38
10_Apr_2023,Monte Carlo Masters,Clay,R16,1,21,(16)Lorenzo Musetti [ITA] d. (1)Djokovic,4-6 7-5 6-4, (ch),0.95,1.10%,6.40%,67.00%,58.70%,38.70%,14-Jun,2:54
10_Apr_2023,Monte Carlo Masters,Clay,R32,1,198,(1)Djokovic d. (Q)Ivan Gakhov [RUS],7-6(5) 6-2,,1.47,6.20%,3.10%,60.00%,76.90%,61.50%,4-Mar,1:47
27_Feb_2023,Dubai,Hard,SF,1,7,(3)Daniil Medvedev [RUS] d. (1)Djokovic,6-4 6-4, (ch),0.95,8.10%,1.60%,69.40%,67.40%,57.90%,4-Jan,1:35
27_Feb_2023,Dubai,Hard,QF,1,11,(1)Djokovic d. (5)Hubert Hurkacz [POL],6-3 7-5, (ch),1.49,7.30%,3.60%,65.50%,80.60%,78.90%,0/0,1:21
27_Feb_2023,Dubai,Hard,R16,1,39,(1)Djokovic d. Tallon Griekspoor [NED],6-2 6-3, (ch),2.33,18.60%,7.00%,51.20%,90.90%,66.70%,0/1,1:21
27_Feb_2023,Dubai,Hard,R32,1,130,(1)Djokovic d. (Q)Tomas Machac [CZE],6-3 3-6 7-6(1), (ch),1.19,12.00%,8.00%,60.00%,71.70%,55.00%,10-Jul,2:27
16_Jan_2023,Australian Open,Hard,F,5,4,(4)Djokovic d. (3)Stefanos Tsitsipas [GRE],6-3 7-6(4) 7-6(5), (ch),1.4,7.00%,3.00%,66.00%,81.80%,61.80%,3-Feb,2:56
16_Jan_2023,Australian Open,Hard,SF,5,35,(4)Djokovic d. Tommy Paul [USA],7-5 6-1 6-2, (ch),1.54,13.20%,5.50%,58.20%,75.50%,55.30%,9-Jul,2:20
16_Jan_2023,Australian Open,Hard,QF,5,6,(4)Djokovic d. (5)Andrey Rublev [RUS],6-1 6-2 6-4, (ch),1.56,15.90%,5.70%,63.60%,80.40%,50.00%,5-May,2:03
16_Jan_2023,Australian Open,Hard,R16,5,24,(4)Djokovic d. (22)Alex De Minaur [AUS],6-2 6-1 6-2, (ch),1.83,5.90%,4.40%,64.70%,75.00%,66.70%,0/0,2:06
16_Jan_2023,Australian Open,Hard,R32,5,28,(4)Djokovic d. (27)Grigor Dimitrov [BUL],7-6(7) 6-3 6-4, (ch),1.24,9.80%,1.80%,72.30%,74.10%,41.90%,8-May,3:07
16_Jan_2023,Australian Open,Hard,R64,5,191,(4)Djokovic d. (Q)Enzo Couacaud [FRA],6-1 6-7(5) 6-2 6-0, (ch),1.81,8.50%,5.70%,60.40%,84.40%,57.10%,1-Jan,3:04
16_Jan_2023,Australian Open,Hard,R128,5,75,(4)Djokovic d. Roberto Carballes Baena [ESP],6-3 6-4 6-0, (ch),2.27,12.90%,1.40%,64.30%,86.70%,64.00%,3-Mar,2:02
2_Jan_2023,Adelaide 1,Hard,F,5,33,(1)Djokovic d. Sebastian Korda [USA],6-7(8) 7-6(3) 6-4, (ch),1.57,7.10%,4.00%,62.60%,85.50%,67.60%,2-Jan,3:09
2_Jan_2023,Adelaide 1,Hard,SF,5,7,(1)Djokovic d. (3)Daniil Medvedev [RUS],6-3 6-4, (ch),1.27,8.20%,4.90%,57.40%,88.60%,53.80%,3-Mar,1:30
2_Jan_2023,Adelaide 1,Hard,QF,5,18,(1)Djokovic d. (7)Denis Shapovalov [CAN],6-3 6-4,,1.39,5.70%,4.30%,57.10%,77.50%,53.30%,4-Mar,1:55
2_Jan_2023,Adelaide 1,Hard,R16,5,64,(1)Djokovic d. Quentin Halys [FRA],7-6(3) 7-6(5), (ch),1.39,13.20%,5.30%,65.80%,88.00%,53.80%,0/1,1:55
2_Jan_2023,Adelaide 1,Hard,R32,5,65,(1)Djokovic d. Constant Lestienne [FRA],6-3 6-2,,2.24,8.50%,4.30%,61.70%,86.20%,72.20%,1-Jan,1:14
14_Nov_2022,Tour Finals,Hard,F,8,4,(7)Djokovic d. (3)Casper Ruud [NOR],7-5 6-3, (ch),1.75,16.40%,0.00%,70.90%,84.60%,68.80%,0/0,1:32
14_Nov_2022,Tour Finals,Hard,SF,8,9,(7)Djokovic d. (8)Taylor Fritz [USA],7-6(5) 7-6(6), (ch),1.28,5.30%,1.30%,69.70%,75.50%,60.90%,0/2,1:54
14_Nov_2022,Tour Finals,Hard,RR,8,3,(7)Djokovic d. (2)Stefanos Tsitsipas [GRE],6-4 7-6(4), (ch),1.27,4.80%,3.20%,69.80%,81.80%,73.70%,1-Jan,1:38
14_Nov_2022,Tour Finals,Hard,RR,8,5,(7)Djokovic d. (4)Daniil Medvedev [RUS],6-3 6-7(5) 7-6(2), (ch),1.21,6.90%,2.30%,64.90%,78.80%,47.80%,6-May,3:11
14_Nov_2022,Tour Finals,Hard,RR,8,7,(7)Djokovic d. (6)Andrey Rublev [RUS],6-4 6-1, (ch),2.74,27.90%,0.00%,81.40%,94.30%,37.50%,0/0,1:07
31_Oct_2022,Paris Masters,Hard,F,7,18,Holger Rune [DEN] d. (6)Djokovic,3-6 6-3 7-5, (ch),1.25,10.00%,2.50%,63.70%,82.40%,48.30%,0/3,2:33
31_Oct_2022,Paris Masters,Hard,SF,7,5,(6)Djokovic d. (5)Stefanos Tsitsipas [GRE],6-2 3-6 7-6(4), (ch),1.7,14.10%,0.00%,62.80%,83.70%,72.40%,0/2,2:19
31_Oct_2022,Paris Masters,Hard,QF,7,23,(6)Djokovic d. Lorenzo Musetti [ITA],6-0 6-3,,2.39,7.90%,0.00%,55.30%,85.70%,64.70%,0/1,1:14
31_Oct_2022,Paris Masters,Hard,R16,7,19,(6)Djokovic d. Karen Khachanov [RUS],6-4 6-1,,1.94,4.20%,6.30%,58.30%,85.70%,55.00%,0/1,1:27
31_Oct_2022,Paris Masters,Hard,R32,7,34,(6)Djokovic d. Maxime Cressy [USA],7-6(1) 6-4, (ch),3.23,7.40%,3.70%,70.40%,92.10%,81.30%,0/0,1:43
3_Oct_2022,Astana,Hard,F,7,6,(4)Djokovic d. (3)Stefanos Tsitsipas [GRE],6-3 6-4, (ch),2.38,2.10%,0.00%,79.20%,86.80%,80.00%,0/0,1:15
3_Oct_2022,Astana,Hard,SF,7,4,(4)Djokovic d. (2)Daniil Medvedev [RUS],4-6 7-6(6) 0-0 RET, (ch),0.82,4.50%,0.00%,62.70%,76.20%,44.00%,0/2,1:47
3_Oct_2022,Astana,Hard,QF,7,18,(4)Djokovic d. Karen Khachanov [RUS],6-4 6-3,,1.87,5.90%,2.00%,66.70%,85.30%,58.80%,2-Jan,1:28
3_Oct_2022,Astana,Hard,R16,7,34,(4)Djokovic d. Botic Van De Zandschulp [NED],6-3 6-1, (ch),1.78,9.80%,0.00%,78.40%,80.00%,45.50%,2-Feb,1:11
3_Oct_2022,Astana,Hard,R32,7,81,(4)Djokovic d. Cristian Garin [CHI],6-1 6-1,,3.31,11.40%,0.00%,60.00%,81.00%,85.70%,0/0,1:01
26_Sep_2022,Tel Aviv,Hard,F,7,16,(1)Djokovic d. (2)Marin Cilic [CRO],6-3 6-4, (ch),1.44,12.30%,7.00%,63.20%,88.90%,47.60%,1-Jan,1:34
26_Sep_2022,Tel Aviv,Hard,SF,7,104,(1)Djokovic d. Roman Safiullin [RUS],6-1 7-6(3), (ch),1.58,10.90%,3.10%,67.20%,83.70%,42.90%,3-Feb,1:34
26_Sep_2022,Tel Aviv,Hard,QF,7,149,(1)Djokovic d. (LL)Vasek Pospisil [CAN],7-6(5) 6-3,,1.24,12.10%,1.50%,65.20%,74.40%,69.60%,3-Feb,1:53
26_Sep_2022,Tel Aviv,Hard,R16,7,115,(1)Djokovic d. Pablo Andujar [ESP],6-0 6-3,,2.28,19.50%,0.00%,65.90%,81.50%,71.40%,0/0,1:26
23_Sep_2022,Laver Cup,Hard,RR,7,19,Djokovic d. Frances Tiafoe [USA],6-1 6-3,,,,,,,,,
23_Sep_2022,Laver Cup,Hard,RR,7,13,Felix Auger Aliassime [CAN] d. Djokovic,6-3 7-6(3), (ch),,,,,,,,
