Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
27_May_2024,Roland Garros,Clay,R64,2,124,(2)Sinner d. (WC)Richard Gasquet [FRA],6-4 6-2 6-4, (ch),1.69,10.50%,3.90%,76.30%,79.30%,50.00%,2-Jan,
27_May_2024,Roland Garros,Clay,R128,2,46,(2)Sinner d. Christopher Eubanks [USA],6-3 6-3 6-4, (ch),1.45,6.70%,4.50%,60.70%,77.80%,51.40%,10-Sep,
22_Apr_2024,Madrid Masters,Clay,QF,2,35,Felix Auger Aliassime [CAN] d. (1)Sinner,W/O,,,,,,,,,
22_Apr_2024,Madrid Masters,Clay,R16,2,17,(1)Sinner d. (16)Karen Khachanov [RUS],5-7 6-3 6-3, (ch),1.18,5.90%,3.50%,69.40%,79.70%,53.80%,6-May,2:10
22_Apr_2024,Madrid Masters,Clay,R32,2,72,(1)Sinner d. Pavel Kotov [RUS],6-2 7-5,,1.33,5.30%,0.00%,66.70%,71.10%,47.40%,6-Mar,1:38
22_Apr_2024,Madrid Masters,Clay,R64,2,52,(1)Sinner d. Lorenzo Sonego [ITA],6-0 6-3, (ch),2.44,4.80%,0.00%,69.00%,86.20%,61.50%,0/0,1:09
8_Apr_2024,Monte Carlo Masters,Clay,SF,2,12,(12)Stefanos Tsitsipas [GRE] d. (2)Sinner,6-4 3-6 6-4, (ch),0.89,1.00%,2.00%,57.80%,74.60%,46.50%,15-Dec,2:40
8_Apr_2024,Monte Carlo Masters,Clay,QF,2,7,(2)Sinner d. (7)Holger Rune [DEN],6-4 6-7(6) 6-3, (ch),1.6,5.60%,2.20%,58.90%,86.80%,67.60%,2-Feb,2:40
8_Apr_2024,Monte Carlo Masters,Clay,R16,2,25,(2)Sinner d. Jan Lennard Struff [GER],6-4 6-2, (ch),1.99,6.50%,0.00%,56.50%,84.60%,65.00%,0/1,1:16
8_Apr_2024,Monte Carlo Masters,Clay,R32,2,27,(2)Sinner d. Sebastian Korda [USA],6-1 6-2, (ch),2.08,4.70%,2.30%,48.80%,95.20%,54.50%,3-Mar,1:15
18_Mar_2024,Miami Masters,Hard,F,3,12,(2)Sinner d. (11)Grigor Dimitrov [BUL],6-3 6-1, (ch),1.89,9.30%,2.30%,55.80%,87.50%,63.20%,1-Jan,1:13
18_Mar_2024,Miami Masters,Hard,SF,3,4,(2)Sinner d. (3)Daniil Medvedev [RUS],6-1 6-2, (ch),1.88,14.90%,2.10%,63.80%,80.00%,58.80%,3-Mar,1:09
18_Mar_2024,Miami Masters,Hard,QF,3,60,(2)Sinner d. Tomas Machac [CZE],6-4 6-2, (ch),1.69,6.00%,4.00%,60.00%,76.70%,65.00%,0/1,1:31
18_Mar_2024,Miami Masters,Hard,R16,3,66,(2)Sinner d. Christopher Oconnell [AUS],6-4 6-3, (ch),1.74,3.70%,3.70%,61.10%,75.80%,71.40%,4-Mar,1:51
18_Mar_2024,Miami Masters,Hard,R32,3,26,(2)Sinner d. (25)Tallon Griekspoor [NED],5-7 7-5 6-1, (ch),2.27,20.00%,1.30%,68.00%,90.20%,66.70%,2-Jan,2:23
18_Mar_2024,Miami Masters,Hard,R64,3,148,(2)Sinner d. (Q)Andrea Vavassori [ITA],6-3 6-4, (ch),1.53,5.80%,5.80%,69.20%,91.70%,43.80%,0/0,1:20
4_Mar_2024,Indian Wells Masters,Hard,SF,3,2,(2)Carlos Alcaraz [ESP] d. (3)Sinner,1-6 6-3 6-2, (ch),0.92,1.40%,2.70%,62.20%,65.20%,53.60%,6-Mar,2:05
4_Mar_2024,Indian Wells Masters,Hard,QF,3,32,(3)Sinner d. (32)Jiri Lehecka [CZE],6-3 6-3,,1.74,5.90%,3.90%,52.90%,85.20%,62.50%,1-Jan,1:24
4_Mar_2024,Indian Wells Masters,Hard,R16,3,16,(3)Sinner d. (16)Ben Shelton [USA],7-6(4) 6-1, (ch),1.7,4.60%,1.50%,67.70%,77.30%,61.90%,5-Apr,1:38
4_Mar_2024,Indian Wells Masters,Hard,R32,3,25,(3)Sinner d. (25)Jan Lennard Struff [GER],6-3 6-4, (ch),1.88,13.50%,3.80%,67.30%,82.90%,76.50%,3-Mar,1:14
4_Mar_2024,Indian Wells Masters,Hard,R64,3,99,(3)Sinner d. Thanasi Kokkinakis [AUS],6-3 6-0, (ch),2.14,6.40%,0.00%,61.70%,75.90%,72.20%,1-Jan,1:21
12_Feb_2024,Rotterdam,Hard,F,4,11,(1)Sinner d. (5)Alex De Minaur [AUS],7-5 6-4, (ch),1.03,4.90%,1.20%,55.60%,77.80%,38.90%,6-Apr,2:05
12_Feb_2024,Rotterdam,Hard,SF,4,29,(1)Sinner d. Tallon Griekspoor [NED],6-2 6-4,,1.36,12.30%,1.80%,64.90%,81.10%,55.00%,6-Jun,1:21
12_Feb_2024,Rotterdam,Hard,QF,4,309,(1)Sinner d. (PR)Milos Raonic [CAN],7-6(4) 1-1 RET,,0.89,6.70%,0.00%,71.10%,81.30%,53.80%,4-Mar,1:05
12_Feb_2024,Rotterdam,Hard,R16,4,70,(1)Sinner d. (WC)Gael Monfils [FRA],6-3 3-6 6-3,,1.45,4.20%,2.80%,68.10%,75.50%,73.90%,0/1,1:52
12_Feb_2024,Rotterdam,Hard,R32,4,66,(1)Sinner d. Botic Van De Zandschulp [NED],6-3 6-3, (ch),2.05,8.50%,4.30%,68.10%,87.50%,60.00%,3-Mar,1:26
15_Jan_2024,Australian Open,Hard,F,4,3,(4)Sinner d. (3)Daniil Medvedev [RUS],3-6 3-6 6-4 6-4 6-3, (ch),0.99,9.70%,3.50%,61.10%,73.90%,53.60%,12-Aug,3:44
15_Jan_2024,Australian Open,Hard,SF,4,1,(4)Sinner d. (1)Novak Djokovic [SRB],6-1 6-2 6-7(6) 6-3, (ch),1.56,8.20%,0.90%,58.20%,82.80%,63.00%,0/0,3:22
15_Jan_2024,Australian Open,Hard,QF,4,5,(4)Sinner d. (5)Andrey Rublev [RUS],6-4 7-6(5) 6-3, (ch),1.1,8.50%,2.60%,64.10%,76.00%,52.40%,8-Aug,2:39
15_Jan_2024,Australian Open,Hard,R16,4,15,(4)Sinner d. (15)Karen Khachanov [RUS],6-4 7-5 6-3, (ch),1.31,8.20%,3.10%,53.60%,78.80%,57.80%,10-Sep,2:34
15_Jan_2024,Australian Open,Hard,R32,4,29,(4)Sinner d. (26)Sebastian Baez [ARG],6-0 6-1 6-3, (ch),1.72,8.60%,0.00%,64.30%,77.80%,52.00%,4-Apr,1:52
15_Jan_2024,Australian Open,Hard,R64,4,161,(4)Sinner d. (Q)Jesper De Jong [NED],6-2 6-2 6-2, (ch),2.83,12.10%,1.70%,63.80%,86.50%,76.20%,0/0,1:43
15_Jan_2024,Australian Open,Hard,R128,4,59,(4)Sinner d. Botic Van De Zandschulp [NED],6-4 7-5 6-3, (ch),1.33,8.00%,2.30%,58.00%,68.60%,64.90%,6-May,2:34
26_Nov_2023,Davis Cup Finals F: AUS vs ITA,Hard,RR,4,12,Sinner d. Alex De Minaur [AUS],6-3 6-0, (ch),1.58,10.40%,2.10%,70.80%,73.50%,50.00%,1-Jan,
25_Nov_2023,Davis Cup Finals SF: ITA vs SRB,Hard,RR,4,1,Sinner d. Novak Djokovic [SRB],6-2 2-6 7-5,,0.82,11.40%,4.80%,63.80%,71.60%,44.70%,9-Jul,
23_Nov_2023,Davis Cup Finals QF: ITA vs NED,Hard,RR,4,23,Sinner d. Tallon Griekspoor [NED],7-6(3) 6-1,,3.19,18.00%,2.00%,64.00%,90.60%,83.30%,0/0,
13_Nov_2023,Tour Finals,Hard,F,4,1,(1)Novak Djokovic [SRB] d. (4)Sinner,6-3 6-3, (ch),0.38,10.80%,1.40%,66.20%,57.10%,48.00%,8-May,1:43
13_Nov_2023,Tour Finals,Hard,SF,4,3,(4)Sinner d. (3)Daniil Medvedev [RUS],6-3 6-7(4) 6-1, (ch),1.15,9.60%,1.90%,57.70%,83.30%,47.70%,2-Feb,2:29
13_Nov_2023,Tour Finals,Hard,RR,4,1,(4)Sinner d. (1)Novak Djokovic [SRB],7-5 6-7(5) 7-6(2), (ch),0.89,12.70%,1.70%,60.20%,78.90%,55.30%,3-Feb,3:09
13_Nov_2023,Tour Finals,Hard,RR,4,6,(4)Sinner d. Stefanos Tsitsipas [GRE],6-4 6-4, (ch),1.76,17.60%,3.90%,70.60%,88.90%,60.00%,0/0,1:25
13_Nov_2023,Tour Finals,Hard,RR,4,8,(4)Sinner d. (8)Holger Rune [DEN],6-2 5-7 6-4,,1.51,13.10%,0.00%,58.30%,83.70%,60.00%,5-Apr,2:32
30_Oct_2023,Paris Masters,Hard,R16,4,13,(13)Alex De Minaur [AUS] d. (4)Sinner,W/O,,,,,,,,,
30_Oct_2023,Paris Masters,Hard,R32,4,42,(4)Sinner d. Mackenzie Mcdonald [USA],6-7(6) 7-5 6-1, (ch),1.65,4.80%,2.40%,57.80%,85.40%,65.70%,0/1,2:16
23_Oct_2023,Vienna,Hard,F,4,3,(2)Sinner d. (1)Daniil Medvedev [RUS],7-6(7) 4-6 6-3, (ch),1.08,4.20%,0.00%,72.90%,64.00%,50.00%,13-Sep,3:06
23_Oct_2023,Vienna,Hard,SF,4,5,(2)Sinner d. (3)Andrey Rublev [RUS],7-5 7-6(5),,1.31,13.70%,5.50%,61.60%,82.20%,53.60%,6-Apr,1:49
23_Oct_2023,Vienna,Hard,QF,4,14,(2)Sinner d. (7)Frances Tiafoe [USA],6-3 6-4,,1.96,9.10%,1.80%,69.10%,84.20%,70.60%,3-Mar,1:19
23_Oct_2023,Vienna,Hard,R16,4,52,(2)Sinner d. (LL)Lorenzo Sonego [ITA],6-2 6-4,,1.49,1.70%,0.00%,82.80%,72.90%,60.00%,2-Feb,1:33
23_Oct_2023,Vienna,Hard,R32,4,15,(2)Sinner d. Ben Shelton [USA],7-6(2) 7-5, (ch),1.46,11.30%,1.40%,80.30%,84.20%,57.10%,4-Apr,1:44
2_Oct_2023,Shanghai Masters,Hard,R16,4,20,(19)Ben Shelton [USA] d. (6)Sinner,2-6 6-3 7-6(5),,0.96,8.20%,1.00%,73.20%,69.00%,53.80%,10-Sep,2:30
2_Oct_2023,Shanghai Masters,Hard,R32,4,29,(6)Sinner d. (25)Sebastian Baez [ARG],3-6 6-3 6-2, (ch),1.18,9.40%,0.00%,57.60%,81.60%,50.00%,4-Mar,1:59
2_Oct_2023,Shanghai Masters,Hard,R64,4,80,(6)Sinner d. Marcos Giron [USA],7-6(7) 6-2,,1.7,6.60%,3.30%,70.50%,79.10%,55.60%,3-Jan,1:45
27_Sep_2023,Beijing,Hard,F,7,3,(6)Sinner d. (2)Daniil Medvedev [RUS],7-6(2) 7-6(2), (ch),1.44,4.00%,0.00%,68.00%,82.40%,70.80%,1-Jan,2:01
27_Sep_2023,Beijing,Hard,SF,7,2,(6)Sinner d. (1)Carlos Alcaraz [ESP],7-6(4) 6-1, (ch),1.19,1.30%,0.00%,58.70%,65.90%,48.40%,9-Jul,1:55
27_Sep_2023,Beijing,Hard,QF,7,19,(6)Sinner d. Grigor Dimitrov [BUL],6-4 3-6 6-2,,1.16,3.50%,1.20%,58.80%,68.00%,65.70%,8-Jul,2:31
27_Sep_2023,Beijing,Hard,R16,7,38,(6)Sinner d. (SE)Yoshihito Nishioka [JPN],6-2 6-0,,1.95,18.60%,2.30%,48.80%,90.50%,50.00%,2-Jan,1:07
27_Sep_2023,Beijing,Hard,R32,7,33,(6)Sinner d. Daniel Evans [GBR],6-4 6-7(2) 6-3,,1.11,11.00%,2.00%,55.00%,67.30%,62.20%,4-Feb,2:50
28_Aug_2023,US Open,Hard,R16,6,12,(12)Alexander Zverev [GER] d. (6)Sinner,6-4 3-6 6-2 4-6 6-3, (ch),0.91,7.50%,4.40%,53.80%,68.60%,50.00%,14-Aug,4:41
28_Aug_2023,US Open,Hard,R32,6,49,(6)Sinner d. Stan Wawrinka [SUI],6-3 2-6 6-4 6-2, (ch),1.11,9.70%,4.00%,58.90%,72.60%,45.10%,12-Sep,2:58
28_Aug_2023,US Open,Hard,R64,6,39,(6)Sinner d. Lorenzo Sonego [ITA],6-4 6-2 6-4,,2.6,6.10%,1.50%,54.50%,88.90%,80.00%,0/0,2:05
28_Aug_2023,US Open,Hard,R128,6,54,(6)Sinner d. Yannick Hanfmann [GER],6-3 6-1 6-1,,1.68,6.80%,4.10%,55.40%,78.00%,60.60%,4-Apr,2:18
14_Aug_2023,Cincinnati Masters,Hard,R32,6,66,(Q)Dusan Lajovic [SRB] d. (8)Sinner,6-4 7-6(4),,0.88,7.50%,0.00%,51.20%,73.20%,56.40%,4-Mar,2:04
7_Aug_2023,Canada Masters,Hard,F,8,18,(7)Sinner d. Alex De Minaur [AUS],6-4 6-1, (ch),1.64,9.60%,5.80%,50.00%,73.10%,57.70%,4-Feb,1:29
7_Aug_2023,Canada Masters,Hard,SF,8,14,(7)Sinner d. (12)Tommy Paul [USA],6-4 6-4, (ch),1.13,5.70%,4.30%,45.70%,78.10%,42.10%,11-Aug,1:56
7_Aug_2023,Canada Masters,Hard,QF,8,276,(7)Sinner d. (PR)Gael Monfils [FRA],6-4 4-6 6-3, (ch),1.02,5.60%,3.40%,49.40%,81.80%,46.70%,0/2,2:22
7_Aug_2023,Canada Masters,Hard,R16,8,40,(7)Sinner d. Andy Murray [GBR],W/O,,,,,,,,,
7_Aug_2023,Canada Masters,Hard,R32,8,38,(7)Sinner d. Matteo Berrettini [ITA],6-4 6-3, (ch),1.19,15.90%,3.20%,65.10%,82.90%,54.50%,7-Jul,1:30
3_Jul_2023,Wimbledon,Grass,SF,8,2,(2)Novak Djokovic [SRB] d. (8)Sinner,6-3 6-4 7-6(4), (ch),0.97,8.90%,3.30%,60.00%,75.90%,55.60%,9-Jul,2:47
3_Jul_2023,Wimbledon,Grass,QF,8,92,(8)Sinner d. Roman Safiullin [RUS],6-4 3-6 6-2 6-2, (ch),1.57,15.90%,2.30%,54.50%,89.60%,55.00%,5-Mar,2:14
3_Jul_2023,Wimbledon,Grass,R16,8,85,(8)Sinner d. Daniel Elahi Galan [COL],7-6(4) 6-4 6-3, (ch),1.86,13.60%,1.10%,54.50%,85.40%,70.00%,5-Apr,2:37
3_Jul_2023,Wimbledon,Grass,R32,8,79,(8)Sinner d. Quentin Halys [FRA],3-6 6-2 6-3 6-4, (ch),1.39,9.20%,8.20%,49.00%,83.30%,62.00%,4-Feb,2:25
3_Jul_2023,Wimbledon,Grass,R64,8,98,(8)Sinner d. Diego Schwartzman [ARG],7-5 6-1 6-2, (ch),1.62,18.10%,1.20%,56.60%,80.90%,58.30%,5-Apr,2:02
3_Jul_2023,Wimbledon,Grass,R128,8,111,(8)Sinner d. Juan Manuel Cerundolo [ARG],6-2 6-2 6-2, (ch),3.19,12.10%,0.00%,69.00%,82.50%,88.90%,2-Feb,1:30
19_Jun_2023,Halle,Grass,QF,9,48,Alexander Bublik [KAZ] d. (4)Sinner,7-5 2-0 RET, (ch),0.63,5.40%,5.40%,59.50%,63.60%,40.00%,0/3,0:57
19_Jun_2023,Halle,Grass,R16,9,39,(4)Sinner d. Lorenzo Sonego [ITA],6-7(4) 6-4 6-4, (ch),1.18,9.40%,2.80%,61.30%,81.50%,53.70%,8-Aug,2:52
19_Jun_2023,Halle,Grass,R32,9,49,(4)Sinner d. Richard Gasquet [FRA],6-3 5-7 6-2, (ch),1.3,11.80%,2.20%,51.60%,79.20%,53.30%,5-Apr,2:28
12_Jun_2023,s Hertogenbosch,Grass,QF,9,42,Emil Ruusuvuori [FIN] d. (2)Sinner,6-3 6-4, (ch),0.57,5.30%,1.80%,66.70%,63.20%,52.60%,4-Feb,1:20
12_Jun_2023,s Hertogenbosch,Grass,R16,9,47,(2)Sinner d. Alexander Bublik [KAZ],6-4 6-2, (ch),1.86,16.30%,0.00%,65.30%,84.40%,58.80%,1-Jan,1:23
29_May_2023,Roland Garros,Clay,R64,9,79,Daniel Altmaier [GER] d. (8)Sinner,6-7(0) 7-6(7) 1-6 7-6(4) 7-5, (ch),1.06,5.90%,1.60%,58.80%,70.00%,54.50%,9-Apr,5:26
29_May_2023,Roland Garros,Clay,R128,9,101,(8)Sinner d. Alexandre Muller [FRA],6-1 6-4 6-1, (ch),1.84,7.10%,2.90%,57.10%,82.50%,60.00%,2-Feb,1:46
8_May_2023,Rome Masters,Clay,R16,8,31,(24)Francisco Cerundolo [ARG] d. (8)Sinner,6-7(3) 6-2 6-2, (ch),0.78,2.30%,0.00%,69.00%,60.00%,40.70%,14-Jul,2:25
8_May_2023,Rome Masters,Clay,R32,8,93,(8)Sinner d. (LL)Alexander Shevchenko [KAZ],6-3 6-7(4) 6-2, (ch),1.34,1.20%,1.20%,59.30%,70.80%,60.60%,8-Jun,2:12
8_May_2023,Rome Masters,Clay,R64,8,104,(8)Sinner d. (Q)Thanasi Kokkinakis [AUS],6-1 6-4, (ch),5.84,5.10%,0.00%,66.70%,96.20%,84.60%,0/0,1:18
17_Apr_2023,Barcelona,Clay,QF,8,20,(9)Lorenzo Musetti [ITA] d. (4)Sinner,W/O,,,,,,,,,
17_Apr_2023,Barcelona,Clay,R16,8,35,(4)Sinner d. (16)Yoshihito Nishioka [JPN],6-1 4-6 6-3,,1.31,5.50%,2.70%,43.80%,75.00%,46.30%,9-Apr,2:08
17_Apr_2023,Barcelona,Clay,R32,8,48,(4)Sinner d. Diego Schwartzman [ARG],6-2 6-4,,1.42,1.70%,3.30%,60.00%,55.60%,66.70%,8-May,1:40
10_Apr_2023,Monte Carlo Masters,Clay,SF,8,9,(6)Holger Rune [DEN] d. (7)Sinner,1-6 7-5 7-5, (ch),0.96,0.00%,4.30%,56.00%,64.60%,56.90%,14-Nov,2:46
10_Apr_2023,Monte Carlo Masters,Clay,QF,8,21,(7)Sinner d. (16)Lorenzo Musetti [ITA],6-2 6-2, (ch),1.69,1.80%,0.00%,56.40%,77.40%,58.30%,5-May,1:15
10_Apr_2023,Monte Carlo Masters,Clay,R16,8,13,(7)Sinner d. (10)Hubert Hurkacz [POL],3-6 7-6(6) 6-1, (ch),1.28,3.40%,3.40%,58.40%,75.00%,56.80%,8-Jun,2:27
10_Apr_2023,Monte Carlo Masters,Clay,R32,8,37,(7)Sinner d. Diego Schwartzman [ARG],6-0 3-1 RET, (ch),3.85,8.00%,8.00%,48.00%,83.30%,76.90%,0/0,0:42
20_Mar_2023,Miami Masters,Hard,F,11,5,(4)Daniil Medvedev [RUS] d. (10)Sinner,7-5 6-3, (ch),0.63,9.50%,0.00%,55.60%,68.60%,32.10%,6-Feb,1:34
20_Mar_2023,Miami Masters,Hard,SF,11,1,(10)Sinner d. (1)Carlos Alcaraz [ESP],6-7(4) 6-4 6-2, (ch),1.24,7.70%,3.80%,63.50%,68.20%,55.30%,12-Sep,3:01
20_Mar_2023,Miami Masters,Hard,QF,11,54,(10)Sinner d. Emil Ruusuvuori [FIN],6-3 6-1, (ch),2.21,9.50%,4.80%,52.40%,95.50%,60.00%,1-Jan,1:14
20_Mar_2023,Miami Masters,Hard,R16,11,7,(10)Sinner d. (6)Andrey Rublev [RUS],6-2 6-4, (ch),1.81,17.40%,0.00%,60.90%,85.70%,66.70%,0/0,1:12
20_Mar_2023,Miami Masters,Hard,R32,11,27,(10)Sinner d. (21)Grigor Dimitrov [BUL],6-3 6-4, (ch),1.22,3.80%,1.90%,60.40%,68.80%,47.60%,3-Jan,1:27
20_Mar_2023,Miami Masters,Hard,R64,11,58,(10)Sinner d. Laslo Djere [SRB],6-4 6-2, (ch),1.45,6.00%,8.00%,58.00%,79.30%,42.90%,3-Jan,1:23
6_Mar_2023,Indian Wells Masters,Hard,SF,13,2,(1)Carlos Alcaraz [ESP] d. (11)Sinner,7-6(4) 6-3, (ch),0.93,5.60%,5.60%,50.00%,77.80%,47.20%,6-Apr,1:52
6_Mar_2023,Indian Wells Masters,Hard,QF,13,5,(11)Sinner d. (4)Taylor Fritz [USA],6-4 4-6 6-4,,1.16,5.70%,1.10%,63.60%,80.40%,46.90%,3-Jan,2:17
6_Mar_2023,Indian Wells Masters,Hard,R16,13,100,(11)Sinner d. (PR)Stan Wawrinka [SUI],6-1 6-4,,1.41,7.80%,0.00%,48.40%,67.70%,60.60%,9-Aug,1:38
6_Mar_2023,Indian Wells Masters,Hard,R32,13,68,(11)Sinner d. Adrian Mannarino [FRA],7-6(7) 6-4, (ch),1.69,9.80%,6.60%,54.10%,81.80%,78.60%,0/0,1:47
6_Mar_2023,Indian Wells Masters,Hard,R64,13,43,(11)Sinner d. Richard Gasquet [FRA],6-3 7-6(2), (ch),1.44,13.60%,1.50%,53.00%,88.60%,54.80%,2-Jan,1:34
20_Feb_2023,Marseille,Hard,R16,12,118,(WC)Arthur Fils [FRA] d. (2)Sinner,W/O,,,,,,,,,
13_Feb_2023,Rotterdam,Hard,F,14,11,(6)Daniil Medvedev [RUS] d. Sinner,5-7 6-2 6-2, (ch),0.78,2.10%,1.00%,57.30%,61.80%,46.30%,12-Jul,2:29
13_Feb_2023,Rotterdam,Hard,SF,14,61,Sinner d. (WC)Tallon Griekspoor [NED],7-5 7-6(5), (ch),1.15,9.30%,1.30%,52.00%,82.10%,63.90%,0/0,1:56
13_Feb_2023,Rotterdam,Hard,QF,14,130,Sinner d. (PR)Stan Wawrinka [SUI],6-1 6-3, (ch),1.76,7.70%,0.00%,57.70%,73.30%,59.10%,5-Apr,1:12
13_Feb_2023,Rotterdam,Hard,R16,14,3,Sinner d. (1)Stefanos Tsitsipas [GRE],6-4 6-3, (ch),2.64,6.80%,2.30%,61.40%,88.90%,76.50%,0/0,1:21
13_Feb_2023,Rotterdam,Hard,R32,14,48,Sinner d. Benjamin Bonzi [FRA],6-2 3-6 6-1,,1.44,9.00%,0.00%,57.70%,77.80%,54.50%,3-Feb,2:04
6_Feb_2023,Montpellier,Hard,F,17,51,(2)Sinner d. Maxime Cressy [USA],7-6(3) 6-3, (ch),1.64,6.60%,1.60%,62.30%,86.80%,69.60%,3-Mar,1:36
6_Feb_2023,Montpellier,Hard,SF,17,163,(2)Sinner d. (WC)Arthur Fils [FRA],7-5 6-2, (ch),1.75,9.10%,1.80%,61.80%,82.40%,66.70%,2-Feb,1:34
6_Feb_2023,Montpellier,Hard,QF,17,56,(2)Sinner d. Lorenzo Sonego [ITA],6-4 6-2,,1.52,2.00%,3.90%,54.90%,64.30%,73.90%,3-Feb,1:35
6_Feb_2023,Montpellier,Hard,R16,17,69,(2)Sinner d. Marton Fucsovics [HUN],W/O,,,,,,,,,
16_Jan_2023,Australian Open,Hard,R16,16,4,(3)Stefanos Tsitsipas [GRE] d. (15)Sinner,6-4 6-4 3-6 4-6 6-3, (ch),1.06,8.10%,2.20%,67.60%,71.70%,52.30%,11-Jun,4:00
16_Jan_2023,Australian Open,Hard,R32,16,78,(15)Sinner d. Marton Fucsovics [HUN],4-6 4-6 6-1 6-2 6-0, (ch),1.27,4.40%,3.70%,59.30%,71.30%,45.50%,12-Jul,3:33
16_Jan_2023,Australian Open,Hard,R64,16,79,(15)Sinner d. Tomas Martin Etcheverry [ARG],6-3 6-2 6-2, (ch),2.09,8.80%,4.40%,61.80%,88.10%,61.50%,0/0,1:44
16_Jan_2023,Australian Open,Hard,R128,16,581,(15)Sinner d. Kyle Edmund [GBR],6-4 6-0 6-2, (ch),1.71,7.30%,2.40%,65.90%,81.50%,42.90%,6-May,1:56
2_Jan_2023,Adelaide 1,Hard,QF,15,33,Sebastian Korda [USA] d. (6)Sinner,7-5 6-1, (ch),0.64,15.10%,5.70%,64.20%,67.60%,31.60%,9-Apr,1:26
2_Jan_2023,Adelaide 1,Hard,R16,15,93,(6)Sinner d. (WC)Thanasi Kokkinakis [AUS],7-6(2) 6-4, (ch),1.08,6.40%,2.60%,74.40%,69.00%,60.00%,7-Jun,2:02
2_Jan_2023,Adelaide 1,Hard,R32,15,582,(6)Sinner d. (PR)Kyle Edmund [GBR],6-3 6-2,,3.76,12.20%,2.40%,61.00%,92.00%,81.30%,0/0,1:05
31_Oct_2022,Paris Masters,Hard,R64,12,61,(Q)Marc Andrea Huesler [SUI] d. (11)Sinner,6-2 6-3,,0.57,4.00%,8.00%,42.00%,66.70%,44.80%,5-Jan,1:08
24_Oct_2022,Vienna,Hard,QF,12,4,(1)Daniil Medvedev [RUS] d. (6)Sinner,6-4 6-2, (ch),0.61,6.50%,0.00%,53.20%,63.60%,48.30%,6-Mar,1:30
24_Oct_2022,Vienna,Hard,R16,12,29,(6)Sinner d. Francisco Cerundolo [ARG],7-5 6-3,,1.23,3.10%,0.00%,64.60%,64.30%,60.90%,4-Feb,1:29
24_Oct_2022,Vienna,Hard,R32,12,86,(6)Sinner d. Cristian Garin [CHI],6-3 6-2, (ch),2.77,20.90%,2.30%,60.50%,92.30%,70.60%,0/0,1:13
26_Sep_2022,Sofia,Hard,SF,10,31,(5)Holger Rune [DEN] d. (1)Sinner,5-7 6-4 5-2 RET, (ch),1.07,13.80%,1.30%,67.50%,72.20%,53.80%,4-Jan,2:29
26_Sep_2022,Sofia,Hard,QF,10,144,(1)Sinner d. Aleksandar Vukic [AUS],6-2 6-3,,1.8,15.00%,8.30%,50.00%,83.30%,56.70%,7-Jun,1:20
26_Sep_2022,Sofia,Hard,R16,10,93,(1)Sinner d. Nuno Borges [POR],6-3 6-4,,1.23,16.40%,8.20%,59.00%,88.90%,44.00%,0/0,1:25
18_Sep_2022,Davis Cup Finals RR: ITA vs SWE,Hard,RR,11,98,Mikael Ymer [SWE] d. Sinner,6-4 3-6 6-3,,,,,,,,,
16_Sep_2022,Davis Cup Finals RR: ITA vs ARG,Hard,RR,11,27,Sinner d. Francisco Cerundolo [ARG],7-5 1-6 6-3,,,,,,,,,
29_Aug_2022,US Open,Hard,QF,13,4,(3)Carlos Alcaraz [ESP] d. (11)Sinner,6-3 6-7(7) 6-7(0) 7-5 6-3, (ch),0.86,3.80%,5.20%,54.90%,64.10%,44.80%,15/26,5:15
29_Aug_2022,US Open,Hard,R16,13,73,(11)Sinner d. Ilya Ivashka [BLR],6-1 5-7 6-2 4-6 6-3, (ch),1.24,3.70%,10.40%,46.30%,72.60%,48.60%,14-Jun,3:48
29_Aug_2022,US Open,Hard,R32,13,69,(11)Sinner d. Brandon Nakashima [USA],3-6 6-4 6-1 6-2, (ch),1.27,13.80%,3.40%,60.30%,74.30%,50.00%,8-Jun,2:59
29_Aug_2022,US Open,Hard,R64,13,145,(11)Sinner d. Christopher Eubanks [USA],6-4 7-6(8) 6-2,,1.64,13.60%,4.50%,54.50%,85.40%,62.50%,4-Mar,2:24
29_Aug_2022,US Open,Hard,R128,13,93,(11)Sinner d. Daniel Altmaier [GER],5-7 6-2 6-1 3-6 6-1,,1.6,13.20%,4.10%,57.00%,75.40%,67.30%,9-Jun,3:35
15_Aug_2022,Cincinnati Masters,Hard,R16,12,9,(7)Felix Auger Aliassime [CAN] d. (10)Sinner,2-6 7-6(1) 6-1, (ch),0.87,4.30%,4.30%,55.90%,63.50%,56.10%,8-May,2:26
15_Aug_2022,Cincinnati Masters,Hard,R32,12,36,(10)Sinner d. Miomir Kecmanovic [SRB],7-5 3-1 RET,,1.67,12.50%,5.00%,55.00%,95.50%,44.40%,0/1,1:15
15_Aug_2022,Cincinnati Masters,Hard,R64,12,75,(10)Sinner d. (Q)Thanasi Kokkinakis [AUS],6-7(9) 6-4 7-6(6),,1.15,5.40%,2.70%,53.60%,76.70%,63.50%,6-May,3:14
8_Aug_2022,Canada Masters,Hard,R16,12,23,Pablo Carreno Busta [ESP] d. (7)Sinner,6-2 6-4, (ch),0.63,9.30%,3.70%,50.00%,77.80%,44.40%,5-Feb,1:24
