Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
8_Aug_2022,Canada Masters,Hard,R32,12,70,(7)Sinner d. (Q)Adrian Mannarino [FRA],2-6 6-4 6-2,,0.98,16.50%,5.10%,53.20%,78.60%,48.60%,4-Feb,2:05
25_Jul_2022,Umag,Clay,F,10,5,(2)Sinner d. (1)Carlos Alcaraz [ESP],6-7(5) 6-1 6-1, (ch),1.36,6.50%,4.30%,57.60%,77.40%,61.50%,9-Sep,2:25
25_Jul_2022,Umag,Clay,SF,10,136,(2)Sinner d. (Q)Franco Agamenone [ITA],6-1 6-3, (ch),1.74,0.00%,2.30%,62.80%,77.80%,56.30%,3-Feb,1:26
25_Jul_2022,Umag,Clay,QF,10,86,(2)Sinner d. Roberto Carballes Baena [ESP],6-4 7-6(5), (ch),1.45,8.80%,2.90%,51.50%,82.90%,60.60%,0/1,2:18
25_Jul_2022,Umag,Clay,R16,10,59,(2)Sinner d. Jaume Munar [ESP],6-4 6-4,,1.25,1.50%,5.90%,52.90%,72.20%,50.00%,8-Jun,1:56
27_Jun_2022,Wimbledon,Grass,QF,13,3,(1)Novak Djokovic [SRB] d. (10)Sinner,5-7 2-6 6-3 6-2 6-2, (ch),0.79,6.00%,5.20%,53.70%,69.40%,50.00%,15-Sep,3:35
27_Jun_2022,Wimbledon,Grass,R16,13,7,(10)Sinner d. (5)Carlos Alcaraz [ESP],6-1 6-4 6-7(8) 6-3, (ch),1.27,2.80%,3.50%,57.30%,74.40%,65.60%,7-Jul,3:35
27_Jun_2022,Wimbledon,Grass,R32,13,24,(10)Sinner d. (20)John Isner [USA],6-4 7-6(4) 6-3,,1.46,2.10%,3.20%,55.80%,81.10%,69.00%,0/0,2:20
27_Jun_2022,Wimbledon,Grass,R64,13,88,(10)Sinner d. Mikael Ymer [SWE],6-4 6-3 5-7 6-2,,1.47,3.80%,4.70%,59.40%,79.40%,55.80%,6-Mar,3:03
27_Jun_2022,Wimbledon,Grass,R128,13,267,(10)Sinner d. Stan Wawrinka [SUI],7-5 4-6 6-3 6-2,,1.34,7.80%,2.60%,63.80%,77.00%,59.50%,5-Mar,2:41
20_Jun_2022,Eastbourne,Grass,R16,13,35,Tommy Paul [USA] d. (2)Sinner,6-3 3-6 6-3, (ch),1.02,6.60%,5.30%,48.70%,81.10%,59.00%,4-Feb,2:04
23_May_2022,Roland Garros,Clay,R16,12,7,(7)Andrey Rublev [RUS] d. (11)Sinner,1-6 6-4 2-0 RET,,0.79,9.10%,4.50%,51.50%,70.60%,50.00%,5-Mar,
23_May_2022,Roland Garros,Clay,R32,12,60,(11)Sinner d. Mackenzie Mcdonald [USA],6-3 7-6(6) 6-3,,1.27,3.80%,1.90%,56.60%,75.00%,56.50%,8-Jul,
23_May_2022,Roland Garros,Clay,R64,12,89,(11)Sinner d. Roberto Carballes Baena [ESP],3-6 6-4 6-4 6-3,,1.12,8.50%,2.30%,58.90%,67.10%,52.80%,13-Sep,
23_May_2022,Roland Garros,Clay,R128,12,186,(11)Sinner d. (Q)Bjorn Fratangelo [USA],6-3 6-2 6-3,,1.67,7.80%,2.60%,61.00%,78.70%,63.30%,2-Feb,
9_May_2022,Rome Masters,Clay,QF,13,5,(4)Stefanos Tsitsipas [GRE] d. (10)Sinner,7-6(5) 6-2, (ch),0.95,4.40%,2.90%,66.20%,73.30%,30.40%,6-Mar,2:27
9_May_2022,Rome Masters,Clay,R16,13,54,(10)Sinner d. Filip Krajinovic [SRB],6-2 7-6(6),,0.98,18.60%,2.90%,54.30%,81.60%,43.80%,2-Jan,1:41
9_May_2022,Rome Masters,Clay,R32,13,56,(10)Sinner d. Fabio Fognini [ITA],6-2 3-6 6-3,,1.23,2.80%,1.40%,46.50%,72.70%,55.30%,5-Feb,2:03
9_May_2022,Rome Masters,Clay,R64,13,40,(10)Sinner d. Pedro Martinez [ESP],6-4 6-3, (ch),1.31,7.00%,1.80%,61.40%,77.10%,54.50%,2-Jan,1:24
2_May_2022,Madrid Masters,Clay,R16,12,10,(8)Felix Auger Aliassime [CAN] d. (10)Sinner,6-1 6-2, (ch),0.38,1.60%,1.60%,67.70%,47.60%,50.00%,8-Apr,1:19
2_May_2022,Madrid Masters,Clay,R32,12,22,(10)Sinner d. Alex De Minaur [AUS],6-4 6-1, (ch),1.5,2.00%,6.00%,60.00%,70.00%,55.00%,4-Feb,1:14
2_May_2022,Madrid Masters,Clay,R64,12,35,(10)Sinner d. Tommy Paul [USA],6-7(4) 7-6(4) 6-3, (ch),1.22,7.40%,2.80%,59.30%,71.90%,65.90%,4-Feb,3:00
11_Apr_2022,Monte Carlo Masters,Clay,QF,12,3,(2)Alexander Zverev [GER] d. (9)Sinner,5-7 6-3 7-6(5),,0.91,3.00%,3.00%,55.00%,72.70%,37.80%,8-Mar,3:07
11_Apr_2022,Monte Carlo Masters,Clay,R16,12,8,(9)Sinner d. (5)Andrey Rublev [RUS],5-7 6-1 6-3, (ch),1.3,7.10%,2.40%,56.50%,70.80%,51.40%,10-Jun,2:20
11_Apr_2022,Monte Carlo Masters,Clay,R32,12,81,(9)Sinner d. (Q)Emil Ruusuvuori [FIN],7-5 6-3, (ch),1.03,3.90%,3.90%,53.90%,65.90%,48.60%,8-Jun,1:43
11_Apr_2022,Monte Carlo Masters,Clay,R64,12,198,(9)Sinner d. (PR)Borna Coric [CRO],6-3 2-6 6-3, (ch),1.22,5.60%,6.70%,55.60%,78.00%,50.00%,9-Jul,2:27
21_Mar_2022,Miami Masters,Hard,QF,11,103,Francisco Cerundolo [ARG] d. (9)Sinner,4-1 RET, (ch),0.65,7.70%,0.00%,46.20%,66.70%,42.90%,0/1,0:22
21_Mar_2022,Miami Masters,Hard,R16,11,102,(9)Sinner d. (WC)Nick Kyrgios [AUS],7-6(3) 6-3, (ch),1.27,11.40%,5.70%,65.70%,82.60%,45.80%,2-Feb,1:39
21_Mar_2022,Miami Masters,Hard,R32,11,19,(9)Sinner d. (17)Pablo Carreno Busta [ESP],5-7 7-5 7-5, (ch),0.98,10.70%,0.70%,60.70%,67.10%,49.10%,13/17,3:11
21_Mar_2022,Miami Masters,Hard,R64,11,71,(9)Sinner d. Emil Ruusuvuori [FIN],6-4 3-6 7-6(8), (ch),0.95,3.00%,2.00%,62.40%,77.80%,39.50%,8-Jun,2:40
7_Mar_2022,Indian Wells Masters,Hard,R16,10,132,(WC)Nick Kyrgios [AUS] d. (10)Sinner,W/O,,,,,,,,,
7_Mar_2022,Indian Wells Masters,Hard,R32,10,62,(10)Sinner d. Benjamin Bonzi [FRA],7-6(5) 3-6 6-4,,0.96,10.60%,0.90%,61.90%,71.40%,41.90%,10-Jun,2:37
7_Mar_2022,Indian Wells Masters,Hard,R64,10,52,(10)Sinner d. Laslo Djere [SRB],6-3 6-3,,1.5,3.60%,5.50%,45.50%,76.00%,63.30%,6-May,1:28
4_Mar_2022,Davis Cup QLS R1: ITA vs SVK,Hard,RR,11,110,Sinner d. Norbert Gombos [SVK],6-4 4-6 6-4,,1.04,11.00%,1.20%,72.00%,76.30%,47.80%,0/2,2:00
4_Mar_2022,Davis Cup QLS R1: ITA vs SVK,Hard,RR,11,203,Sinner d. Filip Horansky [SVK],7-5 6-4,,1.88,11.50%,0.00%,63.50%,81.80%,73.70%,0/1,1:31
21_Feb_2022,Dubai,Hard,QF,10,11,(5)Hubert Hurkacz [POL] d. (4)Sinner,6-3 6-3, (ch),0.64,6.70%,1.70%,70.00%,71.40%,27.80%,8-May,1:24
21_Feb_2022,Dubai,Hard,R16,10,89,(4)Sinner d. (WC)Andy Murray [GBR],7-5 6-2,,1.51,7.00%,1.80%,70.20%,82.50%,41.20%,0/0,1:43
21_Feb_2022,Dubai,Hard,R32,10,43,(4)Sinner d. Alejandro Davidovich Fokina [ESP],4-6 7-6(6) 6-3,,1.26,5.40%,2.20%,63.40%,78.00%,58.80%,0/2,2:31
17_Jan_2022,Australian Open,Hard,QF,10,4,(4)Stefanos Tsitsipas [GRE] d. (11)Sinner,6-3 6-4 6-2, (ch),0.77,6.10%,1.50%,63.60%,71.40%,54.20%,0/4,2:06
17_Jan_2022,Australian Open,Hard,R16,10,42,(11)Sinner d. (32)Alex De Minaur [AUS],7-6(3) 6-3 6-4,,1.22,8.10%,0.00%,62.20%,75.40%,61.90%,8-Jul,2:35
17_Jan_2022,Australian Open,Hard,R32,10,120,(11)Sinner d. (Q)Taro Daniel [JPN],6-4 1-6 6-3 6-1,,1.23,10.50%,2.10%,73.70%,74.30%,32.00%,6-Feb,2:41
17_Jan_2022,Australian Open,Hard,R64,10,104,(11)Sinner d. Steve Johnson [USA],6-2 6-4 6-3, (ch),1.9,15.50%,2.80%,63.40%,82.20%,69.20%,1-Jan,1:41
17_Jan_2022,Australian Open,Hard,R128,10,140,(11)Sinner d. (LL)Joao Sousa [POR],6-4 7-5 6-1,,1.54,3.40%,2.30%,64.80%,73.70%,58.10%,0/2,2:07
3_Jan_2022,Atp Cup,Hard,RR,10,167,Sinner d. Roman Safiullin [RUS],7-6(6) 6-3, (ch),1.02,12.20%,2.20%,61.10%,70.90%,48.60%,12-Nov,1:56
3_Jan_2022,Atp Cup,Hard,RR,10,58,Sinner d. Arthur Rinderknech [FRA],6-3 7-6(3),,1.59,4.90%,4.90%,57.40%,85.70%,61.50%,2-Jan,1:36
3_Jan_2022,Atp Cup,Hard,RR,10,176,Sinner d. Max Purcell [AUS],6-1 6-3,,2.25,14.60%,0.00%,73.20%,83.30%,54.50%,0/1,1:03
29_Nov_2021,Davis Cup Finals QF: ITA vs CRO,Hard,RR,10,30,Sinner d. Marin Cilic [CRO],3-6 7-6(4) 6-3,,1.19,3.30%,2.20%,62.60%,68.40%,52.90%,8-Apr,2:41
27_Nov_2021,Davis Cup Finals RR: ITA vs COL,Hard,RR,10,111,Sinner d. Daniel Elahi Galan [COL],7-5 6-0,,1.58,2.00%,0.00%,49.00%,72.00%,57.70%,0/2,1:18
26_Nov_2021,Davis Cup Finals RR: USA vs ITA,Hard,RR,10,24,Sinner d. John Isner [USA],6-2 6-0,,3.9,2.90%,5.90%,70.60%,87.50%,80.00%,3-Mar,1:02
15_Nov_2021,Tour Finals,Hard,RR,11,9,(9)Sinner d. (7)Hubert Hurkacz [POL],6-2 6-2, (ch),1.41,7.20%,0.00%,56.50%,74.40%,50.00%,5-May,1:25
15_Nov_2021,Tour Finals,Hard,RR,11,2,(2)Daniil Medvedev [RUS] d. (9)Sinner,6-0 6-7(5) 7-6(8), (ch),0.78,4.80%,1.90%,61.50%,71.90%,50.00%,11-Jun,2:29
8_Nov_2021,Stockholm,Hard,R16,10,143,(WC)Andy Murray [GBR] d. (1)Sinner,7-6(4) 6-3,,0.78,8.00%,1.30%,48.00%,75.00%,51.30%,6-Apr,2:15
1_Nov_2021,Paris Masters,Hard,R32,9,35,Carlos Alcaraz [ESP] d. (8)Sinner,7-6(1) 7-5, (ch),0.76,5.90%,2.40%,63.50%,61.10%,58.10%,11-Sep,2:07
25_Oct_2021,Vienna,Hard,SF,11,49,(Q)Frances Tiafoe [USA] d. (7)Sinner,3-6 7-5 6-2, (ch),0.94,9.40%,3.50%,63.50%,68.50%,41.90%,9-May,2:18
25_Oct_2021,Vienna,Hard,QF,11,8,(7)Sinner d. (4)Casper Ruud [NOR],7-5 6-1, (ch),1.37,16.10%,0.00%,67.70%,76.20%,40.00%,5-Apr,1:37
25_Oct_2021,Vienna,Hard,R16,11,116,(7)Sinner d. (WC)Dennis Novak [AUT],6-4 6-2,,1.19,3.40%,5.10%,62.70%,75.70%,54.50%,6-Jun,1:16
25_Oct_2021,Vienna,Hard,R32,11,27,(7)Sinner d. Reilly Opelka [USA],6-4 6-2, (ch),2.8,2.40%,2.40%,69.00%,93.10%,69.20%,0/0,1:03
18_Oct_2021,Antwerp,Hard,F,16,13,(1)Sinner d. (2)Diego Schwartzman [ARG],6-2 6-2, (ch),2.33,18.20%,4.50%,52.30%,91.30%,61.90%,2-Feb,1:16
18_Oct_2021,Antwerp,Hard,SF,16,32,(1)Sinner d. (7)Lloyd Harris [RSA],6-2 6-2,,1.76,3.50%,0.00%,61.40%,77.10%,59.10%,3-Mar,1:26
18_Oct_2021,Antwerp,Hard,QF,16,65,(1)Sinner d. Arthur Rinderknech [FRA],6-4 6-2, (ch),2.01,8.90%,2.20%,64.40%,82.80%,68.80%,3-Feb,1:18
18_Oct_2021,Antwerp,Hard,R16,16,69,(1)Sinner d. Lorenzo Musetti [ITA],7-5 6-2,,1.87,3.80%,1.90%,47.20%,80.00%,75.00%,1-Jan,1:34
4_Oct_2021,Indian Wells Masters,Hard,R16,14,39,(31)Taylor Fritz [USA] d. (10)Sinner,6-4 6-3,,0.83,0.00%,6.20%,50.80%,60.60%,34.40%,12-Jul,1:40
4_Oct_2021,Indian Wells Masters,Hard,R32,14,23,(10)Sinner d. (20)John Isner [USA],W/O,,,,,,,,,
4_Oct_2021,Indian Wells Masters,Hard,R64,14,90,(10)Sinner d. John Millman [AUS],6-2 6-2,,2.55,7.50%,2.50%,52.50%,85.70%,73.70%,0/0,1:14
27_Sep_2021,Sofia,Hard,F,14,20,(1)Sinner d. (2)Gael Monfils [FRA],6-3 6-4, (ch),1.5,3.70%,1.90%,50.00%,92.60%,63.00%,2-Feb,1:17
27_Sep_2021,Sofia,Hard,SF,14,37,(1)Sinner d. (5)Filip Krajinovic [SRB],6-3 7-5,,1.54,12.50%,1.80%,53.60%,76.70%,61.50%,3-Jan,1:46
27_Sep_2021,Sofia,Hard,QF,14,56,(1)Sinner d. James Duckworth [AUS],7-6(4) 6-4,,1.09,6.90%,4.60%,56.30%,75.50%,36.80%,5-Feb,1:54
27_Sep_2021,Sofia,Hard,R16,14,112,(1)Sinner d. (Q)Egor Gerasimov [BLR],6-2 7-6(3),,1.47,6.00%,3.00%,53.70%,80.60%,58.10%,8-Jul,1:41
30_Aug_2021,US Open,Hard,R16,16,4,(4)Alexander Zverev [GER] d. (13)Sinner,6-4 6-4 7-6(7), (ch),0.89,4.70%,1.90%,60.40%,73.40%,50.00%,11-Aug,2:25
30_Aug_2021,US Open,Hard,R32,16,20,(13)Sinner d. (17)Gael Monfils [FRA],7-6(1) 6-2 4-6 4-6 6-4, (ch),1.12,3.00%,3.00%,56.00%,68.80%,54.80%,18-Dec,3:42
30_Aug_2021,US Open,Hard,R64,16,716,(13)Sinner d. (WC)Zachary Svajda [USA],6-3 7-6(2) 6-7(6) 6-4,,1.1,5.10%,1.90%,56.10%,78.40%,46.40%,10-Jul,3:34
30_Aug_2021,US Open,Hard,R128,16,191,(13)Sinner d. (WC)Max Purcell [AUS],6-4 6-2 4-6 6-2,,1.36,11.10%,3.70%,53.70%,75.90%,60.00%,7-May,2:33
16_Aug_2021,Cincinnati Masters,Hard,R32,15,26,John Isner [USA] d. (11)Sinner,5-7 7-6(4) 6-4,,1.13,11.10%,2.00%,53.50%,84.90%,58.70%,4-Mar,2:35
16_Aug_2021,Cincinnati Masters,Hard,R64,15,48,(11)Sinner d. Federico Delbonis [ARG],6-2 7-5,,1.32,9.00%,0.00%,64.20%,74.40%,45.80%,6-Apr,1:38
9_Aug_2021,Canada Masters,Hard,R32,15,85,(Q)James Duckworth [AUS] d. (16)Sinner,6-3 6-4,,0.69,5.00%,3.30%,63.30%,76.30%,40.90%,4-Feb,1:16
2_Aug_2021,Washington,Hard,F,24,107,(5)Sinner d. Mackenzie Mcdonald [USA],7-5 4-6 7-5, (ch),,,,,,,,
2_Aug_2021,Washington,Hard,SF,24,130,(5)Sinner d. (WC)Jenson Brooksby [USA],7-6(2) 6-1, (ch),1.86,10.50%,1.80%,52.60%,83.30%,70.40%,3-Mar,1:29
2_Aug_2021,Washington,Hard,QF,24,81,(5)Sinner d. Steve Johnson [USA],6-4 6-2, (ch),1.84,13.70%,2.00%,56.90%,93.10%,54.50%,3-Mar,1:11
2_Aug_2021,Washington,Hard,R16,24,45,(5)Sinner d. (12)Sebastian Korda [USA],7-6(3) 7-6(3), (ch),1.12,3.60%,6.00%,51.80%,72.10%,55.00%,5-Feb,1:56
2_Aug_2021,Washington,Hard,R32,24,69,(5)Sinner d. Emil Ruusuvuori [FIN],6-2 6-4, (ch),1.8,6.10%,0.00%,40.80%,85.00%,69.00%,0/0,1:18
26_Jul_2021,Atlanta,Hard,R16,23,132,(Q)Christopher Oconnell [AUS] d. (2)Sinner,7-6(7) 6-4,,0.95,7.20%,2.90%,60.90%,81.00%,51.90%,0/1,1:37
28_Jun_2021,Wimbledon,Grass,R128,23,48,Marton Fucsovics [HUN] d. (19)Sinner,5-7 6-3 7-5 6-3,,0.89,1.50%,3.80%,56.80%,65.30%,42.10%,19-Oct,3:04
14_Jun_2021,Queen's Club,Grass,R32,23,309,(WC)Jack Draper [GBR] d. (3)Sinner,7-6(6) 7-6(2),,0.81,8.50%,4.30%,63.80%,70.00%,41.20%,6-Mar,1:58
31_May_2021,Roland Garros,Clay,R16,19,3,(3)Rafael Nadal [ESP] d. (18)Sinner,7-5 6-3 6-0, (ch),0.59,0.00%,5.30%,65.80%,42.00%,38.50%,14-May,2:17
31_May_2021,Roland Garros,Clay,R32,19,105,(18)Sinner d. Mikael Ymer [SWE],6-1 7-5 6-3,,1.5,5.40%,3.30%,56.50%,80.80%,52.50%,11-Oct,2:22
31_May_2021,Roland Garros,Clay,R64,19,87,(18)Sinner d. Gianluca Mager [ITA],6-1 7-5 3-6 6-3,,1.53,8.20%,0.00%,60.80%,76.30%,71.10%,4-Feb,2:19
31_May_2021,Roland Garros,Clay,R128,19,85,(18)Sinner d. Pierre Hugues Herbert [FRA],6-1 4-6 6-7(4) 7-5 6-4, (ch),1.19,3.20%,2.60%,61.70%,68.40%,59.30%,12-Aug,3:32
17_May_2021,Lyon,Clay,R16,17,125,(LL)Arthur Rinderknech [FRA] d. (6)Sinner,6-7(7) 6-2 7-5,,0.84,5.60%,1.90%,62.00%,67.20%,46.30%,13-Jul,2:34
17_May_2021,Lyon,Clay,R32,17,25,(6)Sinner d. Aslan Karatsev [RUS],0-6 6-3 6-4,,0.95,3.40%,2.20%,64.00%,57.90%,53.10%,13-Sep,2:33
10_May_2021,Rome Masters,Clay,R32,18,3,(2)Rafael Nadal [ESP] d. Sinner,7-5 6-4,,0.79,1.30%,2.60%,53.80%,59.50%,44.40%,15-Oct,2:10
10_May_2021,Rome Masters,Clay,R64,18,32,Sinner d. Ugo Humbert [FRA],6-2 6-4,,1.45,0.00%,2.00%,59.20%,72.40%,60.00%,0/1,1:30
3_May_2021,Madrid Masters,Clay,R32,18,76,(Q)Alexei Popyrin [AUS] d. (14)Sinner,7-6(5) 6-2,,0.85,0.00%,3.00%,56.70%,63.20%,41.40%,6-Feb,1:34
3_May_2021,Madrid Masters,Clay,R64,18,55,(14)Sinner d. Guido Pella [ARG],6-2 4-4 RET,,1.83,14.60%,2.40%,63.40%,80.80%,66.70%,0/1,1:04
19_Apr_2021,Barcelona,Clay,SF,19,5,(2)Stefanos Tsitsipas [GRE] d. (11)Sinner,6-3 6-3,,0.73,1.90%,3.70%,51.90%,57.10%,57.70%,10-Jul,1:23
19_Apr_2021,Barcelona,Clay,QF,19,7,(11)Sinner d. (3)Andrey Rublev [RUS],6-2 7-6(6), (ch),1.2,5.80%,2.90%,59.40%,63.40%,60.70%,3-Feb,1:35
19_Apr_2021,Barcelona,Clay,R16,19,11,(11)Sinner d. (5)Roberto Bautista Agut [ESP],7-6(9) 6-2,,1.18,6.70%,0.00%,67.80%,68.90%,48.30%,7-May,1:56
19_Apr_2021,Barcelona,Clay,R32,19,77,(11)Sinner d. Egor Gerasimov [BLR],6-3 6-2,,1.58,10.20%,0.00%,65.30%,81.30%,52.90%,3-Mar,1:08
12_Apr_2021,Monte Carlo Masters,Clay,R32,22,1,(1)Novak Djokovic [SRB] d. Sinner,6-4 6-2,,0.76,1.40%,4.10%,63.00%,47.80%,51.90%,10-May,1:34
12_Apr_2021,Monte Carlo Masters,Clay,R64,22,46,Sinner d. Albert Ramos [ESP],6-3 6-4,,1.36,7.10%,1.80%,58.90%,78.80%,52.20%,3-Feb,1:23
22_Mar_2021,Miami Masters,Hard,F,31,37,(26)Hubert Hurkacz [POL] d. (21)Sinner,7-6(4) 6-4, (ch),0.86,1.30%,6.40%,60.30%,55.30%,48.40%,11-Jul,1:43
22_Mar_2021,Miami Masters,Hard,SF,31,12,(21)Sinner d. (7)Roberto Bautista Agut [ESP],5-7 6-4 6-4, (ch),1.06,5.00%,2.00%,65.00%,64.60%,57.10%,10-Jul,2:28
22_Mar_2021,Miami Masters,Hard,QF,31,44,(21)Sinner d. (32)Alexander Bublik [KAZ],7-6(5) 6-4, (ch),1.13,2.50%,3.70%,64.20%,63.50%,58.60%,9-Jul,1:40
22_Mar_2021,Miami Masters,Hard,R16,31,83,(21)Sinner d. Emil Ruusuvuori [FIN],6-3 6-2, (ch),1.34,7.50%,1.90%,73.60%,71.80%,50.00%,2-Jan,1:09
22_Mar_2021,Miami Masters,Hard,R32,31,22,(21)Sinner d. (14)Karen Khachanov [RUS],4-6 7-6(2) 6-4,,1.06,0.00%,3.60%,64.00%,70.40%,57.50%,10-Jul,2:50
22_Mar_2021,Miami Masters,Hard,R64,31,162,(21)Sinner d. (WC)Hugo Gaston [FRA],6-2 6-2,,1.6,6.40%,4.30%,57.40%,81.50%,60.00%,3-Mar,1:02
15_Mar_2021,Dubai,Hard,QF,32,42,(WC)Aslan Karatsev [RUS] d. (16)Sinner,6-7(5) 6-3 6-2, (ch),0.74,9.20%,3.70%,56.90%,64.50%,51.10%,14-Sep,2:29
15_Mar_2021,Dubai,Hard,R16,32,11,(16)Sinner d. (4)Roberto Bautista Agut [ESP],6-4 3-6 7-5,,0.8,15.80%,3.00%,63.40%,78.10%,37.80%,7-May,2:24
15_Mar_2021,Dubai,Hard,R32,32,43,(16)Sinner d. Alexander Bublik [KAZ],2-6 7-6(2) 6-4,,1.17,2.40%,2.40%,60.70%,70.60%,78.80%,5-Feb,2:01
8_Mar_2021,Marseille,Hard,QF,34,3,(1)Daniil Medvedev [RUS] d. (5)Sinner,6-2 6-4, (ch),0.61,3.60%,0.00%,60.70%,58.80%,54.50%,5-Feb,1:15
8_Mar_2021,Marseille,Hard,R16,34,166,(5)Sinner d. (WC)Hugo Gaston [FRA],6-4 6-1,,1.7,9.80%,2.00%,52.90%,88.90%,50.00%,5-Apr,1:08
8_Mar_2021,Marseille,Hard,R32,34,115,(5)Sinner d. Gregoire Barrere [FRA],7-6(3) 6-7(5) 7-5,,0.95,4.60%,0.80%,67.70%,63.60%,59.50%,13-Oct,2:51
22_Feb_2021,Montpellier,Hard,R32,34,60,Aljaz Bedene [SLO] d. (5)Sinner,3-6 6-2 7-6(3),,1.17,5.80%,1.20%,62.80%,70.40%,62.50%,6-Apr,2:38
8_Feb_2021,Australian Open,Hard,R128,32,12,(11)Denis Shapovalov [CAN] d. Sinner,3-6 6-3 6-2 4-6 6-4, (ch),0.96,2.80%,2.80%,70.30%,66.70%,55.80%,10-May,3:55
1_Feb_2021,Great Ocean Road Open,Hard,F,36,71,(4)Sinner d. Stefano Travaglia [ITA],7-6(4) 6-4, (ch),1.19,0.00%,1.20%,55.40%,56.50%,64.90%,10-Jul,2:08
1_Feb_2021,Great Ocean Road Open,Hard,SF,36,20,(4)Sinner d. (2)Karen Khachanov [RUS],7-6(4) 4-6 7-6(4),,1.08,7.90%,2.40%,61.10%,67.50%,53.10%,17-Dec,3:07
1_Feb_2021,Great Ocean Road Open,Hard,QF,36,42,(4)Sinner d. (7)Miomir Kecmanovic [SRB],7-6(10) 6-4,,1.1,13.20%,1.10%,62.60%,70.20%,50.00%,8-Jun,1:56
1_Feb_2021,Great Ocean Road Open,Hard,R16,36,58,(4)Sinner d. (13)Aljaz Bedene [SLO],7-6(6) 6-2,,1.25,13.20%,2.90%,64.70%,79.50%,58.30%,3-Mar,1:32
1_Feb_2021,Great Ocean Road Open,Hard,R32,36,195,(4)Sinner d. Aleksandar Vukic [AUS],6-2 6-4,,1.69,10.20%,0.00%,67.30%,75.80%,75.00%,0/0,1:06
9_Nov_2020,Sofia,Hard,F,44,74,Sinner d. Vasek Pospisil [CAN],6-4 3-6 7-6(3), (ch),0.97,4.30%,5.40%,65.20%,75.00%,56.30%,5-Mar,2:14
9_Nov_2020,Sofia,Hard,SF,44,35,Sinner d. (5)Adrian Mannarino [FRA],6-3 7-5,,1.01,12.70%,4.20%,50.70%,80.60%,54.30%,3-Mar,1:27
9_Nov_2020,Sofia,Hard,QF,44,25,Sinner d. (3)Alex De Minaur [AUS],6-7(3) 6-4 6-1,,1.3,4.50%,4.50%,60.70%,79.60%,48.60%,7-Jun,2:11
9_Nov_2020,Sofia,Hard,R16,44,149,Sinner d. (LL)Marc Andrea Huesler [SUI],6-3 6-4,,1.55,10.00%,1.70%,61.70%,86.50%,56.50%,2-Feb,1:18
9_Nov_2020,Sofia,Hard,R32,44,55,Sinner d. Marton Fucsovics [HUN],6-2 6-4,,1.32,3.40%,3.40%,55.20%,68.80%,50.00%,6-Apr,1:36
26_Oct_2020,Vienna,Hard,R16,43,8,(5)Andrey Rublev [RUS] d. (WC)Sinner,2-1 RET,,0,0.00%,0.00%,72.70%,62.50%,33.30%,0/1,0:07
26_Oct_2020,Vienna,Hard,R32,43,27,(WC)Sinner d. Casper Ruud [NOR],7-6(2) 6-3,,1.37,8.20%,6.80%,56.20%,75.60%,62.50%,2-Jan,1:44
19_Oct_2020,Cologne 2,Hard,SF,46,7,(1)Alexander Zverev [GER] d. (WC)Sinner,7-6(3) 6-3,,0.89,1.60%,8.20%,60.70%,62.20%,45.80%,7-Mar,1:48
19_Oct_2020,Cologne 2,Hard,QF,46,58,(WC)Sinner d. Gilles Simon [FRA],6-3 0-6 6-4,,1.05,1.00%,2.00%,65.30%,59.10%,48.60%,16/21,2:33
19_Oct_2020,Cologne 2,Hard,R16,46,82,(WC)Sinner d. (Q)Pierre Hugues Herbert [FRA],6-3 6-1,,1.43,3.80%,3.80%,69.20%,66.70%,43.80%,6-Apr,1:16
19_Oct_2020,Cologne 2,Hard,R32,46,97,(WC)Sinner d. (LL)James Duckworth [AUS],6-1 6-2,,2.14,0.00%,0.00%,68.10%,78.10%,60.00%,2-Feb,1:01
28_Sep_2020,Roland Garros,Clay,QF,75,2,(2)Rafael Nadal [ESP] d. Sinner,7-6(4) 6-4 6-1,,0.76,2.20%,3.20%,67.70%,57.10%,43.30%,8-Feb,2:49
28_Sep_2020,Roland Garros,Clay,R16,75,7,Sinner d. (6)Alexander Zverev [GER],6-3 6-3 4-6 6-3,,1.07,2.10%,4.20%,56.60%,71.60%,53.20%,8-Jun,3:01
28_Sep_2020,Roland Garros,Clay,R32,75,99,Sinner d. Federico Coria [ARG],6-3 7-5 7-5,,1.22,0.00%,2.00%,67.00%,64.20%,51.50%,9-May,2:30
28_Sep_2020,Roland Garros,Clay,R64,75,227,Sinner d. (Q)Benjamin Bonzi [FRA],6-2 6-4 6-4,,1.33,3.20%,2.20%,67.70%,65.10%,63.30%,5-Mar,1:55
28_Sep_2020,Roland Garros,Clay,R128,75,13,Sinner d. (11)David Goffin [BEL],7-5 6-0 6-3,,1.56,2.50%,2.50%,67.50%,77.80%,46.20%,6-Apr,1:59
14_Sep_2020,Rome Masters,Clay,R16,81,22,(15)Grigor Dimitrov [BUL] d. (WC)Sinner,4-6 6-4 6-4,,0.88,0.90%,3.80%,62.30%,66.70%,42.50%,13-Sep,2:24
14_Sep_2020,Rome Masters,Clay,R32,81,6,(WC)Sinner d. (3)Stefanos Tsitsipas [GRE],6-1 6-7(9) 6-2, (ch),1.57,1.20%,1.20%,67.90%,69.10%,69.20%,3-Jan,2:13
