Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28_Apr_2008,Barcelona,Clay,R32,19,51,(WC)Mario Ancic [CRO] d. (7)Murray,6-4 6-4,,0.83,3.00%,6.10%,69.70%,65.20%,35.00%,6-Mar,1:41
20_Apr_2008,Monte Carlo Masters,Clay,R16,20,3,(3)Novak Djokovic [SRB] d. (14)Murray,6-0 6-4, (ch),0.58,5.00%,8.30%,41.70%,56.00%,40.00%,10-May,1:18
20_Apr_2008,Monte Carlo Masters,Clay,R32,20,42,(14)Murray d. Filippo Volandri [ITA],6-4 6-1,,1.42,6.90%,0.00%,55.60%,57.50%,65.60%,9-Aug,1:25
20_Apr_2008,Monte Carlo Masters,Clay,R64,20,34,(14)Murray d. Feliciano Lopez [ESP],7-6(5) 6-4,,1.21,2.90%,1.50%,64.70%,77.30%,58.30%,3-Feb,1:34
27_Mar_2008,Miami Masters,Hard,R64,13,63,(WC)Mario Ancic [CRO] d. (13)Murray,6-2 2-6 7-6(7), (ch),0.9,2.10%,3.20%,45.70%,58.10%,51.00%,11-Jul,2:29
13_Mar_2008,Indian Wells Masters,Hard,R16,11,36,Tommy Haas [GER] d. (11)Murray,2-6 7-5 6-3,,0.87,8.80%,2.20%,48.40%,79.50%,42.60%,8-May,2:12
13_Mar_2008,Indian Wells Masters,Hard,R32,11,20,(11)Murray d. (20)Ivo Karlovic [CRO],7-6(7) 6-7(3) 6-3,,1.14,2.70%,3.60%,61.60%,75.40%,55.80%,5-Feb,2:20
13_Mar_2008,Indian Wells Masters,Hard,R64,11,85,(11)Murray d. Jurgen Melzer [AUT],3-6 6-3 6-3,,1.22,4.00%,1.30%,53.30%,75.00%,51.40%,6-Mar,1:52
3_Mar_2008,Dubai,Hard,QF,11,5,(5)Nikolay Davydenko [RUS] d. Murray,7-5 6-4,,0.86,8.20%,1.40%,61.60%,73.30%,39.30%,6-Mar,1:44
3_Mar_2008,Dubai,Hard,R16,11,30,Murray d. Fernando Verdasco [ESP],6-3 3-6 7-6(5),,0.92,4.00%,1.00%,54.50%,75.90%,46.70%,9-Jun,2:24
3_Mar_2008,Dubai,Hard,R32,11,1,Murray d. (1)Roger Federer [SUI],6-7(6) 6-3 6-4, (ch),1.23,10.40%,3.10%,55.20%,90.60%,58.10%,0/0,1:55
