Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
19-Mar-07,Miami Masters,Hard,R32,2,36,(2)Nadal d. (30)Olivier Rochus [BEL],W/O,,,,,,,,
19-Mar-07,Miami Masters,Hard,R64,2,127,(2)Nadal d. (Q)Ricardo Mello [BRA],7-6(7) 6-2,1.49,6.30%,0.00%,63.50%,82.50%,60.90%,1/1,01:46
05-Mar-07,Indian Wells Masters,Hard,F,2,13,(2)Nadal d. (12)Novak Djokovic [SRB],6-2 7-5,1.34,3.10%,1.50%,67.70%,72.70%,66.70%,3/3,01:34
05-Mar-07,Indian Wells Masters,Hard,SF,2,3,(2)Nadal d. (3)Andy Roddick [USA],6-4 6-3,2,13.30%,2.20%,84.40%,81.60%,71.40%,0/0,01:14
05-Mar-07,Indian Wells Masters,Hard,QF,2,31,(2)Nadal d. (30)Juan Ignacio Chela [ARG],7-5 7-5,1.22,2.90%,7.10%,67.10%,78.70%,39.10%,2/4,01:56
05-Mar-07,Indian Wells Masters,Hard,R16,2,23,(2)Nadal d. (22)Juan Carlos Ferrero [ESP],6-1 6-1,2.27,9.80%,0.00%,63.40%,80.80%,60.00%,5/5,01:02
05-Mar-07,Indian Wells Masters,Hard,R32,2,33,(2)Nadal d. (32)Fernando Verdasco [ESP],6-4 6-4,1.39,7.70%,1.90%,65.40%,79.40%,72.20%,0/0,01:27
05-Mar-07,Indian Wells Masters,Hard,R64,2,53,(2)Nadal d. Arnaud Clement [FRA],6-3 7-6(3),1.14,15.20%,9.10%,59.10%,79.50%,51.90%,5/6,01:44
26-Feb-07,Dubai,Hard,QF,2,18,Mikhail Youzhny [RUS] d. (2)Nadal,7-6(5) 6-3,0.82,2.70%,4.10%,56.20%,63.40%,65.60%,4/6,01:54
26-Feb-07,Dubai,Hard,R16,2,139,(2)Nadal d. Igor Andreev [RUS],6-2 3-6 7-6(2),1.26,1.10%,1.10%,71.30%,71.00%,68.00%,3/5,02:33
26-Feb-07,Dubai,Hard,R32,2,17,(2)Nadal d. Marcos Baghdatis [CYP],3-6 6-2 6-3,1.58,7.70%,0.00%,64.60%,81.00%,60.90%,3/5,01:58
15-Jan-07,Australian Open,Hard,QF,2,9,(10)Fernando Gonzalez [CHI] d. (2)Nadal,6-2 6-4 6-3,0.77,1.30%,2.50%,70.90%,69.60%,34.80%,3/8,02:05
15-Jan-07,Australian Open,Hard,R16,2,16,(2)Nadal d. (15)Andy Murray [GBR],6-7(3) 6-4 4-6 6-3 6-1,1.17,3.20%,0.60%,72.90%,69.00%,54.80%,14/17,03:51
15-Jan-07,Australian Open,Hard,R32,2,40,(2)Nadal d. (31)Stan Wawrinka [SUI],6-2 6-2 6-2,1.93,1.40%,4.30%,73.90%,84.30%,38.90%,0/1,02:03
15-Jan-07,Australian Open,Hard,R64,2,61,(2)Nadal d. Philipp Kohlschreiber [GER],7-5 6-3 4-6 6-2,1.21,3.20%,4.80%,64.80%,70.40%,50.00%,1/9,03:30
15-Jan-07,Australian Open,Hard,R128,2,90,(2)Nadal d. Robert Kendrick [USA],7-6(6) 6-3 6-2,1.54,8.00%,2.30%,60.90%,75.50%,70.60%,0/0,02:07
08-Jan-07,Sydney,Hard,R32,2,107,(WC)Chris Guccione [AUS] d. (1)Nadal,6-5 RET,0.5,11.10%,0.00%,63.00%,76.50%,80.00%,2/2,00:39
01-Jan-07,Chennai,Hard,SF,2,37,(3)Xavier Malisse [BEL] d. (1)Nadal,6-4 7-6(4),1.14,3.00%,0.00%,64.20%,76.70%,58.30%,4/5,02:07
01-Jan-07,Chennai,Hard,QF,2,106,(1)Nadal d. Davide Sanguinetti [ITA],6-3 6-2,3.29,16.70%,7.10%,50.00%,95.20%,76.20%,0/0,01:00
01-Jan-07,Chennai,Hard,R16,2,480,(1)Nadal d. (WC)Karan Rastogi [IND],6-4 6-1,1.82,10.90%,2.20%,56.50%,73.10%,75.00%,0/0,01:24
01-Jan-07,Chennai,Hard,R32,2,96,(1)Nadal d. Rainer Schuettler [GER],6-4 6-2,1.64,10.00%,4.00%,46.00%,78.30%,66.70%,2/3,01:27
13-Nov-06,Masters Cup,Hard,SF,2,1,Roger Federer [SUI] d. Nadal,6-4 7-5,0.73,0.00%,2.50%,68.80%,60.00%,56.00%,8/11,01:53
13-Nov-06,Masters Cup,Hard,RR,2,3,Nadal d. Nikolay Davydenko [RUS],5-7 6-4 6-4,0.72,4.30%,2.60%,67.20%,71.80%,50.00%,4/5,02:45
13-Nov-06,Masters Cup,Hard,RR,2,8,James Blake [USA] d. Nadal,6-4 7-6(0),0.85,1.30%,4.00%,68.00%,51.00%,54.20%,1/8,01:43
13-Nov-06,Masters Cup,Hard,RR,2,6,Nadal d. Tommy Robredo [ESP],7-6(2) 6-2,1.32,3.10%,0.00%,76.90%,70.00%,53.30%,5/6,01:42
16-Oct-06,Madrid Masters,Hard,QF,2,11,(11)Tomas Berdych [CZE] d. (2)Nadal,6-3 7-6(6),0.97,6.30%,3.10%,67.20%,72.10%,52.40%,0/1,01:47
16-Oct-06,Madrid Masters,Hard,R16,2,13,(2)Nadal d. (13)Tommy Haas [GER],6-4 6-3,1.93,8.20%,6.10%,61.20%,90.00%,57.90%,1/1,01:27
16-Oct-06,Madrid Masters,Hard,R32,2,54,(2)Nadal d. (Q)Mardy Fish [USA],6-4 6-2,1.81,6.30%,0.00%,64.60%,74.20%,82.40%,2/2,01:22
09-Oct-06,Stockholm,Hard,R16,2,690,(WC)Joachim Johansson [SWE] d. (1)Nadal,6-4 7-6(4),1.23,5.10%,0.00%,55.90%,78.80%,65.40%,1/3,01:52
09-Oct-06,Stockholm,Hard,R32,2,90,(1)Nadal d. Raemon Sluiter [NED],6-4 6-2,1.39,8.50%,1.70%,49.20%,75.90%,66.70%,4/4,01:32
22-Sep-06,Davis Cup WG PO: ESP vs ITA,Clay,RR,2,69,Nadal d. Andreas Seppi [ITA],6-0 6-4 6-3,,,,,,,,
22-Sep-06,Davis Cup WG PO: ESP vs ITA,Clay,RR,2,38,Nadal d. Filippo Volandri [ITA],3-6 7-5 6-3 6-3,,,,,,,,
28-Aug-06,US Open,Hard,QF,2,54,Mikhail Youzhny [RUS] d. (2)Nadal,6-3 5-7 7-6(5) 6-1,0.75,0.80%,0.80%,63.40%,66.70%,48.90%,5/9,03:15
28-Aug-06,US Open,Hard,R16,2,179,(2)Nadal d. Jiri Novak [CZE],6-1 7-6(3) 6-4,1.45,6.70%,1.10%,60.00%,79.60%,61.10%,1/2,02:09
28-Aug-06,US Open,Hard,R32,2,82,(2)Nadal d. Wesley Moodie [RSA],6-4 7-6(5) 7-6(4),1.54,7.90%,3.00%,73.30%,77.00%,74.10%,2/3,02:49
28-Aug-06,US Open,Hard,R64,2,61,(2)Nadal d. Luis Horna [PER],6-4 4-6 6-4 6-2,1.56,7.20%,0.00%,69.10%,76.10%,73.30%,2/4,02:43
28-Aug-06,US Open,Hard,R128,2,113,(2)Nadal d. (WC)Mark Philippoussis [AUS],6-4 6-4 6-4,1.82,8.90%,1.30%,59.50%,87.20%,68.80%,4/4,02:02
14-Aug-06,Cincinnati Masters,Hard,QF,2,31,Juan Carlos Ferrero [ESP] d. (2)Nadal,7-6(2) 7-6(3),0.91,10.80%,2.70%,62.20%,67.40%,64.30%,1/2,02:43
14-Aug-06,Cincinnati Masters,Hard,R16,2,17,(2)Nadal d. (14)Tommy Haas [GER],7-6(5) 6-3,1.6,8.10%,3.20%,62.90%,79.50%,69.60%,2/3,01:52
14-Aug-06,Cincinnati Masters,Hard,R32,2,73,(2)Nadal d. (Q)Hyung Taik Lee [KOR],6-4 6-3,2.12,2.20%,2.20%,71.10%,87.50%,61.50%,0/0,01:19
14-Aug-06,Cincinnati Masters,Hard,R64,2,178,(2)Nadal d. (WC)Sam Querrey [USA],6-7(5) 6-2 6-3,1.36,4.50%,4.50%,62.50%,80.00%,63.60%,0/0,02:02
07-Aug-06,Canada Masters,Hard,R16,2,14,(13)Tomas Berdych [CZE] d. (2)Nadal,6-1 3-6 6-2,0.72,4.20%,1.40%,63.40%,66.70%,42.30%,2/6,01:49
07-Aug-06,Canada Masters,Hard,R32,2,85,(2)Nadal d. (Q)Hyung Taik Lee [KOR],6-4 6-3,1.37,3.70%,1.90%,63.00%,76.50%,40.00%,1/3,01:28
07-Aug-06,Canada Masters,Hard,R64,2,38,(2)Nadal d. Nicolas Massu [CHI],6-3 6-2,1.43,0.00%,1.60%,54.10%,69.70%,57.10%,7/8,01:49
26-Jun-06,Wimbledon,Grass,F,2,1,(1)Roger Federer [SUI] d. (2)Nadal,6-0 7-6(5) 6-7(2) 6-3,0.76,7.10%,2.40%,74.00%,68.10%,42.40%,4/10,02:58
26-Jun-06,Wimbledon,Grass,SF,2,16,(2)Nadal d. (18)Marcos Baghdatis [CYP],6-1 7-5 6-3,1.26,3.90%,0.00%,72.80%,69.30%,57.10%,9/9,02:27
26-Jun-06,Wimbledon,Grass,QF,2,18,(2)Nadal d. (22)Jarkko Nieminen [FIN],6-3 6-4 6-4,1.21,5.80%,1.90%,71.80%,75.70%,51.70%,2/2,02:15
26-Jun-06,Wimbledon,Grass,R16,2,166,(2)Nadal d. (Q)Irakli Labadze [GEO],6-3 7-6(4) 6-3,1.93,8.20%,0.00%,63.50%,79.60%,83.90%,0/0,02:12
26-Jun-06,Wimbledon,Grass,R32,2,20,(2)Nadal d. (25)Andre Agassi [USA],7-6(5) 6-2 6-4,2,22.80%,2.50%,70.90%,87.50%,65.20%,0/0,02:14
26-Jun-06,Wimbledon,Grass,R64,2,237,(2)Nadal d. (Q)Robert Kendrick [USA],6-7(4) 3-6 7-6(2) 7-5 6-4,1.3,4.60%,2.00%,75.70%,80.90%,64.90%,1/2,03:46
26-Jun-06,Wimbledon,Grass,R128,2,135,(2)Nadal d. (WC)Alex Bogdanovic [GBR],6-4 7-6(3) 6-4,1.17,2.80%,2.80%,73.10%,75.90%,48.30%,4/5,02:32
12-Jun-06,Queen's Club,Grass,QF,2,13,(8)Lleyton Hewitt [AUS] d. (1)Nadal,3-6 6-3 RET,0.92,5.80%,5.80%,56.50%,74.40%,40.00%,1/11,01:25
12-Jun-06,Queen's Club,Grass,R16,2,30,(1)Nadal d. (Q)Fernando Verdasco [ESP],2-6 7-6(3) 7-6(3),1.03,1.80%,1.80%,71.40%,63.70%,46.90%,1/7,03:01
12-Jun-06,Queen's Club,Grass,R32,2,86,(1)Nadal d. (WC)Mardy Fish [USA],7-6(1) 6-1,1.57,6.60%,1.60%,65.60%,87.50%,52.40%,2/2,01:16
29-May-06,Roland Garros,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],1-6 6-1 6-4 7-6(4),1.2,2.70%,0.00%,76.60%,69.40%,65.40%,7/10,03:02
29-May-06,Roland Garros,Clay,SF,2,4,(2)Nadal d. (4)Ivan Ljubicic [CRO],6-4 6-2 7-6(7),1.35,7.40%,0.00%,68.40%,78.50%,56.70%,1/2,02:49
29-May-06,Roland Garros,Clay,QF,2,63,(2)Nadal d. Novak Djokovic [SRB],6-4 6-4 RET,1.44,5.10%,0.00%,79.70%,63.80%,58.30%,3/6,01:54
29-May-06,Roland Garros,Clay,R16,2,14,(2)Nadal d. (14)Lleyton Hewitt [AUS],6-2 5-7 6-4 6-2,1.36,0.90%,3.50%,69.90%,67.10%,61.80%,5/9,03:17
29-May-06,Roland Garros,Clay,R32,2,32,(2)Nadal d. (29)Paul Henri Mathieu [FRA],5-7 6-4 6-4 6-4,1.17,4.70%,0.80%,68.20%,61.40%,56.10%,1/7,04:53
29-May-06,Roland Garros,Clay,R64,2,116,(2)Nadal d. (LL)Kevin Kim [USA],6-2 6-1 6-4,1.79,2.60%,0.00%,73.70%,73.20%,75.00%,3/3,01:58
29-May-06,Roland Garros,Clay,R128,2,50,(2)Nadal d. Robin Soderling [SWE],6-2 7-5 6-1,1.56,1.20%,3.70%,69.10%,75.00%,48.00%,5/7,02:08
08-May-06,Rome Masters,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-7(0) 7-6(5) 6-4 2-6 7-6(5),0.98,2.30%,0.60%,85.00%,68.70%,53.80%,6/10,05:05
08-May-06,Rome Masters,Clay,SF,2,35,(2)Nadal d. Gael Monfils [FRA],6-2 6-2,1.44,0.00%,0.00%,76.50%,61.50%,58.30%,2/3,01:17
08-May-06,Rome Masters,Clay,QF,2,9,(2)Nadal d. (10)Fernando Gonzalez [CHI],6-4 6-3,1.43,0.00%,1.90%,84.90%,68.90%,50.00%,2/4,01:42
08-May-06,Rome Masters,Clay,R16,2,70,(2)Nadal d. Tim Henman [GBR],6-2 6-2,2.23,2.40%,0.00%,78.00%,78.10%,77.80%,0/0,01:11
08-May-06,Rome Masters,Clay,R32,2,46,(2)Nadal d. Filippo Volandri [ITA],6-1 6-2,1.9,0.00%,1.90%,65.40%,79.40%,50.00%,4/4,01:11
08-May-06,Rome Masters,Clay,R64,2,33,(2)Nadal d. Carlos Moya [ESP],6-1 2-6 6-2,1.18,1.40%,2.90%,81.40%,64.90%,53.80%,2/4,01:54
24-Apr-06,Barcelona,Clay,F,2,15,(1)Nadal d. (6)Tommy Robredo [ESP],6-4 6-4 6-0,1.46,2.40%,4.70%,71.80%,72.10%,62.50%,3/3,02:19
24-Apr-06,Barcelona,Clay,SF,2,57,(1)Nadal d. Nicolas Almagro [ESP],7-6(2) 6-3,1.32,7.40%,1.50%,70.60%,79.20%,50.00%,1/2,01:40
24-Apr-06,Barcelona,Clay,QF,2,20,(1)Nadal d. (7)Jarkko Nieminen [FIN],4-6 6-4 6-3,1.21,1.20%,1.20%,69.90%,67.20%,48.00%,5/9,02:18
24-Apr-06,Barcelona,Clay,R16,2,164,(1)Nadal d. (Q)Ivan Navarro [ESP],6-4 6-2,1.42,0.00%,1.80%,68.40%,74.40%,61.10%,1/1,01:29
24-Apr-06,Barcelona,Clay,R32,2,38,(1)Nadal d. Feliciano Lopez [ESP],6-4 6-2,1.6,2.10%,2.10%,66.70%,65.60%,75.00%,2/4,01:14
17-Apr-06,Monte Carlo Masters,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-2 6-7(2) 6-3 7-6(5),1.12,0.70%,2.60%,69.70%,66.00%,52.20%,14/18,03:50
17-Apr-06,Monte Carlo Masters,Clay,SF,2,8,(2)Nadal d. (7)Gaston Gaudio [ARG],5-7 6-1 6-1,1.39,0.00%,1.30%,65.00%,67.30%,53.60%,5/8,02:39
17-Apr-06,Monte Carlo Masters,Clay,QF,2,9,(2)Nadal d. (6)Guillermo Coria [ARG],6-2 6-1,1.77,9.30%,0.00%,76.70%,63.60%,60.00%,6/8,01:10
17-Apr-06,Monte Carlo Masters,Clay,R16,2,57,(2)Nadal d. Kristof Vliegen [BEL],6-3 6-3,1.33,3.30%,3.30%,82.00%,66.00%,45.50%,2/3,01:45
17-Apr-06,Monte Carlo Masters,Clay,R32,2,154,(2)Nadal d. (WC)Jean Rene Lisnard [MON],6-4 6-1,1.66,0.00%,2.10%,70.80%,73.50%,57.10%,3/4,01:28
17-Apr-06,Monte Carlo Masters,Clay,R64,2,56,(2)Nadal d. Arnaud Clement [FRA],6-4 6-4,1.32,0.00%,1.60%,75.00%,62.50%,68.80%,6/8,01:36
20-Mar-06,Miami Masters,Hard,R64,2,35,Carlos Moya [ESP] d. (2)Nadal,2-6 6-1 6-1,0.77,2.70%,4.10%,63.50%,57.40%,40.70%,6/12,01:43
06-Mar-06,Indian Wells Masters,Hard,SF,2,14,(12)James Blake [USA] d. (2)Nadal,7-5 6-3,0.78,3.20%,4.80%,66.10%,68.30%,38.10%,4/7,01:31
06-Mar-06,Indian Wells Masters,Hard,QF,2,27,(2)Nadal d. (25)Marcos Baghdatis [CYP],7-5 6-0,1.5,1.80%,1.80%,77.20%,72.70%,46.20%,2/3,01:38
06-Mar-06,Indian Wells Masters,Hard,R16,2,22,(2)Nadal d. (20)Sebastien Grosjean [FRA],6-4 6-2,1.62,4.00%,0.00%,68.00%,67.60%,68.80%,5/7,01:24
06-Mar-06,Indian Wells Masters,Hard,R32,2,294,(2)Nadal d. (WC)Mardy Fish [USA],6-1 6-4,1.74,2.10%,4.30%,61.70%,75.90%,66.70%,0/0,01:28
06-Mar-06,Indian Wells Masters,Hard,R64,2,87,(2)Nadal d. Jan Hernych [CZE],6-4 6-4,1.18,5.10%,1.70%,61.00%,80.60%,56.50%,1/1,01:25
27-Feb-06,Dubai,Hard,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],2-6 6-4 6-4,0.8,1.30%,1.30%,70.00%,67.90%,54.20%,0/3,01:53
27-Feb-06,Dubai,Hard,SF,2,98,(2)Nadal d. Rainer Schuettler [GER],6-4 6-2,1.35,11.30%,5.70%,69.80%,78.40%,37.50%,2/3,01:29
27-Feb-06,Dubai,Hard,QF,2,49,(2)Nadal d. (WC)Tim Henman [GBR],7-6(1) 6-1,1.49,12.50%,1.60%,81.30%,75.00%,58.30%,8/9,01:27
27-Feb-06,Dubai,Hard,R16,2,211,(2)Nadal d. (Q)Younes El Aynaoui [MAR],W/O,,,,,,,,
27-Feb-06,Dubai,Hard,R32,2,34,(2)Nadal d. Paul Henri Mathieu [FRA],6-7(5) 6-1 6-2,1.22,9.00%,3.00%,62.00%,75.80%,52.60%,7/7,02:33
13-Feb-06,Marseille,Hard,SF,2,65,(WC)Arnaud Clement [FRA] d. (1)Nadal,2-6 6-3 7-5,0.89,5.40%,1.10%,62.40%,63.80%,62.90%,7/9,01:55
13-Feb-06,Marseille,Hard,QF,2,35,(1)Nadal d. Paul Henri Mathieu [FRA],7-5 6-4,0.97,9.60%,4.80%,66.30%,70.90%,57.10%,6/6,02:02
13-Feb-06,Marseille,Hard,R16,2,80,(1)Nadal d. (WC)Gilles Simon [FRA],7-5 6-4,0.99,1.40%,2.80%,73.20%,69.20%,52.60%,3/4,01:43
13-Feb-06,Marseille,Hard,R32,2,30,(1)Nadal d. Olivier Rochus [BEL],4-6 6-2 7-5,1.25,3.70%,1.20%,61.70%,64.00%,54.80%,3/8,02:25
17-Oct-05,Madrid Masters,Hard,F,2,12,(1)Nadal d. (8)Ivan Ljubicic [CRO],3-6 2-6 6-3 6-4 7-6(3),0.86,3.80%,1.30%,77.40%,71.50%,36.10%,1/8,03:53
17-Oct-05,Madrid Masters,Hard,SF,2,21,(1)Nadal d. (16)Robby Ginepri [USA],7-5 7-6(1),1.21,2.80%,2.80%,66.20%,68.10%,62.50%,0/2,01:41
17-Oct-05,Madrid Masters,Hard,QF,2,14,(1)Nadal d. (10)Radek Stepanek [CZE],7-6(9) 6-4,1.05,0.00%,2.30%,67.80%,66.10%,64.30%,3/4,01:51
17-Oct-05,Madrid Masters,Hard,R16,2,17,(1)Nadal d. (13)Tommy Robredo [ESP],6-2 6-4,1.57,4.00%,4.00%,66.00%,75.80%,58.80%,0/1,01:19
17-Oct-05,Madrid Masters,Hard,R32,2,42,(1)Nadal d. Victor Hanescu [ROU],7-6(5) 6-3,1.85,3.70%,1.90%,66.70%,80.60%,72.20%,0/1,01:40
23-Sep-05,Davis Cup WG PO: ITA vs ESP,Clay,RR,2,92,Nadal d. Daniele Bracciali [ITA],6-3 6-2 6-1,,,,,,,,
23-Sep-05,Davis Cup WG PO: ITA vs ESP,Clay,RR,2,78,Nadal d. Andreas Seppi [ITA],6-1 6-2 5-7 6-4,,,,,,,,
12-Sep-05,Beijing,Hard,F,2,8,(1)Nadal d. (2)Guillermo Coria [ARG],5-7 6-1 6-2,1.3,5.20%,0.00%,80.50%,69.40%,53.30%,2/4,01:56
12-Sep-05,Beijing,Hard,SF,2,23,(1)Nadal d. (6)Juan Carlos Ferrero [ESP],6-4 6-4,1.54,6.00%,2.00%,58.00%,79.30%,71.40%,0/1,01:29
12-Sep-05,Beijing,Hard,QF,2,115,(1)Nadal d. Peter Wessels [NED],7-6(3) 6-2,1.62,6.50%,4.80%,64.50%,80.00%,63.60%,3/4,01:23
12-Sep-05,Beijing,Hard,R16,2,95,(1)Nadal d. Justin Gimelstob [USA],5-7 6-4 6-4,1.14,4.80%,0.00%,72.10%,70.70%,62.10%,10/12,02:32
12-Sep-05,Beijing,Hard,R32,2,100,(1)Nadal d. Jimmy Wang [TPE],6-2 6-4,1.2,3.30%,4.90%,62.30%,65.80%,47.80%,3/5,01:28
29-Aug-05,US Open,Hard,R32,2,49,(WC)James Blake [USA] d. (2)Nadal,6-4 4-6 6-3 6-1,0.77,2.90%,3.90%,77.50%,60.80%,43.50%,1/7,02:25
29-Aug-05,US Open,Hard,R64,2,352,(2)Nadal d. (WC)Scoville Jenkins [USA],6-4 7-5 6-4,1.93,5.00%,2.50%,65.00%,76.90%,82.10%,5/6,02:26
29-Aug-05,US Open,Hard,R128,2,132,(2)Nadal d. (WC)Bobby Reynolds [USA],6-3 6-3 6-4,2.75,13.40%,1.50%,70.10%,91.50%,70.00%,2/2,01:49
15-Aug-05,Cincinnati Masters,Hard,R64,2,36,Tomas Berdych [CZE] d. (2)Nadal,6-7(4) 6-2 7-6(3),0.92,3.60%,5.40%,53.20%,69.50%,53.80%,2/6,02:57
08-Aug-05,Canada Masters,Hard,F,2,7,(1)Nadal d. (4)Andre Agassi [USA],6-3 4-6 6-2,1.31,8.60%,1.20%,66.70%,72.20%,70.40%,2/3,01:58
08-Aug-05,Canada Masters,Hard,SF,2,63,(1)Nadal d. Paul Henri Mathieu [FRA],6-4 7-5,1.19,5.60%,5.60%,67.60%,77.10%,43.50%,4/5,01:50
08-Aug-05,Canada Masters,Hard,QF,2,11,(1)Nadal d. (8)Mariano Puerta [ARG],6-3 6-1,3.17,7.90%,0.00%,65.80%,84.00%,84.60%,0/0,01:10
08-Aug-05,Canada Masters,Hard,R16,2,34,(1)Nadal d. Sebastien Grosjean [FRA],6-4 6-4,1.08,0.00%,3.00%,65.70%,72.70%,60.90%,5/5,01:40
08-Aug-05,Canada Masters,Hard,R32,2,56,(1)Nadal d. Ricardo Mello [BRA],6-1 6-2,2.25,4.50%,0.00%,79.50%,77.10%,66.70%,0/0,01:06
08-Aug-05,Canada Masters,Hard,R64,2,32,(1)Nadal d. Carlos Moya [ESP],6-3 6-7(0) 6-3,1.45,2.30%,1.10%,64.80%,80.70%,61.30%,1/1,02:38
18-Jul-05,Stuttgart,Clay,F,3,13,(1)Nadal d. (3)Gaston Gaudio [ARG],6-3 6-3 6-4,1.26,3.30%,2.20%,69.20%,69.80%,46.40%,3/5,02:41
18-Jul-05,Stuttgart,Clay,SF,3,66,(1)Nadal d. Jarkko Nieminen [FIN],6-2 7-5,1.69,4.00%,2.00%,62.00%,80.60%,52.60%,0/2,01:29
18-Jul-05,Stuttgart,Clay,QF,3,57,(1)Nadal d. Tomas Zib [CZE],6-2 6-1,1.95,14.00%,2.30%,60.50%,73.10%,70.60%,2/2,01:20
18-Jul-05,Stuttgart,Clay,R16,3,58,(1)Nadal d. Fernando Verdasco [ESP],6-3 6-2,1.83,6.50%,2.20%,60.90%,78.60%,66.70%,3/3,01:17
18-Jul-05,Stuttgart,Clay,R32,3,167,(1)Nadal d. (Q)Hugo Armando [USA],6-1 6-2,2.1,4.90%,2.40%,46.30%,78.90%,68.20%,1/1,01:02
04-Jul-05,Bastad,Clay,F,3,42,(1)Nadal d. Tomas Berdych [CZE],2-6 6-2 6-4,1.25,1.40%,1.40%,71.80%,62.70%,60.00%,5/9,02:00
04-Jul-05,Bastad,Clay,SF,3,20,(1)Nadal d. (3)Tommy Robredo [ESP],6-3 6-3,1.27,0.00%,1.70%,70.70%,65.90%,41.20%,7/9,01:30
04-Jul-05,Bastad,Clay,QF,3,31,(1)Nadal d. (5)Juan Carlos Ferrero [ESP],6-3 6-3,1.35,4.70%,1.60%,73.40%,68.10%,64.70%,6/6,01:05
04-Jul-05,Bastad,Clay,R16,3,50,(1)Nadal d. Alberto Martin [ESP],6-2 6-4,1.43,0.00%,0.00%,75.00%,73.80%,50.00%,6/7,01:41
04-Jul-05,Bastad,Clay,R32,3,66,(1)Nadal d. Juan Monaco [ARG],6-1 6-1,2.44,7.90%,5.30%,73.70%,82.10%,50.00%,0/0,00:55
20-Jun-05,Wimbledon,Grass,R64,3,69,Gilles Muller [LUX] d. (4)Nadal,6-4 4-6 6-3 6-4,0.85,10.40%,2.80%,65.10%,71.00%,59.50%,7/10,02:28
20-Jun-05,Wimbledon,Grass,R128,3,39,(4)Nadal d. Vincent Spadea [USA],6-4 6-3 6-0,1.99,10.60%,0.00%,68.20%,84.40%,57.10%,1/1,01:31
06-Jun-05,Halle,Grass,R32,3,147,(WC)Alexander Waske [GER] d. (3)Nadal,4-6 7-5 6-3,1.03,2.60%,3.80%,71.80%,80.40%,50.00%,1/3,01:51
23-May-05,Roland Garros,Clay,F,5,37,(4)Nadal d. Mariano Puerta [ARG],6-7(6) 6-3 6-1 7-5,1.17,5.10%,2.20%,78.80%,67.60%,41.40%,1/11,03:24
23-May-05,Roland Garros,Clay,SF,5,1,(4)Nadal d. (1)Roger Federer [SUI],6-3 4-6 6-4 6-3,1.11,1.70%,3.30%,73.30%,61.40%,50.00%,6/12,02:47
23-May-05,Roland Garros,Clay,QF,5,21,(4)Nadal d. (20)David Ferrer [ESP],7-5 6-2 6-0,1.5,3.30%,0.00%,71.70%,65.20%,61.50%,10/12,02:08
23-May-05,Roland Garros,Clay,R16,5,24,(4)Nadal d. (23)Sebastien Grosjean [FRA],6-4 3-6 6-0 6-3,1.27,0.00%,1.90%,68.90%,68.50%,54.50%,5/8,03:11
23-May-05,Roland Garros,Clay,R32,5,31,(4)Nadal d. (30)Richard Gasquet [FRA],6-4 6-3 6-2,1.56,4.20%,0.00%,66.20%,68.10%,66.70%,1/3,01:49
23-May-05,Roland Garros,Clay,R64,5,46,(4)Nadal d. Xavier Malisse [BEL],6-2 6-2 6-4,1.85,0.00%,3.10%,50.80%,78.80%,65.60%,0/2,01:51
23-May-05,Roland Garros,Clay,R128,5,96,(4)Nadal d. Lars Burgsmuller [GER],6-1 7-6(4) 6-1,2,6.50%,3.90%,62.30%,87.50%,65.50%,0/0,01:45
02-May-05,Rome Masters,Clay,F,7,11,(5)Nadal d. (9)Guillermo Coria [ARG],6-4 3-6 6-3 4-6 7-6(6),1.02,0.60%,1.70%,67.60%,58.80%,45.60%,1/8,05:14
02-May-05,Rome Masters,Clay,SF,7,25,(5)Nadal d. David Ferrer [ESP],4-6 6-4 7-5,1.07,0.00%,0.00%,69.60%,60.60%,51.60%,1/7,02:29
02-May-05,Rome Masters,Clay,QF,7,17,(5)Nadal d. (15)Radek Stepanek [CZE],5-7 6-1 6-1,1.43,0.00%,0.00%,74.40%,72.40%,50.00%,2/4,02:09
02-May-05,Rome Masters,Clay,R16,7,13,(5)Nadal d. (11)Guillermo Canas [ARG],6-3 6-1,1.91,2.20%,2.20%,80.00%,77.80%,55.60%,0/0,01:24
02-May-05,Rome Masters,Clay,R32,7,85,(5)Nadal d. (Q)Victor Hanescu [ROU],6-1 6-1,1.91,0.00%,4.80%,59.50%,76.00%,58.80%,1/1,01:03
02-May-05,Rome Masters,Clay,R64,7,26,(5)Nadal d. Mikhail Youzhny [RUS],6-0 6-2,2.14,2.40%,4.90%,58.50%,79.20%,58.80%,1/2,01:00
18-Apr-05,Barcelona,Clay,F,11,58,(8)Nadal d. Juan Carlos Ferrero [ESP],6-1 7-6(4) 6-3,1.26,5.30%,0.90%,76.10%,69.80%,55.60%,8/9,02:56
18-Apr-05,Barcelona,Clay,SF,11,22,(8)Nadal d. (11)Radek Stepanek [CZE],7-5 6-2,2.88,2.10%,0.00%,72.30%,91.20%,69.20%,0/0,01:20
