Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
13-Nov-17,Tour Finals,Hard,RR,2,9,(2)Federer d. (8)Jack Sock [USA],6-4 7-6(4),1.83,7.90%,1.60%,63.50%,90.00%,65.20%,0/0,
13-Nov-17,Tour Finals,Hard,RR,2,5,(2)Federer d. (5)Marin Cilic [CRO],6-7(5) 6-4 6-1,1.39,18.30%,2.20%,68.80%,76.60%,65.50%,1/1,01:54
13-Nov-17,Tour Finals,Hard,RR,2,3,(2)Federer d. (3)Alexander Zverev [GER],7-6(6) 5-7 6-1,1.25,6.10%,2.00%,53.10%,82.70%,54.30%,9/11,
23-Oct-17,Basel,Hard,F,2,19,(1)Federer d. (4)Juan Martin Del Potro [ARG],6-7(5) 6-4 6-3,1.23,6.90%,5.00%,52.50%,73.60%,56.30%,4/7,02:31
23-Oct-17,Basel,Hard,SF,2,10,(1)Federer d. (3)David Goffin [BEL],6-1 6-2,2.62,10.00%,7.50%,57.50%,91.30%,64.70%,0/0,01:00
23-Oct-17,Basel,Hard,QF,2,28,(1)Federer d. (7)Adrian Mannarino [FRA],4-6 6-1 6-3,1.36,16.70%,2.80%,52.80%,84.20%,55.90%,2/3,01:43
23-Oct-17,Basel,Hard,R16,2,40,(1)Federer d. Benoit Paire [FRA],6-1 6-3,1.52,3.60%,1.80%,60.70%,70.60%,63.60%,0/0,00:57
23-Oct-17,Basel,Hard,R32,2,76,(1)Federer d. (WC)Frances Tiafoe [USA],6-1 6-3,2.46,20.00%,5.00%,52.50%,100.00%,57.90%,0/0,01:01
09-Oct-17,Shanghai Masters,Hard,F,2,1,(2)Federer d. (1)Rafael Nadal [ESP],6-4 6-3,2.25,22.70%,0.00%,68.20%,83.30%,78.60%,0/0,01:12
09-Oct-17,Shanghai Masters,Hard,SF,2,23,(2)Federer d. (16)Juan Martin Del Potro [ARG],3-6 6-3 6-3,1.81,10.90%,0.00%,71.90%,87.00%,55.60%,0/1,01:57
09-Oct-17,Shanghai Masters,Hard,QF,2,31,(2)Federer d. Richard Gasquet [FRA],7-5 6-4,1.34,8.20%,3.30%,78.70%,75.00%,53.80%,2/3,01:18
09-Oct-17,Shanghai Masters,Hard,R16,2,41,(2)Federer d. (Q)Alexandr Dolgopolov [UKR],6-4 6-2,2.18,23.90%,2.20%,80.40%,78.40%,88.90%,1/1,01:00
09-Oct-17,Shanghai Masters,Hard,R32,2,26,(2)Federer d. Diego Schwartzman [ARG],7-6(4) 6-4,1.33,19.40%,0.00%,65.30%,74.50%,56.00%,4/5,01:33
28-Aug-17,US Open,Hard,QF,3,28,(24)Juan Martin Del Potro [ARG] d. (3)Federer,7-5 3-6 7-6(8) 6-4,0.85,12.40%,3.60%,61.30%,72.60%,56.60%,3/6,02:50
28-Aug-17,US Open,Hard,R16,3,37,(3)Federer d. (33)Philipp Kohlschreiber [GER],6-4 6-2 7-5,2.34,14.70%,2.70%,65.30%,87.80%,73.10%,0/0,01:49
28-Aug-17,US Open,Hard,R32,3,35,(3)Federer d. (31)Feliciano Lopez [ESP],6-3 6-3 7-5,1.48,15.50%,1.20%,54.80%,84.80%,57.90%,5/6,01:46
28-Aug-17,US Open,Hard,R64,3,101,(3)Federer d. Mikhail Youzhny [RUS],6-1 6-7(3) 4-6 6-4 6-2,1.39,8.60%,1.40%,62.10%,78.20%,50.90%,4/8,03:08
28-Aug-17,US Open,Hard,R128,3,70,(3)Federer d. Frances Tiafoe [USA],4-6 6-2 6-1 1-6 6-4,1.22,14.70%,3.40%,54.30%,77.80%,54.70%,1/5,02:37
07-Aug-17,Canada Masters,Hard,F,3,8,(4)Alexander Zverev [GER] d. (2)Federer,6-3 6-4,0.71,3.80%,3.80%,50.90%,70.40%,57.70%,1/6,01:08
07-Aug-17,Canada Masters,Hard,SF,3,52,(2)Federer d. Robin Haase [NED],6-3 7-6(5),2.27,16.70%,1.90%,55.60%,86.70%,79.20%,1/2,01:15
07-Aug-17,Canada Masters,Hard,QF,3,16,(2)Federer d. (12)Roberto Bautista Agut [ESP],6-4 6-4,1.61,9.80%,3.90%,51.00%,80.80%,72.00%,2/3,01:08
07-Aug-17,Canada Masters,Hard,R16,3,33,(2)Federer d. David Ferrer [ESP],4-6 6-4 6-2,1.08,11.80%,3.90%,58.80%,70.00%,50.00%,1/10,01:56
07-Aug-17,Canada Masters,Hard,R32,3,116,(2)Federer d. (WC)Peter Polansky [CAN],6-2 6-1,2.04,10.90%,2.20%,60.90%,85.70%,55.60%,2/2,00:53
03-Jul-17,Wimbledon,Grass,F,5,6,(3)Federer d. (7)Marin Cilic [CRO],6-3 6-1 6-4,2.13,11.40%,2.90%,75.70%,81.10%,70.60%,1/1,01:41
03-Jul-17,Wimbledon,Grass,SF,5,15,(3)Federer d. (11)Tomas Berdych [CZE],7-6(4) 7-6(4) 6-4,1.51,12.40%,3.80%,66.70%,84.30%,60.00%,5/6,02:18
03-Jul-17,Wimbledon,Grass,QF,5,7,(3)Federer d. (6)Milos Raonic [CAN],6-4 6-2 7-6(4),1.71,12.40%,2.20%,68.50%,90.20%,53.60%,5/5,01:57
03-Jul-17,Wimbledon,Grass,R16,5,11,(3)Federer d. (13)Grigor Dimitrov [BUL],6-4 6-2 6-4,1.69,10.70%,0.00%,69.30%,75.00%,73.90%,2/3,01:37
03-Jul-17,Wimbledon,Grass,R32,5,30,(3)Federer d. (27)Mischa Zverev [GER],7-6(3) 6-4 6-4,1.68,14.80%,1.10%,60.20%,83.00%,71.40%,1/2,01:49
03-Jul-17,Wimbledon,Grass,R64,5,79,(3)Federer d. Dusan Lajovic [SRB],7-6(0) 6-3 6-2,2.09,11.50%,2.60%,60.30%,80.90%,80.60%,3/4,01:30
03-Jul-17,Wimbledon,Grass,R128,5,84,(3)Federer d. Alexandr Dolgopolov [UKR],6-3 3-0 RET,1.64,27.80%,2.80%,75.00%,77.80%,44.40%,0/0,00:42
19-Jun-17,Halle,Grass,F,5,12,(1)Federer d. (4)Alexander Zverev [GER],6-1 6-3,2.38,9.50%,0.00%,66.70%,92.90%,50.00%,1/1,00:53
19-Jun-17,Halle,Grass,SF,5,38,(1)Federer d. Karen Khachanov [RUS],6-4 7-6(5),1.16,3.90%,2.60%,66.20%,70.60%,57.70%,4/6,01:25
19-Jun-17,Halle,Grass,QF,5,134,(1)Federer d. Florian Mayer [GER],6-3 6-4,1.52,19.60%,0.00%,64.30%,86.10%,55.00%,2/2,01:06
19-Jun-17,Halle,Grass,R16,5,29,(1)Federer d. Mischa Zverev [GER],7-6(4) 6-4,1.53,7.60%,0.00%,53.00%,82.90%,67.70%,0/0,01:30
19-Jun-17,Halle,Grass,R32,5,66,(1)Federer d. (LL)Yuichi Sugita [JPN],6-3 6-1,1.98,19.00%,0.00%,69.00%,89.70%,38.50%,0/1,00:52
12-Jun-17,Stuttgart,Grass,R16,5,302,(WC)Tommy Haas [GER] d. (1)Federer,2-6 7-6(8) 6-4,1.21,24.50%,2.10%,74.50%,75.70%,50.00%,1/3,01:54
20-Mar-17,Miami Masters,Hard,F,6,7,(4)Federer d. (5)Rafael Nadal [ESP],6-3 6-4,1.46,8.10%,1.60%,62.90%,87.20%,47.80%,4/4,01:34
20-Mar-17,Miami Masters,Hard,SF,6,16,(4)Federer d. (12)Nick Kyrgios [AUS],7-6(9) 6-7(9) 7-6(5),1.3,8.20%,2.50%,60.70%,85.10%,58.30%,1/2,03:10
20-Mar-17,Miami Masters,Hard,QF,6,14,(4)Federer d. (10)Tomas Berdych [CZE],6-2 3-6 7-6(6),1.01,12.90%,5.90%,60.00%,70.60%,55.90%,2/4,01:57
20-Mar-17,Miami Masters,Hard,R16,6,18,(4)Federer d. (14)Roberto Bautista Agut [ESP],7-6(5) 7-6(4),1.64,11.10%,1.40%,48.60%,88.60%,64.90%,1/3,01:57
20-Mar-17,Miami Masters,Hard,R32,6,34,(4)Federer d. (29)Juan Martin Del Potro [ARG],6-3 6-4,1.57,11.70%,0.00%,58.30%,82.90%,60.00%,5/5,01:22
20-Mar-17,Miami Masters,Hard,R64,6,101,(4)Federer d. (Q)Frances Tiafoe [USA],7-6(2) 6-3,1.97,14.30%,0.00%,57.10%,84.40%,75.00%,0/1,01:12
06-Mar-17,Indian Wells Masters,Hard,F,10,3,(9)Federer d. (3)Stan Wawrinka [SUI],6-4 7-5,1.58,3.50%,1.80%,63.20%,77.80%,66.70%,2/3,01:20
06-Mar-17,Indian Wells Masters,Hard,SF,10,18,(9)Federer d. (17)Jack Sock [USA],6-1 7-6(4),1.51,12.90%,3.20%,53.20%,81.80%,65.50%,0/0,01:14
06-Mar-17,Indian Wells Masters,Hard,QF,10,16,(9)Federer d. (15)Nick Kyrgios [AUS],W/O,,,,,,,,
06-Mar-17,Indian Wells Masters,Hard,R16,10,6,(9)Federer d. (5)Rafael Nadal [ESP],6-2 6-3,1.74,11.10%,2.20%,55.60%,76.00%,75.00%,1/1,01:08
06-Mar-17,Indian Wells Masters,Hard,R32,10,27,(9)Federer d. (24)Steve Johnson [USA],7-6(3) 7-6(4),1.27,15.40%,5.10%,60.30%,87.20%,58.10%,0/0,01:34
06-Mar-17,Indian Wells Masters,Hard,R64,10,81,(9)Federer d. Stephane Robert [FRA],6-2 6-1,1.74,9.80%,2.40%,58.50%,79.20%,58.80%,0/0,00:51
27-Feb-17,Dubai,Hard,R16,10,116,(Q)Evgeny Donskoy [RUS] d. (3)Federer,3-6 7-6(7) 7-6(5),1.02,11.00%,1.80%,73.40%,73.80%,51.70%,1/4,02:02
27-Feb-17,Dubai,Hard,R32,10,39,(3)Federer d. Benoit Paire [FRA],6-1 6-3,1.72,9.10%,0.00%,60.00%,69.70%,68.20%,3/3,00:54
16-Jan-17,Australian Open,Hard,F,17,9,(17)Federer d. (9)Rafael Nadal [ESP],6-4 3-6 6-1 3-6 6-3,1.15,14.50%,2.20%,61.60%,76.50%,49.10%,13/17,03:37
16-Jan-17,Australian Open,Hard,SF,17,4,(17)Federer d. (4)Stan Wawrinka [SUI],7-5 6-3 1-6 4-6 6-3,1.04,7.70%,2.10%,60.10%,72.10%,57.90%,8/12,03:04
16-Jan-17,Australian Open,Hard,QF,17,50,(17)Federer d. Mischa Zverev [GER],6-1 7-5 6-2,1.5,11.40%,1.30%,68.40%,68.50%,68.00%,1/2,01:32
16-Jan-17,Australian Open,Hard,R16,17,5,(17)Federer d. (5)Kei Nishikori [JPN],6-7(4) 6-4 6-1 4-6 6-3,1.34,16.20%,4.10%,67.60%,80.00%,47.90%,7/10,03:23
16-Jan-17,Australian Open,Hard,R32,17,10,(17)Federer d. (10)Tomas Berdych [CZE],6-2 6-4 6-4,1.79,11.40%,2.90%,58.60%,95.10%,58.60%,0/0,01:30
16-Jan-17,Australian Open,Hard,R64,17,200,(17)Federer d. (Q)Noah Rubin [USA],7-5 6-3 7-6(3),1.3,15.20%,1.80%,59.80%,82.10%,55.60%,5/6,02:03
16-Jan-17,Australian Open,Hard,R128,17,300,(17)Federer d. (Q)Jurgen Melzer [AUT],7-5 3-6 6-2 6-2,1.42,18.40%,1.00%,64.10%,77.30%,54.10%,1/4,02:05
27-Jun-16,Wimbledon,Grass,SF,3,7,(6)Milos Raonic [CAN] d. (3)Federer,6-3 6-7(3) 4-6 7-5 6-3,0.96,10.00%,3.10%,61.30%,81.60%,51.60%,5/8,03:24
27-Jun-16,Wimbledon,Grass,QF,3,13,(3)Federer d. (9)Marin Cilic [CRO],6-7(4) 4-6 6-3 7-6(9) 6-3,1.06,16.00%,0.00%,62.70%,79.20%,58.70%,7/8,03:17
27-Jun-16,Wimbledon,Grass,R16,3,29,(3)Federer d. Steve Johnson [USA],6-2 6-3 7-5,1.72,7.20%,2.40%,66.30%,74.50%,71.40%,3/4,01:36
27-Jun-16,Wimbledon,Grass,R32,3,91,(3)Federer d. Daniel Evans [GBR],6-4 6-2 6-2,2.09,16.40%,0.00%,67.20%,88.90%,50.00%,1/2,01:26
27-Jun-16,Wimbledon,Grass,R64,3,772,(3)Federer d. (Q)Marcus Willis [GBR],6-0 6-3 6-4,1.71,12.30%,0.00%,61.60%,77.80%,67.90%,2/2,01:24
27-Jun-16,Wimbledon,Grass,R128,3,52,(3)Federer d. Guido Pella [ARG],7-6(5) 7-6(3) 6-3,1.84,12.80%,0.00%,63.80%,88.30%,67.60%,0/0,02:05
13-Jun-16,Halle,Grass,SF,3,38,Alexander Zverev [GER] d. (1)Federer,7-6(4) 5-7 6-3,0.84,7.20%,2.10%,59.80%,79.30%,53.80%,2/3,02:06
13-Jun-16,Halle,Grass,QF,3,11,(1)Federer d. (5)David Goffin [BEL],6-1 7-6(10),1.51,11.30%,3.80%,67.90%,77.80%,41.20%,0/3,01:21
13-Jun-16,Halle,Grass,R16,3,64,(1)Federer d. Malek Jaziri [TUN],6-3 7-5,1.28,8.60%,0.00%,67.20%,79.50%,52.60%,1/2,01:08
13-Jun-16,Halle,Grass,R32,3,88,(1)Federer d. (WC)Jan Lennard Struff [GER],6-4 7-6(3),2.44,19.60%,3.60%,62.50%,94.30%,76.20%,0/0,01:13
06-Jun-16,Stuttgart,Grass,SF,3,7,(3)Dominic Thiem [AUT] d. (1)Federer,3-6 7-6(7) 6-4,0.99,8.30%,1.80%,63.30%,75.40%,42.50%,2/5,01:57
06-Jun-16,Stuttgart,Grass,QF,3,226,(1)Federer d. (Q)Florian Mayer [GER],7-6(2) 7-6(1),1.34,19.00%,3.80%,62.00%,87.80%,50.00%,5/6,01:25
06-Jun-16,Stuttgart,Grass,R16,3,65,(1)Federer d. Taylor Fritz [USA],6-4 5-7 6-4,1.15,8.40%,2.10%,64.20%,83.60%,50.00%,8/9,01:40
09-May-16,Rome Masters,Clay,R16,2,15,(13)Dominic Thiem [AUT] d. (3)Federer,7-6(2) 6-4,0.68,6.70%,1.30%,62.70%,63.80%,60.70%,3/5,01:18
09-May-16,Rome Masters,Clay,R32,2,44,(3)Federer d. Alexander Zverev [GER],6-3 7-5,1.81,1.70%,0.00%,55.90%,81.80%,69.20%,1/2,01:27
11-Apr-16,Monte Carlo Masters,Clay,QF,3,9,(8)Jo Wilfried Tsonga [FRA] d. (3)Federer,3-6 6-2 7-5,1.02,1.20%,4.80%,58.30%,67.30%,51.40%,7/12,02:06
11-Apr-16,Monte Carlo Masters,Clay,R16,3,17,(3)Federer d. (14)Roberto Bautista Agut [ESP],6-2 6-4,1.68,9.60%,3.80%,63.50%,78.80%,63.20%,3/3,01:08
11-Apr-16,Monte Carlo Masters,Clay,R32,3,38,(3)Federer d. Guillermo Garcia Lopez [ESP],6-3 6-4,1.46,7.50%,5.70%,64.20%,73.50%,63.20%,2/3,01:14
18-Jan-16,Australian Open,Hard,SF,3,1,(1)Novak Djokovic [SRB] d. (3)Federer,6-1 6-2 3-6 6-3,0.61,5.00%,1.00%,57.00%,61.40%,48.80%,4/9,02:19
18-Jan-16,Australian Open,Hard,QF,3,6,(3)Federer d. (6)Tomas Berdych [CZE],7-6 6-2 6-4,1.5,10.30%,3.40%,69.00%,83.30%,48.10%,4/6,02:16
18-Jan-16,Australian Open,Hard,R16,3,16,(3)Federer d. (15)David Goffin [BEL],6-2 6-1 6-4,2.1,10.40%,1.50%,62.70%,85.70%,64.00%,0/1,01:28
18-Jan-16,Australian Open,Hard,R32,3,28,(3)Federer d. (27)Grigor Dimitrov [BUL],6-4 3-6 6-1 6-4,1.26,11.60%,4.50%,61.60%,75.40%,55.80%,5/6,02:40
18-Jan-16,Australian Open,Hard,R64,3,35,(3)Federer d. Alexandr Dolgopolov [UKR],6-3 7-5 6-1,2.04,34.70%,2.80%,68.10%,87.80%,56.50%,0/0,01:33
18-Jan-16,Australian Open,Hard,R128,3,118,(3)Federer d. Nikoloz Basilashvili [GEO],6-2 6-1 6-2,2.24,10.70%,5.40%,64.30%,91.70%,45.00%,0/1,01:12
04-Jan-16,Brisbane,Hard,F,3,14,(4)Milos Raonic [CAN] d. (1)Federer,6-4 6-4,0.83,11.50%,4.90%,55.70%,73.50%,51.90%,3/5,01:27
04-Jan-16,Brisbane,Hard,SF,3,20,(1)Federer d. (8)Dominic Thiem [AUT],6-1 6-4,1.78,12.20%,0.00%,55.10%,85.20%,54.50%,0/1,01:00
04-Jan-16,Brisbane,Hard,QF,3,28,(1)Federer d. Grigor Dimitrov [BUL],6-4 6-7(4) 6-4,1.55,8.40%,1.20%,62.70%,86.50%,61.30%,0/1,02:07
04-Jan-16,Brisbane,Hard,R16,3,277,(1)Federer d. (Q)Tobias Kamke [GER],6-2 6-1,2.17,5.00%,2.50%,55.00%,81.80%,66.70%,1/1,00:55
15-Nov-15,Tour Finals,Hard,F,3,1,(1)Novak Djokovic [SRB] d. (3)Federer,6-3 6-4,0.78,10.20%,3.40%,64.40%,71.10%,42.90%,6/9,01:20
15-Nov-15,Tour Finals,Hard,SF,3,4,(3)Federer d. (4)Stan Wawrinka [SUI],7-5 6-3,1.47,9.40%,4.70%,64.10%,75.60%,65.20%,1/2,
15-Nov-15,Tour Finals,Hard,RR,3,6,(3)Federer d. (6)Tomas Berdych [CZE],6-4 6-2,1.7,8.70%,8.70%,60.90%,85.70%,50.00%,0/1,
15-Nov-15,Tour Finals,Hard,RR,3,1,(3)Federer d. (1)Novak Djokovic [SRB],7-5 6-2,1.75,11.50%,3.80%,69.20%,75.00%,75.00%,2/3,
15-Nov-15,Tour Finals,Hard,RR,3,8,(3)Federer d. (8)Kei Nishikori [JPN],7-5 4-6 6-4,1.04,10.60%,4.30%,54.30%,84.30%,30.20%,7/12,
02-Nov-15,Paris Masters,Hard,R16,2,13,(13)John Isner [USA] d. (3)Federer,7-6(3) 3-6 7-6(5),0.91,11.50%,3.50%,65.50%,82.40%,48.70%,6/6,
02-Nov-15,Paris Masters,Hard,R32,2,28,(3)Federer d. Andreas Seppi [ITA],6-1 6-1,2.48,10.00%,2.50%,65.00%,76.90%,78.60%,4/4,
26-Oct-15,Basel,Hard,F,3,7,(1)Federer d. (3)Rafael Nadal [ESP],6-3 5-7 6-3,1.19,13.30%,2.20%,67.80%,75.40%,58.60%,2/3,02:03
26-Oct-15,Basel,Hard,SF,3,29,(1)Federer d. Jack Sock [USA],6-3 6-4,1.52,8.90%,1.80%,69.60%,87.20%,41.20%,1/2,
26-Oct-15,Basel,Hard,QF,3,17,(1)Federer d. (8)David Goffin [BEL],6-3 3-6 6-1,1.24,8.50%,4.90%,52.40%,79.10%,48.70%,2/4,
26-Oct-15,Basel,Hard,R16,3,32,(1)Federer d. Philipp Kohlschreiber [GER],6-4 4-6 6-4,1.16,16.30%,2.50%,60.00%,87.50%,56.30%,0/1,
26-Oct-15,Basel,Hard,R32,3,64,(1)Federer d. Mikhail Kukushkin [KAZ],6-1 6-2,3.02,12.50%,7.50%,55.00%,90.90%,72.20%,1/2,
11-Oct-15,Shanghai Masters,Hard,R32,3,70,(Q)Albert Ramos [ESP] d. (2)Federer,7-6(4) 2-6 6-3,1.51,19.50%,1.30%,71.40%,83.60%,59.10%,1/2,
18-Sep-15,Davis Cup WG PO: SUI vs NED,Hard,RR,2,436,Federer d. Jesse Huta Galung [NED],6-3 6-4 6-3,,,,,,,,
18-Sep-15,Davis Cup WG PO: SUI vs NED,Hard,RR,2,144,Federer d. Thiemo De Bakker [NED],6-3 6-2 6-4,,,,,,,,
31-Aug-15,US Open,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,6-4 5-7 6-4 6-4,1.02,8.00%,3.60%,63.50%,71.30%,46.00%,1/7,03:20
31-Aug-15,US Open,Hard,SF,2,5,(2)Federer d. (5)Stan Wawrinka [SUI],6-4 6-3 6-1,1.78,13.00%,2.60%,64.90%,80.00%,63.00%,4/4,
31-Aug-15,US Open,Hard,QF,2,12,(2)Federer d. (12)Richard Gasquet [FRA],6-3 6-3 6-1,2.04,22.90%,2.90%,75.70%,86.80%,47.10%,0/0,
31-Aug-15,US Open,Hard,R16,2,13,(2)Federer d. (13)John Isner [USA],7-6(0) 7-6(6) 7-5,1.67,11.70%,0.90%,58.60%,83.10%,71.70%,5/5,
31-Aug-15,US Open,Hard,R32,2,29,(2)Federer d. (29)Philipp Kohlschreiber [GER],6-3 6-4 6-4,1.03,6.00%,4.80%,60.20%,72.00%,54.50%,2/4,
31-Aug-15,US Open,Hard,R64,2,66,(2)Federer d. Steve Darcis [BEL],6-1 6-2 6-1,2.29,19.70%,1.60%,70.50%,86.00%,55.60%,1/1,
31-Aug-15,US Open,Hard,R128,2,34,(2)Federer d. Leonardo Mayer [ARG],6-1 6-2 6-2,2.06,16.70%,7.60%,65.20%,83.70%,60.90%,1/1,
16-Aug-15,Cincinnati Masters,Hard,F,3,1,(2)Federer d. (1)Novak Djokovic [SRB],7-6(1) 6-3,1.84,11.50%,3.30%,57.40%,82.90%,73.10%,0/0,01:30
16-Aug-15,Cincinnati Masters,Hard,SF,3,2,(2)Federer d. (3)Andy Murray [GBR],6-4 7-6(6),1.54,6.30%,3.10%,54.70%,77.10%,79.30%,0/0,
16-Aug-15,Cincinnati Masters,Hard,QF,3,23,(2)Federer d. Feliciano Lopez [ESP],6-3 6-4,1.69,15.10%,0.00%,69.80%,83.80%,62.50%,3/3,
16-Aug-15,Cincinnati Masters,Hard,R16,3,15,(2)Federer d. (15)Kevin Anderson [RSA],6-1 6-1,2.34,11.10%,5.60%,61.10%,86.40%,64.30%,0/0,
16-Aug-15,Cincinnati Masters,Hard,R32,3,22,(2)Federer d. Roberto Bautista Agut [ESP],6-4 6-4,2.19,12.20%,4.10%,42.90%,95.20%,71.40%,0/0,
29-Jun-15,Wimbledon,Grass,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,7-6(1) 6-7(10) 6-4 6-3,0.91,9.90%,2.10%,66.70%,74.50%,48.90%,6/10,02:56
29-Jun-15,Wimbledon,Grass,SF,2,3,(2)Federer d. (3)Andy Murray [GBR],7-5 7-5 6-4,1.5,22.00%,1.10%,75.80%,84.10%,54.50%,1/1,
29-Jun-15,Wimbledon,Grass,QF,2,13,(2)Federer d. (12)Gilles Simon [FRA],6-3 7-5 6-2,1.66,14.70%,1.30%,73.30%,80.00%,60.00%,0/1,
29-Jun-15,Wimbledon,Grass,R16,2,22,(2)Federer d. (20)Roberto Bautista Agut [ESP],6-2 6-2 6-3,3.25,12.50%,0.00%,67.90%,92.10%,72.20%,0/0,
29-Jun-15,Wimbledon,Grass,R32,2,69,(2)Federer d. Samuel Groth [AUS],6-4 6-4 6-7(5) 6-2,1.87,15.70%,0.90%,62.00%,89.60%,68.30%,0/0,
29-Jun-15,Wimbledon,Grass,R64,2,36,(2)Federer d. Sam Querrey [USA],6-4 6-2 6-2,1.49,7.80%,2.60%,61.00%,78.70%,63.30%,2/2,
29-Jun-15,Wimbledon,Grass,R128,2,88,(2)Federer d. Damir Dzumhur [BIH],6-1 6-3 6-3,2.63,9.40%,0.00%,64.10%,85.40%,73.90%,0/0,
15-Jun-15,Halle,Grass,F,2,45,(1)Federer d. Andreas Seppi [ITA],7-6(1) 6-4,1.39,19.20%,0.00%,72.60%,81.10%,50.00%,4/4,01:48
15-Jun-15,Halle,Grass,SF,2,27,(1)Federer d. (8)Ivo Karlovic [CRO],7-6(3) 7-6(4),1.03,7.70%,0.00%,73.10%,84.20%,61.90%,1/1,
15-Jun-15,Halle,Grass,QF,2,487,(1)Federer d. (PR)Florian Mayer [GER],6-0 7-6(1),1.65,15.80%,5.30%,64.90%,86.50%,50.00%,0/0,
15-Jun-15,Halle,Grass,R16,2,86,(1)Federer d. Ernests Gulbis [LAT],6-3 7-5,1.36,5.00%,6.70%,66.70%,85.00%,55.00%,1/2,
15-Jun-15,Halle,Grass,R32,2,31,(1)Federer d. Philipp Kohlschreiber [GER],7-6(8) 3-6 7-6(5),0.98,13.80%,1.80%,71.60%,80.80%,41.90%,3/5,
24-May-15,Roland Garros,Clay,QF,2,9,(8)Stan Wawrinka [SUI] d. (2)Federer,6-4 6-3 7-6(4),0.65,6.30%,0.00%,63.40%,67.60%,56.10%,5/8,02:09
24-May-15,Roland Garros,Clay,R16,2,14,(2)Federer d. (13)Gael Monfils [FRA],6-3 4-6 6-4 6-1,1.48,2.00%,1.00%,61.00%,73.80%,64.10%,2/4,02:10
24-May-15,Roland Garros,Clay,R32,2,88,(2)Federer d. Damir Dzumhur [BIH],6-4 6-3 6-2,1.39,4.90%,1.20%,64.60%,67.90%,65.50%,4/5,01:28
24-May-15,Roland Garros,Clay,R64,2,57,(2)Federer d. Marcel Granollers [ESP],6-2 7-6(1) 6-3,2.02,3.90%,0.00%,63.60%,81.60%,71.40%,1/3,01:47
24-May-15,Roland Garros,Clay,R128,2,109,(2)Federer d. (LL)Alejandro Falla [COL],6-3 6-3 6-4,1.59,9.90%,0.00%,71.60%,77.60%,65.20%,2/2,01:50
10-May-15,Rome Masters,Clay,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,6-4 6-3,0.54,11.30%,1.60%,62.90%,76.90%,34.80%,3/5,01:16
10-May-15,Rome Masters,Clay,SF,2,9,(2)Federer d. (8)Stan Wawrinka [SUI],6-4 6-2,1.78,12.50%,2.10%,72.90%,80.00%,61.50%,1/2,00:55
10-May-15,Rome Masters,Clay,QF,2,5,(2)Federer d. (6)Tomas Berdych [CZE],6-3 6-3,1.61,4.20%,0.00%,60.40%,86.20%,52.60%,3/4,01:07
10-May-15,Rome Masters,Clay,R16,2,16,(2)Federer d. (15)Kevin Anderson [RSA],6-3 7-5,1.24,8.50%,1.70%,62.70%,75.70%,54.50%,0/2,01:16
10-May-15,Rome Masters,Clay,R32,2,24,(2)Federer d. Pablo Cuevas [URU],7-6(3) 6-4,1.74,13.60%,0.00%,61.00%,91.70%,65.20%,0/0,01:21
03-May-15,Madrid Masters,Clay,R32,2,35,Nick Kyrgios [AUS] d. (1)Federer,6-7(2) 7-6(5) 7-6(12),1.05,12.40%,0.80%,57.40%,78.40%,54.50%,1/3,02:37
27-Apr-15,Istanbul,Clay,F,2,23,(1)Federer d. (3)Pablo Cuevas [URU],6-3 7-6(11),1.45,9.70%,2.80%,70.80%,74.50%,61.90%,0/1,01:36
27-Apr-15,Istanbul,Clay,SF,2,63,(1)Federer d. (8)Diego Schwartzman [ARG],2-6 6-2 7-5,1.31,7.20%,1.20%,53.00%,77.30%,59.00%,3/5,01:55
27-Apr-15,Istanbul,Clay,QF,2,62,(1)Federer d. Daniel Gimeno Traver [ESP],7-6(3) 6-7(5) 6-3,1.39,10.40%,1.90%,64.20%,79.40%,57.90%,6/8,02:28
27-Apr-15,Istanbul,Clay,R16,2,71,(1)Federer d. Jarkko Nieminen [FIN],6-2 7-5,2.13,18.40%,4.10%,63.30%,93.50%,61.10%,0/0,01:01
12-Apr-15,Monte Carlo Masters,Clay,R16,2,18,(14)Gael Monfils [FRA] d. (2)Federer,6-4 7-6(5),0.84,4.60%,1.10%,51.70%,66.70%,50.00%,6/8,01:45
12-Apr-15,Monte Carlo Masters,Clay,R32,2,35,(2)Federer d. Jeremy Chardy [FRA],6-2 6-1,1.91,12.20%,2.40%,75.60%,71.00%,70.00%,0/1,00:55
12-Mar-15,Indian Wells Masters,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,6-3 6-7(5) 6-2,0.76,6.10%,3.10%,58.20%,71.90%,36.60%,1/8,02:18
12-Mar-15,Indian Wells Masters,Hard,SF,2,6,(2)Federer d. (6)Milos Raonic [CAN],7-5 6-4,1.23,7.90%,0.00%,66.70%,78.60%,66.70%,1/1,01:26
12-Mar-15,Indian Wells Masters,Hard,QF,2,9,(2)Federer d. (9)Tomas Berdych [CZE],6-4 6-0,2.54,2.50%,2.50%,65.00%,88.50%,64.30%,0/0,01:09
